Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,6-1,1,42.4%,1,42.3%,1,75.6%,5,3.5%
SD,4-3,2,28.1%,2,28.2%,2,67.3%,15,-6.2%
GB,4-2,3,27.5%,3,26.5%,3,45.2%,3,9.6%
ATL,2-4,4,17.8%,4,18.0%,6,35.4%,17,-7.4%
IND,5-2,5,17.3%,5,17.0%,10,26.0%,4,5.4%
NO,5-1,6,15.0%,6,15.8%,4,42.1%,26,-23.4%
CHI,4-3,7,14.8%,7,14.7%,9,26.5%,8,0.0%
PHI,3-4,8,14.2%,8,13.9%,12,22.7%,1,16.2%
SF,5-2,9,10.2%,9,10.6%,7,34.8%,7,0.7%
DET,4-3,10,9.9%,10,9.9%,8,27.8%,21,-15.3%
SEA,6-1,11,9.4%,11,9.4%,5,36.0%,12,-4.8%
WAS,2-4,12,8.9%,12,8.9%,17,11.7%,2,14.2%
DAL,4-3,13,8.0%,13,8.5%,11,23.5%,10,-2.7%
CAR,3-3,14,6.5%,14,6.3%,14,18.6%,9,-1.1%
CIN,5-2,15,2.7%,15,2.6%,15,17.6%,11,-4.8%
PIT,2-4,16,-1.3%,16,-0.9%,16,16.0%,25,-23.3%
TEN,3-4,17,-2.3%,17,-1.8%,13,20.6%,27,-24.1%
KC,7-0,18,-2.9%,18,-3.3%,18,7.4%,6,3.2%
NE,5-2,19,-4.8%,19,-4.6%,21,0.2%,13,-4.8%
MIA,3-3,20,-6.5%,20,-7.2%,23,-4.1%,14,-5.4%
BUF,3-4,21,-7.7%,21,-8.4%,26,-5.5%,16,-6.4%
STL,3-4,22,-11.8%,22,-12.3%,20,3.0%,30,-32.2%
ARI,3-4,23,-14.1%,23,-14.3%,28,-11.3%,18,-8.1%
OAK,2-4,24,-16.0%,25,-16.5%,22,-2.5%,23,-16.9%
BAL,3-4,25,-16.5%,26,-16.7%,19,5.2%,31,-33.7%
MIN,1-5,26,-16.8%,27,-16.8%,30,-14.6%,22,-16.6%
CLE,3-4,27,-16.8%,24,-16.2%,29,-11.4%,20,-12.0%
HOU,2-5,28,-17.4%,28,-17.9%,31,-15.7%,19,-10.5%
NYG,1-6,29,-18.7%,30,-18.8%,24,-4.6%,32,-37.9%
NYJ,4-3,30,-19.0%,29,-18.5%,27,-6.7%,24,-19.7%
TB,0-6,31,-20.6%,31,-20.3%,25,-5.0%,28,-26.3%
JAX,0-7,32,-45.9%,32,-45.5%,32,-49.0%,29,-28.7%
