Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,3-0,1,51.4%,1,51.4%,1,92.7%,6,7.2%
GB,1-2,2,33.7%,2,33.7%,4,41.8%,2,22.6%
SD,1-2,3,32.7%,3,32.7%,2,74.5%,18,-13.4%
IND,2-1,4,25.6%,4,25.6%,6,31.1%,3,18.3%
SEA,3-0,5,22.8%,5,22.8%,3,70.0%,14,-7.6%
PHI,1-2,6,22.6%,6,22.6%,13,18.9%,1,49.4%
ATL,1-2,7,18.0%,7,18.0%,5,34.1%,8,2.9%
MIA,3-0,8,10.6%,8,10.6%,15,18.7%,12,-1.0%
DET,2-1,9,10.4%,9,10.4%,7,28.1%,17,-12.9%
CAR,1-2,10,9.5%,10,9.5%,19,11.7%,5,7.6%
CIN,2-1,11,8.2%,11,8.2%,17,14.4%,4,8.3%
CHI,3-0,12,6.7%,12,6.7%,10,23.5%,15,-9.5%
KC,3-0,13,6.6%,13,6.6%,8,25.7%,7,2.9%
WAS,0-3,14,6.0%,14,6.0%,16,14.9%,9,2.0%
NO,3-0,15,4.2%,15,4.2%,9,24.8%,28,-32.3%
OAK,1-2,16,0.5%,16,0.5%,18,11.8%,10,0.5%
DAL,2-1,17,-0.3%,17,-0.3%,14,18.9%,22,-17.2%
TEN,2-1,18,-1.5%,18,-1.5%,11,22.8%,19,-14.7%
HOU,2-1,19,-4.0%,19,-4.0%,23,3.3%,11,-0.4%
BUF,1-2,20,-4.9%,20,-4.9%,20,11.6%,24,-19.9%
SF,1-2,21,-8.5%,21,-8.5%,12,20.0%,26,-24.7%
BAL,2-1,22,-9.8%,22,-9.8%,21,10.4%,27,-30.5%
NE,3-0,23,-10.9%,23,-10.9%,24,2.4%,23,-18.9%
STL,1-2,24,-13.6%,24,-13.6%,25,-3.1%,29,-36.6%
MIN,0-3,25,-14.8%,25,-14.8%,27,-9.1%,25,-21.0%
ARI,1-2,26,-15.1%,26,-15.1%,30,-14.6%,13,-7.2%
PIT,0-3,27,-17.9%,27,-17.9%,22,3.7%,31,-62.9%
NYJ,2-1,28,-21.1%,28,-21.1%,26,-8.3%,21,-16.7%
TB,0-3,29,-22.3%,29,-22.3%,28,-12.0%,20,-15.0%
CLE,1-2,30,-30.7%,30,-30.7%,31,-30.1%,16,-12.2%
NYG,0-3,31,-32.9%,31,-32.9%,29,-13.4%,32,-71.4%
JAX,0-3,32,-69.4%,32,-69.4%,32,-72.3%,30,-47.6%
