Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,12-2,1,40.4%,1,42.3%,7,12.0%,7,13.5%,1,-23.1%,1,-23.0%,5,5.3%,4,5.8%
DEN,11-3,2,30.2%,2,26.1%,1,31.0%,1,27.1%,16,0.2%,13,-2.0%,20,-0.6%,21,-3.0%
CAR,10-4,3,25.0%,3,23.8%,8,11.3%,9,9.9%,3,-13.0%,3,-12.8%,14,0.6%,15,1.1%
NO,10-4,4,19.9%,7,18.1%,6,14.6%,6,14.4%,8,-8.3%,11,-7.2%,23,-3.0%,24,-3.6%
KC,11-3,5,19.0%,4,21.5%,13,4.6%,10,8.9%,12,-5.3%,14,-1.7%,1,9.1%,1,10.9%
SF,10-4,6,16.9%,5,19.8%,11,5.7%,14,3.9%,10,-7.6%,8,-10.4%,7,3.7%,5,5.6%
NE,10-4,7,15.6%,6,19.5%,5,14.8%,4,22.3%,20,4.8%,24,8.2%,3,5.6%,6,5.4%
CIN,9-5,8,13.2%,9,14.1%,19,-0.4%,18,-0.4%,5,-11.1%,5,-11.7%,10,2.5%,10,2.8%
ARI,9-5,9,13.0%,8,16.3%,20,-1.6%,16,1.4%,2,-17.9%,2,-18.6%,24,-3.2%,25,-3.7%
CHI,8-6,10,11.4%,12,9.0%,4,16.0%,5,16.8%,21,6.2%,26,9.0%,12,1.6%,14,1.1%
STL,6-8,11,5.7%,10,12.4%,23,-7.6%,23,-4.6%,9,-7.8%,7,-10.6%,4,5.5%,3,6.4%
PHI,8-6,12,4.9%,11,11.4%,3,18.9%,3,22.5%,28,9.9%,21,7.6%,26,-4.2%,23,-3.5%
DET,7-7,13,4.9%,14,5.2%,18,0.1%,21,-2.8%,13,-5.3%,12,-7.1%,18,-0.5%,16,0.9%
SD,7-7,14,2.0%,13,5.5%,2,23.9%,2,25.1%,32,22.2%,32,20.8%,15,0.3%,13,1.2%
IND,9-5,15,1.4%,20,-5.2%,14,4.1%,17,0.0%,18,2.2%,18,3.9%,17,-0.5%,20,-1.4%
DAL,7-7,16,0.8%,19,-5.1%,10,8.2%,11,8.1%,29,10.8%,31,16.1%,8,3.4%,9,2.9%
PIT,6-8,17,-0.8%,15,3.6%,12,5.2%,8,9.9%,24,7.0%,23,7.9%,13,0.9%,12,1.6%
TB,4-10,18,-2.0%,16,2.3%,24,-9.2%,22,-4.5%,6,-9.5%,9,-10.2%,22,-2.4%,22,-3.4%
MIA,8-6,19,-3.0%,17,-0.6%,16,1.3%,12,4.2%,17,0.8%,15,0.0%,25,-3.5%,28,-4.7%
GB,7-6-1,20,-5.1%,24,-10.7%,9,9.5%,15,2.9%,31,14.1%,30,13.9%,19,-0.5%,17,0.4%
BAL,8-6,21,-5.4%,18,-1.0%,30,-21.5%,31,-22.3%,7,-9.0%,6,-11.6%,2,7.0%,2,9.7%
TEN,5-9,22,-6.6%,21,-5.4%,17,1.3%,13,3.9%,19,3.0%,20,5.3%,27,-4.8%,26,-4.0%
BUF,5-9,23,-7.5%,23,-8.5%,25,-13.0%,26,-14.3%,4,-11.3%,4,-12.4%,28,-5.8%,30,-6.5%
ATL,4-10,24,-7.9%,25,-12.3%,15,1.8%,19,-1.2%,26,8.6%,27,10.0%,21,-1.1%,18,-1.1%
MIN,4-9-1,25,-8.2%,22,-6.8%,21,-4.1%,20,-1.5%,22,6.8%,22,7.8%,9,2.7%,11,2.5%
NYJ,6-8,26,-16.4%,27,-20.2%,31,-23.1%,30,-22.2%,14,-3.0%,16,1.5%,6,3.7%,7,3.6%
NYG,5-9,27,-20.8%,26,-17.5%,29,-20.7%,28,-20.6%,11,-6.8%,10,-7.4%,29,-6.8%,27,-4.2%
CLE,4-10,28,-20.9%,28,-22.1%,26,-13.4%,25,-12.0%,25,7.5%,25,9.0%,16,0.0%,19,-1.1%
HOU,2-12,29,-25.9%,30,-30.6%,28,-19.0%,29,-21.6%,15,-0.2%,17,3.7%,30,-7.1%,29,-5.3%
WAS,3-11,30,-28.2%,29,-27.4%,22,-7.2%,24,-8.9%,23,6.9%,19,4.7%,32,-14.1%,32,-13.8%
OAK,4-10,31,-34.0%,32,-35.2%,27,-16.8%,27,-16.3%,27,9.9%,28,10.8%,31,-7.4%,31,-8.2%
JAX,4-10,32,-44.7%,31,-34.9%,32,-32.6%,32,-25.8%,30,13.8%,29,12.1%,11,1.7%,8,3.0%
