Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,5-0,1,49.6%,1,49.6%,1,52.8%,1,52.8%,26,12.5%,26,12.5%,1,9.3%,1,9.3%
SEA,4-1,2,33.4%,2,33.4%,9,9.0%,9,9.0%,1,-20.6%,1,-20.6%,4,3.9%,4,3.9%
KC,5-0,3,26.2%,3,26.2%,14,1.2%,14,1.2%,2,-18.3%,2,-18.3%,2,6.8%,2,6.8%
NO,5-0,4,22.9%,4,22.9%,7,16.1%,7,16.1%,14,-6.4%,14,-6.4%,13,0.5%,13,0.5%
IND,4-1,5,21.3%,5,21.3%,4,21.5%,4,21.5%,18,-1.4%,18,-1.4%,17,-1.7%,17,-1.7%
CHI,3-2,6,14.5%,6,14.5%,10,8.8%,10,8.8%,15,-5.9%,15,-5.9%,14,-0.2%,14,-0.2%
GB,2-2,7,12.6%,7,12.6%,2,28.2%,2,28.2%,30,16.9%,30,16.9%,9,1.3%,9,1.3%
SF,3-2,8,11.9%,8,11.9%,11,4.6%,11,4.6%,10,-9.6%,10,-9.6%,22,-2.3%,22,-2.3%
CAR,1-3,9,9.4%,9,9.4%,15,1.0%,15,1.0%,9,-10.5%,9,-10.5%,20,-2.0%,20,-2.0%
CIN,3-2,10,8.1%,10,8.1%,21,-4.0%,21,-4.0%,8,-10.8%,8,-10.8%,10,1.3%,10,1.3%
DAL,2-3,11,6.8%,11,6.8%,6,16.1%,6,16.1%,22,7.8%,22,7.8%,16,-1.5%,16,-1.5%
DET,3-2,12,6.2%,12,6.2%,12,3.4%,12,3.4%,17,-5.5%,17,-5.5%,23,-2.7%,23,-2.7%
NE,4-1,13,5.0%,13,5.0%,22,-6.6%,22,-6.6%,13,-6.6%,13,-6.6%,3,5.0%,3,5.0%
BUF,2-3,14,4.5%,14,4.5%,18,-1.4%,18,-1.4%,7,-10.9%,7,-10.9%,27,-5.0%,27,-5.0%
MIN,1-3,15,-0.3%,15,-0.3%,16,0.4%,16,0.4%,19,3.6%,19,3.6%,6,2.9%,6,2.9%
ATL,1-4,16,-0.7%,16,-0.7%,8,14.8%,8,14.8%,27,13.6%,27,13.6%,19,-2.0%,19,-2.0%
NYJ,3-2,17,-0.9%,17,-0.9%,27,-16.7%,27,-16.7%,6,-12.3%,6,-12.3%,5,3.5%,5,3.5%
TEN,3-2,18,-3.5%,18,-3.5%,17,-1.2%,17,-1.2%,16,-5.8%,16,-5.8%,28,-8.1%,28,-8.1%
SD,2-3,19,-4.9%,19,-4.9%,3,26.4%,3,26.4%,32,27.3%,32,27.3%,26,-3.9%,26,-3.9%
ARI,3-2,20,-6.0%,20,-6.0%,28,-18.3%,28,-18.3%,4,-12.9%,4,-12.9%,15,-0.6%,15,-0.6%
BAL,3-2,21,-6.4%,21,-6.4%,25,-15.7%,25,-15.7%,12,-6.9%,12,-6.9%,8,2.4%,8,2.4%
PHI,2-3,22,-7.6%,22,-7.6%,5,19.8%,5,19.8%,31,17.9%,31,17.9%,29,-9.5%,29,-9.5%
CLE,3-2,23,-9.5%,23,-9.5%,29,-19.1%,29,-19.1%,11,-7.0%,11,-7.0%,7,2.7%,7,2.7%
TB,0-4,24,-9.9%,24,-9.9%,30,-23.6%,30,-23.6%,3,-15.9%,3,-15.9%,21,-2.2%,21,-2.2%
MIA,3-2,25,-12.9%,25,-12.9%,20,-3.5%,20,-3.5%,23,9.9%,23,9.9%,12,0.5%,12,0.5%
HOU,2-3,26,-13.9%,26,-13.9%,24,-14.6%,24,-14.6%,5,-12.4%,5,-12.4%,31,-11.7%,31,-11.7%
PIT,0-4,27,-16.5%,27,-16.5%,19,-3.1%,19,-3.1%,24,10.0%,24,10.0%,24,-3.3%,24,-3.3%
STL,2-3,28,-22.3%,28,-22.3%,26,-15.9%,26,-15.9%,20,7.5%,20,7.5%,11,1.1%,11,1.1%
WAS,1-3,29,-22.6%,29,-22.6%,13,3.3%,13,3.3%,28,15.6%,28,15.6%,30,-10.3%,30,-10.3%
OAK,2-3,30,-25.7%,30,-25.7%,23,-9.9%,23,-9.9%,25,12.4%,25,12.4%,25,-3.4%,25,-3.4%
NYG,0-5,31,-47.6%,31,-47.6%,31,-25.3%,31,-25.3%,21,7.5%,21,7.5%,32,-14.7%,32,-14.7%
JAX,0-5,32,-79.1%,32,-79.1%,32,-60.4%,32,-60.4%,29,16.8%,29,16.8%,18,-2.0%,18,-2.0%
