Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,3-0,1,67.5%,1,67.5%,5,22.8%,5,22.8%,1,-39.4%,1,-39.4%,4,5.2%,4,5.2%
DEN,3-0,2,66.2%,2,66.2%,1,51.4%,1,51.4%,13,-6.6%,13,-6.6%,1,8.3%,1,8.3%
KC,3-0,3,33.9%,3,33.9%,13,6.6%,13,6.6%,3,-26.3%,3,-26.3%,11,1.1%,11,1.1%
NO,3-0,4,23.5%,4,23.5%,15,4.2%,15,4.2%,4,-19.5%,4,-19.5%,14,-0.2%,14,-0.2%
IND,2-1,5,20.0%,5,20.0%,4,25.6%,4,25.6%,23,7.0%,23,7.0%,10,1.3%,10,1.3%
CHI,3-0,6,19.6%,6,19.6%,12,6.7%,12,6.7%,11,-9.4%,11,-9.4%,6,3.5%,6,3.5%
CAR,1-2,7,17.2%,7,17.2%,10,9.5%,10,9.5%,10,-9.6%,10,-9.6%,20,-1.9%,20,-1.9%
MIA,3-0,8,15.6%,8,15.6%,8,10.6%,8,10.6%,19,1.5%,19,1.5%,3,6.6%,3,6.6%
ATL,1-2,9,14.2%,9,14.2%,7,18.0%,7,18.0%,20,1.6%,20,1.6%,22,-2.1%,22,-2.1%
CIN,2-1,10,12.8%,10,12.8%,11,8.2%,11,8.2%,14,-5.6%,14,-5.6%,17,-0.9%,17,-0.9%
GB,1-2,11,12.2%,11,12.2%,2,33.7%,2,33.7%,28,22.0%,28,22.0%,13,0.5%,13,0.5%
NE,3-0,12,11.6%,12,11.6%,23,-10.9%,23,-10.9%,5,-17.6%,5,-17.6%,5,4.9%,5,4.9%
DAL,2-1,13,11.4%,13,11.4%,17,-0.3%,17,-0.3%,8,-12.5%,8,-12.5%,16,-0.7%,16,-0.7%
NYJ,2-1,14,10.7%,14,10.7%,28,-21.1%,28,-21.1%,2,-28.6%,2,-28.6%,7,3.2%,7,3.2%
DET,2-1,15,8.3%,15,8.3%,9,10.4%,9,10.4%,12,-8.4%,12,-8.4%,30,-10.5%,30,-10.5%
PHI,1-2,16,4.7%,16,4.7%,6,22.6%,6,22.6%,27,17.2%,27,17.2%,15,-0.7%,15,-0.7%
SD,1-2,17,3.1%,17,3.1%,3,32.7%,3,32.7%,31,27.6%,31,27.6%,21,-2.0%,21,-2.0%
BUF,1-2,18,-5.0%,18,-5.0%,20,-4.9%,20,-4.9%,18,1.0%,18,1.0%,12,0.9%,12,0.9%
HOU,2-1,19,-5.5%,19,-5.5%,19,-4.0%,19,-4.0%,7,-13.1%,7,-13.1%,32,-14.6%,32,-14.6%
TEN,2-1,20,-6.0%,20,-6.0%,18,-1.5%,18,-1.5%,16,-1.9%,16,-1.9%,26,-6.4%,26,-6.4%
TB,0-3,21,-9.4%,21,-9.4%,29,-22.3%,29,-22.3%,6,-14.0%,6,-14.0%,18,-1.0%,18,-1.0%
BAL,2-1,22,-11.5%,22,-11.5%,22,-9.8%,22,-9.8%,21,3.2%,21,3.2%,9,1.6%,9,1.6%
MIN,0-3,23,-13.1%,23,-13.1%,25,-14.8%,25,-14.8%,15,-3.4%,15,-3.4%,19,-1.8%,19,-1.8%
PIT,0-3,24,-15.4%,24,-15.4%,27,-17.9%,27,-17.9%,17,-0.3%,17,-0.3%,8,2.3%,8,2.3%
STL,1-2,25,-16.5%,25,-16.5%,24,-13.6%,24,-13.6%,24,9.8%,24,9.8%,2,6.9%,2,6.9%
CLE,1-2,26,-22.9%,26,-22.9%,30,-30.7%,30,-30.7%,9,-11.0%,9,-11.0%,23,-3.3%,23,-3.3%
ARI,1-2,27,-25.3%,27,-25.3%,26,-15.1%,26,-15.1%,22,3.4%,22,3.4%,27,-6.8%,27,-6.8%
SF,1-2,28,-30.8%,28,-30.8%,21,-8.5%,21,-8.5%,26,15.2%,26,15.2%,28,-7.1%,28,-7.1%
OAK,1-2,29,-35.6%,29,-35.6%,16,0.5%,16,0.5%,30,27.6%,30,27.6%,29,-8.5%,29,-8.5%
WAS,0-3,30,-41.1%,30,-41.1%,14,6.0%,14,6.0%,32,41.1%,32,41.1%,25,-6.0%,25,-6.0%
NYG,0-3,31,-59.9%,31,-59.9%,31,-32.9%,31,-32.9%,25,13.4%,25,13.4%,31,-13.7%,31,-13.7%
JAX,0-3,32,-96.0%,32,-96.0%,32,-69.4%,32,-69.4%,29,22.7%,29,22.7%,24,-3.9%,24,-3.9%
