Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,6-0,1,45.5%,1,45.2%,1,47.4%,1,47.2%,24,9.5%,25,9.8%,1,7.6%,1,7.8%
SEA,5-1,2,33.0%,2,32.9%,10,9.2%,10,9.0%,2,-21.5%,1,-21.8%,8,2.3%,9,2.1%
KC,6-0,3,23.0%,3,22.6%,18,-4.1%,19,-4.2%,1,-21.6%,2,-21.2%,3,5.5%,3,5.6%
NO,5-1,4,20.0%,4,20.1%,7,15.3%,7,15.5%,13,-4.4%,13,-4.3%,16,0.3%,13,0.4%
CAR,2-3,5,18.0%,5,18.2%,12,4.9%,12,4.6%,3,-14.8%,3,-15.1%,21,-1.6%,21,-1.5%
IND,4-2,6,17.3%,6,17.4%,5,18.5%,5,18.4%,18,1.7%,18,1.5%,15,0.4%,15,0.4%
CHI,4-2,7,16.4%,7,16.1%,9,12.8%,9,12.5%,14,-4.0%,14,-4.0%,18,-0.3%,19,-0.4%
DAL,3-3,8,15.4%,8,16.1%,8,13.8%,8,14.6%,19,3.5%,19,3.6%,4,5.1%,4,5.1%
GB,3-2,9,15.1%,9,15.5%,3,24.3%,4,24.0%,28,11.1%,27,10.6%,10,1.9%,10,2.0%
CIN,4-2,10,11.8%,10,11.8%,14,0.7%,14,0.6%,6,-10.0%,6,-10.3%,12,1.1%,12,0.9%
DET,4-2,11,10.5%,11,10.5%,11,8.8%,11,8.8%,16,-2.2%,16,-2.0%,19,-0.5%,18,-0.4%
SF,4-2,12,10.2%,12,10.0%,13,4.2%,13,3.6%,9,-6.3%,9,-6.6%,17,-0.3%,17,-0.3%
NE,5-1,13,7.1%,13,7.2%,19,-4.3%,18,-4.1%,12,-5.3%,11,-5.4%,2,6.0%,2,6.0%
BUF,2-4,14,1.1%,14,0.9%,16,-0.6%,16,-0.7%,10,-6.1%,10,-6.0%,27,-4.4%,27,-4.5%
ARI,3-3,15,0.0%,15,0.4%,24,-13.0%,24,-13.1%,4,-13.8%,4,-14.1%,20,-0.9%,20,-0.6%
ATL,1-4,16,-0.4%,16,-0.6%,6,15.3%,6,15.5%,29,13.7%,30,14.1%,22,-2.0%,22,-2.0%
SD,3-3,17,-1.3%,17,-1.1%,4,24.2%,3,24.4%,32,23.1%,32,23.1%,23,-2.4%,24,-2.4%
PHI,3-3,18,-2.4%,18,-2.7%,2,24.8%,2,24.9%,31,18.1%,31,18.1%,29,-9.2%,29,-9.5%
NYJ,3-3,19,-5.5%,19,-5.5%,30,-20.0%,30,-19.9%,5,-10.7%,5,-10.6%,5,3.8%,5,3.8%
TEN,3-3,20,-10.1%,21,-10.6%,20,-4.5%,20,-4.4%,15,-3.1%,15,-2.8%,28,-8.7%,28,-9.0%
TB,0-5,21,-10.4%,22,-10.6%,29,-19.7%,29,-19.3%,7,-8.9%,7,-8.6%,14,0.4%,16,0.1%
BAL,3-3,22,-11.3%,20,-10.5%,31,-20.6%,31,-20.5%,8,-7.3%,8,-7.8%,9,2.0%,8,2.2%
PIT,1-4,23,-11.4%,23,-11.1%,17,-3.3%,17,-2.8%,21,5.1%,21,5.3%,25,-3.1%,25,-3.0%
CLE,3-3,24,-12.3%,24,-11.6%,26,-15.1%,25,-14.5%,17,-0.9%,17,-0.9%,11,1.9%,11,2.0%
STL,3-3,25,-12.9%,26,-13.6%,23,-11.1%,23,-11.4%,20,4.7%,20,4.9%,6,2.9%,6,2.7%
MIN,1-4,26,-13.1%,25,-12.7%,22,-9.4%,22,-9.3%,22,6.0%,22,5.9%,7,2.3%,7,2.4%
MIA,3-2,27,-14.9%,27,-15.9%,21,-4.9%,21,-5.0%,27,10.5%,28,11.3%,13,0.5%,14,0.4%
OAK,2-4,28,-24.8%,28,-25.0%,25,-15.0%,26,-15.4%,23,6.5%,23,6.5%,26,-3.3%,26,-3.1%
HOU,2-4,29,-25.4%,29,-25.8%,27,-18.1%,27,-18.5%,11,-5.4%,12,-5.3%,31,-12.6%,31,-12.7%
WAS,1-4,30,-28.4%,30,-28.1%,15,0.3%,15,0.5%,25,9.9%,24,9.7%,32,-18.8%,32,-18.9%
NYG,0-6,31,-39.4%,31,-39.9%,28,-18.8%,28,-18.9%,26,10.0%,26,10.5%,30,-10.5%,30,-10.5%
JAX,0-6,32,-68.8%,32,-68.0%,32,-52.1%,32,-51.6%,30,14.2%,29,14.1%,24,-2.5%,23,-2.4%
