Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,13-3,1,40.0%,1,41.3%,7,10.1%,9,8.9%,1,-25.1%,1,-27.9%,5,4.8%,6,4.6%
DEN,13-3,2,33.2%,2,28.6%,1,34.2%,1,29.7%,15,0.0%,13,-3.6%,21,-1.0%,28,-4.7%
CAR,12-4,3,24.7%,3,24.1%,9,8.7%,11,5.5%,3,-15.0%,3,-16.8%,13,1.0%,13,1.7%
NO,11-5,4,22.9%,4,23.5%,5,16.3%,5,17.4%,7,-9.1%,9,-9.1%,24,-2.5%,26,-3.0%
NE,12-4,5,17.9%,7,21.5%,4,16.5%,2,24.8%,20,5.3%,27,10.8%,2,6.7%,4,7.5%
SF,12-4,6,16.8%,5,22.1%,8,9.1%,7,10.7%,13,-4.0%,11,-5.0%,7,3.7%,5,6.5%
KC,11-5,7,16.0%,8,17.7%,15,3.2%,10,6.8%,11,-5.1%,14,-1.0%,1,7.8%,1,9.8%
CIN,11-5,8,14.0%,10,17.3%,17,0.9%,14,3.5%,5,-11.8%,7,-12.9%,12,1.2%,14,1.0%
PHI,10-6,9,13.5%,6,22.0%,3,22.6%,3,24.8%,22,6.2%,17,0.4%,25,-2.8%,25,-2.4%
ARI,10-6,10,12.6%,9,17.4%,20,-2.5%,15,0.9%,2,-19.1%,2,-21.7%,27,-4.1%,29,-5.2%
CHI,8-8,11,6.0%,15,0.3%,6,13.4%,6,13.1%,25,9.4%,30,14.8%,11,2.0%,11,2.1%
STL,7-9,12,5.4%,11,12.3%,22,-9.8%,22,-8.6%,8,-8.9%,6,-13.5%,4,6.3%,3,7.5%
SD,9-7,13,5.2%,12,12.1%,2,23.6%,4,24.2%,32,19.3%,29,14.3%,15,0.8%,10,2.2%
IND,11-5,14,2.7%,16,-1.2%,12,4.4%,18,-0.7%,17,1.6%,16,0.1%,18,-0.1%,20,-0.4%
DET,7-9,15,1.9%,14,1.4%,18,-2.1%,21,-6.9%,12,-4.4%,10,-6.5%,20,-0.4%,12,1.8%
DAL,8-8,16,-0.1%,22,-7.4%,11,7.2%,13,4.8%,29,10.7%,31,14.9%,8,3.4%,9,2.8%
PIT,8-8,17,-1.5%,13,3.6%,13,4.4%,8,9.4%,23,6.5%,21,6.4%,16,0.5%,16,0.6%
BUF,6-10,18,-3.9%,18,-4.6%,25,-11.8%,26,-14.7%,4,-13.5%,4,-16.5%,30,-5.6%,30,-6.4%
TB,4-12,19,-5.2%,21,-6.0%,23,-10.0%,23,-8.8%,10,-6.3%,12,-4.7%,22,-1.5%,24,-1.9%
ATL,4-12,20,-6.4%,24,-10.5%,14,3.2%,17,-0.6%,26,9.4%,25,10.3%,17,-0.1%,19,0.4%
TEN,7-9,21,-6.5%,17,-4.3%,16,1.6%,12,4.9%,19,4.8%,22,8.4%,26,-3.2%,21,-0.8%
MIA,8-8,22,-7.4%,23,-7.9%,19,-2.3%,20,-2.0%,18,2.8%,19,2.8%,23,-2.4%,27,-3.2%
GB,8-7-1,23,-7.7%,27,-14.7%,10,8.5%,16,-0.3%,31,15.9%,32,15.0%,19,-0.3%,17,0.6%
BAL,8-8,24,-8.1%,19,-4.7%,31,-22.0%,30,-23.8%,9,-7.6%,8,-9.7%,3,6.4%,2,9.4%
MIN,5-10-1,25,-8.6%,20,-5.7%,21,-4.4%,19,-1.5%,24,7.9%,23,8.4%,6,3.8%,8,4.2%
NYJ,8-8,26,-9.5%,25,-10.8%,27,-15.5%,24,-10.2%,14,-3.9%,18,1.4%,10,2.1%,15,0.9%
NYG,7-9,27,-16.5%,26,-11.0%,30,-22.0%,31,-24.0%,6,-10.6%,5,-14.1%,28,-5.1%,23,-1.1%
CLE,4-12,28,-23.7%,28,-25.6%,26,-14.6%,25,-13.5%,27,10.0%,28,12.7%,14,0.9%,18,0.6%
HOU,2-14,29,-25.4%,31,-30.7%,29,-19.3%,32,-24.2%,16,1.0%,20,5.5%,29,-5.2%,22,-0.9%
WAS,3-13,30,-27.5%,29,-25.9%,24,-10.1%,27,-14.9%,21,5.4%,15,-0.3%,32,-12.0%,32,-11.3%
OAK,4-12,31,-34.9%,32,-36.6%,28,-17.1%,28,-17.9%,28,10.7%,26,10.8%,31,-7.1%,31,-7.9%
JAX,4-12,32,-40.2%,30,-26.7%,32,-30.3%,29,-21.2%,30,12.5%,24,10.1%,9,2.5%,7,4.5%
