Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,1-0,1,72.5%,1,72.5%,13,8.4%,13,8.4%,1,-67.2%,1,-67.2%,19,-3.1%,19,-3.1%
DEN,1-0,2,71.4%,2,71.4%,1,58.6%,1,58.6%,7,-18.1%,7,-18.1%,23,-5.3%,23,-5.3%
MIA,1-0,3,53.0%,3,53.0%,17,2.9%,17,2.9%,2,-41.9%,2,-41.9%,7,8.2%,7,8.2%
TEN,1-0,4,44.1%,4,44.1%,19,-0.3%,19,-0.3%,3,-36.3%,3,-36.3%,8,8.0%,8,8.0%
CHI,1-0,5,32.6%,5,32.6%,5,31.9%,5,31.9%,18,2.3%,18,2.3%,11,2.9%,11,2.9%
IND,1-0,6,28.6%,6,28.6%,4,32.3%,4,32.3%,21,5.3%,21,5.3%,13,1.7%,13,1.7%
BUF,0-1,7,24.7%,7,24.7%,8,12.0%,8,12.0%,10,-10.8%,10,-10.8%,12,1.9%,12,1.9%
STL,1-0,8,23.4%,8,23.4%,21,-3.1%,21,-3.1%,8,-14.7%,8,-14.7%,2,11.8%,2,11.8%
PHI,1-0,9,22.0%,9,22.0%,6,29.5%,6,29.5%,25,17.1%,25,17.1%,5,9.7%,5,9.7%
SEA,1-0,10,20.1%,10,20.1%,9,11.3%,9,11.3%,19,2.6%,19,2.6%,3,11.4%,3,11.4%
DET,1-0,11,18.1%,11,18.1%,12,8.5%,12,8.5%,6,-18.6%,6,-18.6%,27,-9.1%,27,-9.1%
NO,1-0,12,12.5%,12,12.5%,14,8.3%,14,8.3%,12,-7.3%,12,-7.3%,20,-3.1%,20,-3.1%
HOU,1-0,13,10.2%,13,10.2%,7,18.2%,7,18.2%,17,1.6%,17,1.6%,25,-6.3%,25,-6.3%
SF,1-0,14,10.1%,14,10.1%,3,38.8%,3,38.8%,29,26.5%,29,26.5%,16,-2.2%,16,-2.2%
NYJ,1-0,15,4.6%,15,4.6%,28,-25.2%,28,-25.2%,5,-22.6%,5,-22.6%,9,7.2%,9,7.2%
GB,0-1,16,-0.5%,16,-0.5%,2,38.9%,2,38.9%,31,37.1%,31,37.1%,17,-2.2%,17,-2.2%
ATL,0-1,17,-1.1%,17,-1.1%,20,-1.2%,20,-1.2%,16,0.9%,16,0.9%,14,1.1%,14,1.1%
TB,0-1,18,-1.3%,18,-1.3%,30,-41.2%,30,-41.2%,4,-24.3%,4,-24.3%,1,15.6%,1,15.6%
DAL,1-0,19,-2.3%,19,-2.3%,26,-17.5%,26,-17.5%,11,-10.1%,11,-10.1%,10,5.1%,10,5.1%
CIN,0-1,20,-3.2%,20,-3.2%,15,5.6%,15,5.6%,27,18.6%,27,18.6%,4,9.9%,4,9.9%
NYG,0-1,21,-8.0%,21,-8.0%,22,-8.8%,22,-8.8%,9,-11.6%,9,-11.6%,28,-10.8%,28,-10.8%
CAR,0-1,22,-8.5%,22,-8.5%,10,10.9%,10,10.9%,22,11.3%,22,11.3%,26,-8.1%,26,-8.1%
NE,1-0,23,-10.6%,23,-10.6%,24,-14.8%,24,-14.8%,20,5.1%,20,5.1%,6,9.3%,6,9.3%
SD,0-1,24,-14.2%,24,-14.2%,18,2.3%,18,2.3%,24,15.9%,24,15.9%,15,-0.6%,15,-0.6%
ARI,0-1,25,-20.6%,25,-20.6%,23,-9.1%,23,-9.1%,13,-6.4%,13,-6.4%,32,-18.0%,32,-18.0%
OAK,0-1,26,-27.7%,26,-27.7%,16,4.7%,16,4.7%,28,19.6%,28,19.6%,30,-12.8%,30,-12.8%
MIN,0-1,27,-31.8%,27,-31.8%,25,-17.1%,25,-17.1%,23,11.6%,23,11.6%,20,-3.1%,20,-3.1%
PIT,0-1,28,-39.2%,28,-39.2%,29,-38.4%,29,-38.4%,14,-4.5%,14,-4.5%,22,-5.3%,22,-5.3%
WAS,0-1,29,-41.0%,29,-41.0%,11,9.1%,11,9.1%,30,36.4%,30,36.4%,31,-13.6%,31,-13.6%
CLE,0-1,30,-43.7%,30,-43.7%,31,-42.8%,31,-42.8%,15,-1.8%,15,-1.8%,18,-2.7%,18,-2.7%
BAL,0-1,31,-88.4%,31,-88.4%,27,-18.2%,27,-18.2%,32,57.8%,32,57.8%,29,-12.4%,29,-12.4%
JAX,0-1,32,-122.1%,32,-122.1%,32,-99.0%,32,-99.0%,26,17.2%,26,17.2%,24,-5.9%,24,-5.9%
