Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,12-3,1,38.9%,1,40.7%,8,10.0%,8,10.0%,1,-24.1%,1,-26.2%,5,4.8%,6,4.6%
DEN,12-3,2,33.3%,2,28.5%,1,33.1%,1,28.1%,15,-1.3%,13,-4.8%,21,-1.2%,29,-4.4%
CAR,11-4,3,26.3%,3,26.6%,7,10.7%,11,8.0%,3,-14.5%,3,-16.8%,13,1.1%,12,1.8%
NO,10-5,4,19.7%,7,19.1%,5,13.7%,5,14.0%,8,-8.6%,9,-8.0%,24,-2.5%,23,-3.0%
NE,11-4,5,17.5%,5,21.3%,4,16.7%,4,24.5%,20,4.7%,23,8.8%,4,5.5%,5,5.5%
KC,11-4,6,16.9%,8,18.8%,14,4.4%,9,8.5%,12,-4.6%,14,-0.5%,1,8.0%,1,9.8%
SF,11-4,7,16.6%,6,20.0%,10,8.8%,10,8.2%,13,-4.3%,12,-5.9%,7,3.5%,4,5.9%
CIN,10-5,8,14.2%,10,16.9%,17,1.6%,14,3.5%,5,-11.4%,6,-12.8%,12,1.2%,18,0.6%
ARI,10-5,9,13.8%,9,18.5%,20,-3.0%,19,-0.1%,2,-19.4%,2,-21.4%,25,-2.6%,22,-2.8%
PHI,9-6,10,12.7%,4,22.0%,3,23.7%,2,27.4%,23,7.5%,17,2.2%,26,-3.5%,27,-3.2%
STL,7-8,11,6.8%,11,14.6%,23,-7.8%,22,-5.5%,7,-8.9%,5,-13.0%,3,5.8%,3,7.1%
DET,7-8,12,4.5%,13,5.3%,18,-0.2%,21,-3.3%,11,-4.9%,11,-7.0%,18,-0.2%,14,1.6%
IND,10-5,13,3.6%,16,-2.0%,12,5.8%,18,0.7%,17,1.8%,16,1.5%,19,-0.4%,20,-1.3%
SD,8-7,14,3.3%,12,8.8%,2,23.8%,3,24.8%,32,21.3%,32,18.1%,15,0.9%,10,2.1%
CHI,8-7,15,3.3%,18,-3.7%,6,12.6%,6,11.4%,27,11.0%,30,16.7%,11,1.8%,13,1.7%
DAL,8-7,16,0.2%,22,-6.7%,11,8.6%,12,7.5%,29,12.1%,31,17.4%,6,3.7%,9,3.2%
PIT,7-8,17,-1.9%,14,3.9%,13,5.0%,7,10.1%,22,7.4%,22,7.4%,16,0.6%,16,1.2%
TB,4-11,18,-2.7%,15,-1.1%,24,-9.5%,23,-7.1%,6,-9.2%,8,-9.2%,23,-2.3%,25,-3.2%
MIA,8-7,19,-4.1%,17,-2.6%,19,-0.8%,17,0.9%,16,1.1%,15,0.6%,22,-2.3%,24,-3.0%
BUF,6-9,20,-4.5%,21,-6.6%,25,-12.5%,27,-15.3%,4,-13.9%,4,-15.8%,29,-6.0%,30,-7.1%
GB,7-7-1,21,-4.8%,24,-10.4%,9,9.9%,15,2.1%,31,15.0%,29,13.9%,17,0.3%,15,1.4%
TEN,6-9,22,-6.6%,20,-6.0%,16,2.1%,13,4.9%,19,4.1%,21,7.2%,27,-4.6%,28,-3.7%
ATL,4-11,23,-7.7%,25,-12.3%,15,4.0%,16,1.6%,28,11.2%,27,13.5%,20,-0.5%,19,-0.4%
BAL,8-7,24,-8.3%,19,-4.0%,31,-21.9%,31,-23.5%,9,-7.1%,7,-9.9%,2,6.5%,2,9.7%
MIN,4-10-1,25,-11.4%,23,-10.1%,21,-4.8%,20,-2.5%,25,10.0%,26,11.2%,8,3.4%,7,3.6%
NYJ,7-8,26,-12.8%,26,-14.1%,28,-18.2%,26,-13.8%,14,-2.6%,18,2.3%,9,2.8%,11,2.0%
NYG,6-9,27,-18.9%,27,-15.7%,30,-20.0%,29,-20.9%,10,-6.8%,10,-7.4%,28,-5.7%,21,-2.2%
CLE,4-11,28,-23.3%,28,-25.1%,26,-13.5%,25,-12.2%,26,10.8%,28,13.7%,14,1.0%,17,0.8%
WAS,3-12,29,-26.3%,29,-25.1%,22,-6.6%,24,-9.0%,21,6.6%,19,3.3%,32,-13.1%,32,-12.8%
HOU,2-13,30,-27.7%,31,-34.3%,29,-19.8%,32,-24.4%,18,1.8%,20,6.7%,30,-6.1%,26,-3.2%
OAK,4-11,31,-33.6%,32,-34.7%,27,-17.1%,28,-17.7%,24,9.7%,24,9.9%,31,-6.8%,31,-7.1%
JAX,4-11,32,-41.3%,30,-28.5%,32,-29.9%,30,-20.9%,30,13.4%,25,11.0%,10,2.0%,8,3.4%
