Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,9-1,1,36.8%,2,33.9%,1,36.2%,1,32.5%,18,2.3%,16,0.1%,9,2.8%,13,1.5%
SEA,10-1,2,35.1%,1,34.4%,7,11.7%,7,12.1%,2,-17.5%,3,-16.2%,2,5.9%,2,6.1%
NO,8-2,3,28.1%,3,28.3%,3,20.3%,2,21.6%,5,-10.3%,6,-9.7%,23,-2.5%,24,-3.0%
CAR,7-3,4,25.0%,4,25.3%,8,10.5%,10,9.5%,4,-14.2%,4,-15.0%,15,0.4%,16,0.8%
CHI,6-4,5,16.5%,5,17.7%,6,11.9%,6,13.5%,13,-1.9%,14,-0.8%,10,2.7%,8,3.3%
NE,7-3,6,15.8%,6,17.4%,11,8.8%,8,11.3%,15,-1.2%,15,-0.3%,3,5.7%,3,5.9%
CIN,7-4,7,13.0%,7,14.8%,20,-5.0%,20,-4.8%,3,-15.2%,2,-16.4%,8,2.8%,9,3.3%
SF,6-4,8,11.0%,8,13.1%,13,4.1%,13,4.9%,11,-6.0%,11,-6.4%,14,1.0%,11,1.9%
DAL,5-5,9,9.9%,9,9.9%,12,8.0%,12,7.0%,22,4.1%,22,4.2%,1,6.1%,1,7.1%
KC,9-1,10,9.4%,12,6.7%,18,-2.5%,19,-3.5%,8,-7.5%,12,-6.0%,5,4.4%,6,4.2%
ARI,6-4,11,7.2%,10,9.4%,24,-10.4%,24,-9.9%,1,-20.0%,1,-21.5%,22,-2.4%,23,-2.3%
PHI,6-5,12,5.6%,11,8.8%,5,18.4%,4,18.4%,28,10.6%,26,8.9%,21,-2.2%,19,-0.7%
DET,6-4,13,4.9%,13,4.7%,10,9.9%,9,10.4%,19,2.5%,20,3.4%,24,-2.6%,22,-2.2%
GB,5-5,14,3.2%,15,1.3%,4,20.1%,5,17.9%,30,14.2%,30,13.3%,25,-2.7%,25,-3.3%
IND,7-3,15,1.7%,16,-1.2%,9,10.4%,11,8.4%,25,8.7%,27,9.6%,17,0.0%,17,0.0%
STL,4-6,16,-1.6%,14,3.1%,25,-11.6%,25,-10.6%,12,-5.2%,8,-8.7%,4,4.9%,4,5.0%
SD,4-6,17,-2.9%,18,-3.5%,2,22.2%,3,20.9%,32,24.6%,32,24.2%,18,-0.5%,18,-0.1%
TB,2-8,18,-3.4%,17,-3.3%,19,-3.9%,18,-1.0%,14,-1.4%,17,1.6%,19,-0.8%,20,-0.8%
BUF,4-7,19,-4.4%,20,-6.2%,22,-7.5%,23,-8.8%,7,-8.7%,7,-8.8%,27,-5.5%,27,-6.3%
PIT,4-6,20,-6.8%,19,-5.5%,15,1.9%,14,3.1%,27,9.7%,28,10.1%,13,1.0%,12,1.6%
MIA,5-5,21,-7.9%,21,-7.4%,21,-5.1%,21,-5.2%,17,-0.5%,13,-2.3%,26,-3.2%,26,-4.4%
ATL,2-8,22,-9.2%,26,-13.0%,14,3.8%,16,0.7%,29,11.2%,29,11.7%,20,-1.9%,21,-2.1%
TEN,4-6,23,-10.4%,22,-10.3%,16,0.1%,15,1.6%,20,2.8%,21,3.9%,28,-7.7%,28,-8.1%
BAL,4-6,24,-10.9%,23,-10.4%,29,-19.5%,29,-19.7%,9,-7.4%,9,-8.3%,12,1.2%,14,1.1%
MIN,2-8,25,-11.9%,25,-12.4%,23,-8.4%,22,-8.2%,24,7.2%,25,8.3%,7,3.7%,7,4.0%
NYJ,5-5,26,-13.1%,27,-14.8%,31,-26.7%,31,-26.8%,6,-9.3%,10,-7.5%,6,4.3%,5,4.4%
NYG,4-6,27,-17.1%,24,-12.4%,27,-13.7%,26,-12.6%,10,-7.3%,5,-10.1%,31,-10.7%,31,-9.8%
CLE,4-6,28,-18.1%,28,-17.8%,28,-14.9%,28,-14.2%,21,3.6%,23,4.4%,16,0.4%,15,0.9%
HOU,2-8,29,-23.0%,30,-25.4%,26,-13.6%,27,-13.7%,16,-0.5%,18,2.3%,30,-10.0%,30,-9.4%
WAS,3-7,30,-23.8%,29,-22.6%,17,-0.5%,17,-0.5%,26,9.6%,24,8.2%,32,-13.7%,32,-13.9%
OAK,4-6,31,-33.9%,31,-33.0%,30,-21.2%,30,-22.1%,23,4.9%,19,2.6%,29,-7.9%,29,-8.3%
JAX,1-9,32,-60.4%,32,-56.2%,32,-42.2%,32,-38.7%,31,20.2%,31,20.4%,11,2.0%,10,3.0%
