Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,11-2,1,38.3%,1,39.3%,6,13.5%,7,14.9%,2,-20.0%,2,-19.1%,5,4.9%,6,5.4%
DEN,11-2,2,32.2%,2,29.8%,1,32.8%,1,29.9%,16,-0.4%,13,-3.3%,18,-0.9%,23,-3.5%
NO,10-3,3,25.9%,3,27.2%,4,18.0%,4,19.6%,7,-10.0%,7,-10.3%,23,-2.1%,22,-2.6%
CAR,9-4,4,25.2%,4,25.6%,8,9.7%,10,8.7%,3,-15.0%,3,-16.0%,12,0.5%,13,0.9%
NE,10-3,5,16.5%,5,19.7%,7,13.2%,5,18.8%,18,2.8%,19,5.3%,3,6.1%,4,6.3%
KC,10-3,6,16.3%,8,16.5%,15,2.1%,11,4.5%,12,-5.1%,15,-1.4%,1,9.1%,1,10.5%
CIN,9-4,7,15.9%,6,18.2%,17,-0.4%,17,-0.1%,4,-11.7%,5,-12.6%,6,4.6%,5,5.7%
SF,9-4,8,14.7%,7,17.4%,14,4.7%,13,4.2%,8,-7.7%,8,-9.7%,10,2.3%,8,3.5%
ARI,8-5,9,13.0%,9,15.3%,20,-4.5%,20,-3.2%,1,-21.7%,1,-23.7%,25,-4.1%,28,-5.2%
CHI,7-6,10,11.4%,11,8.7%,5,15.6%,6,15.9%,20,4.7%,22,7.0%,13,0.5%,15,-0.2%
PHI,8-5,11,7.0%,10,11.6%,3,19.2%,3,20.7%,25,7.9%,18,5.3%,26,-4.3%,25,-3.9%
DET,7-6,12,6.1%,12,7.8%,16,1.6%,18,-0.3%,13,-4.6%,12,-7.1%,16,-0.1%,12,1.0%
DAL,7-6,13,2.7%,18,-2.2%,9,9.4%,8,9.4%,29,10.2%,30,14.6%,8,3.5%,10,3.0%
STL,5-8,14,2.3%,13,7.4%,23,-8.5%,24,-7.3%,11,-5.2%,10,-8.1%,4,5.6%,3,6.6%
TB,4-9,15,-0.4%,14,2.3%,24,-9.4%,22,-6.5%,6,-10.1%,6,-10.3%,19,-1.2%,18,-1.5%
SD,6-7,16,-0.4%,15,1.2%,2,23.6%,2,24.3%,32,24.1%,32,23.7%,15,0.0%,14,0.6%
IND,8-5,17,-1.4%,21,-9.0%,11,7.8%,12,4.3%,24,7.9%,28,10.8%,20,-1.2%,21,-2.5%
MIA,7-6,18,-3.2%,17,-1.2%,18,-1.2%,16,0.2%,15,-1.3%,14,-2.9%,24,-3.3%,26,-4.4%
PIT,5-8,19,-3.7%,16,-1.0%,12,5.9%,9,8.9%,26,8.9%,26,9.1%,17,-0.7%,17,-0.7%
ATL,3-10,20,-6.2%,22,-10.0%,13,4.8%,15,2.1%,28,9.4%,27,10.5%,21,-1.7%,20,-1.7%
BUF,4-9,21,-8.0%,23,-10.2%,25,-13.7%,28,-16.4%,5,-11.6%,4,-12.9%,28,-5.9%,30,-6.8%
GB,6-6-1,22,-8.6%,26,-15.2%,10,8.4%,14,2.2%,31,15.3%,31,15.8%,22,-1.7%,19,-1.6%
BAL,7-6,23,-9.1%,19,-6.8%,30,-22.2%,30,-23.5%,9,-7.0%,9,-8.6%,2,6.2%,2,8.2%
TEN,5-8,24,-9.3%,20,-7.6%,19,-3.9%,19,-2.2%,17,0.5%,17,1.6%,27,-4.9%,24,-3.8%
MIN,3-9-1,25,-12.1%,25,-11.5%,22,-8.2%,21,-6.4%,21,6.5%,23,7.6%,9,2.5%,11,2.5%
NYG,5-8,26,-16.8%,24,-11.5%,28,-15.2%,25,-13.7%,10,-5.4%,11,-7.4%,30,-7.1%,29,-5.2%
NYJ,6-7,27,-16.8%,27,-21.4%,31,-25.4%,31,-26.1%,14,-4.4%,16,-0.4%,7,4.2%,7,4.3%
CLE,4-9,28,-21.8%,28,-22.5%,27,-14.6%,27,-13.8%,23,7.6%,25,8.3%,14,0.4%,16,-0.4%
HOU,2-11,29,-23.9%,29,-25.5%,26,-13.9%,26,-13.7%,19,2.9%,21,6.7%,29,-7.1%,27,-5.1%
WAS,3-10,30,-29.2%,30,-28.8%,21,-5.1%,23,-6.8%,27,9.3%,24,7.6%,32,-14.9%,32,-14.4%
OAK,4-9,31,-31.2%,31,-31.2%,29,-17.4%,29,-17.0%,22,6.7%,20,6.3%,31,-7.1%,31,-7.9%
JAX,4-9,32,-45.7%,32,-38.3%,32,-34.4%,32,-29.2%,30,13.0%,29,12.1%,11,1.7%,9,3.0%
