Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,7-1,1,40.6%,1,38.4%,1,36.3%,1,34.4%,18,0.6%,18,0.4%,5,4.9%,7,4.4%
SEA,8-1,2,29.0%,3,26.8%,12,7.1%,12,6.6%,2,-17.7%,2,-16.2%,6,4.3%,8,3.9%
CAR,5-3,3,24.9%,2,27.0%,10,10.5%,10,10.2%,3,-13.4%,3,-15.3%,14,1.0%,13,1.5%
CHI,5-3,4,23.0%,4,23.7%,5,17.1%,4,18.1%,12,-3.7%,11,-3.4%,11,2.2%,11,2.3%
NO,6-2,5,18.8%,5,19.2%,6,15.1%,6,16.8%,8,-5.3%,10,-4.1%,20,-1.6%,19,-1.6%
IND,6-2,6,18.0%,6,19.0%,4,17.5%,5,16.9%,22,3.4%,20,2.3%,7,3.9%,6,4.5%
DAL,5-4,7,15.7%,8,17.9%,11,8.2%,11,9.4%,15,-1.7%,14,-2.4%,1,5.8%,1,6.1%
SF,6-2,8,15.6%,7,18.4%,7,14.2%,7,16.2%,16,-1.6%,16,-1.7%,15,-0.2%,15,0.5%
CIN,6-3,9,14.3%,9,15.4%,15,1.7%,15,2.2%,6,-10.1%,4,-10.8%,10,2.4%,10,2.5%
GB,5-3,10,12.6%,10,11.8%,2,24.3%,3,22.0%,27,8.8%,27,6.9%,25,-3.0%,24,-3.2%
KC,9-0,11,12.5%,12,11.0%,18,-3.1%,19,-3.9%,4,-10.4%,5,-9.3%,3,5.2%,2,5.5%
NE,7-2,12,10.9%,11,11.6%,14,2.0%,14,3.1%,13,-3.6%,12,-3.1%,2,5.4%,3,5.5%
DET,5-3,13,8.7%,13,8.9%,9,12.8%,9,13.1%,19,1.4%,19,2.3%,24,-2.7%,22,-1.9%
ARI,4-4,14,5.5%,14,7.8%,27,-15.4%,27,-15.7%,1,-21.5%,1,-23.5%,16,-0.6%,16,0.0%
ATL,2-6,15,-1.0%,15,-2.5%,13,6.7%,13,5.8%,26,6.6%,26,6.6%,19,-1.1%,20,-1.6%
SD,4-4,16,-3.2%,16,-3.3%,3,22.9%,2,22.5%,32,24.4%,32,24.1%,21,-1.7%,21,-1.7%
MIA,4-4,17,-4.9%,18,-6.8%,20,-4.8%,20,-5.5%,14,-2.4%,15,-2.3%,23,-2.6%,25,-3.6%
PHI,4-5,18,-5.7%,17,-5.9%,8,14.1%,8,13.4%,30,16.0%,30,15.3%,26,-3.9%,26,-4.1%
BUF,3-6,19,-7.0%,22,-10.1%,22,-8.6%,24,-10.1%,7,-6.0%,8,-5.0%,27,-4.4%,28,-5.0%
NYJ,5-4,20,-7.6%,19,-6.8%,31,-23.0%,30,-21.3%,5,-10.4%,6,-9.3%,4,5.0%,4,5.2%
MIN,1-7,21,-8.5%,20,-8.2%,21,-8.2%,22,-8.0%,23,3.8%,23,4.1%,9,3.5%,9,3.9%
STL,3-6,22,-9.9%,24,-10.3%,25,-11.7%,25,-12.6%,17,-0.5%,17,-1.5%,12,1.4%,14,0.8%
BAL,3-5,23,-11.8%,23,-10.1%,29,-17.1%,29,-17.3%,10,-4.2%,7,-5.3%,13,1.1%,12,1.9%
CLE,4-5,24,-11.9%,21,-9.6%,24,-11.0%,23,-9.3%,24,4.7%,24,5.1%,8,3.8%,5,4.9%
TB,0-8,25,-13.1%,25,-14.6%,23,-9.1%,21,-7.1%,21,2.1%,25,5.1%,22,-1.9%,23,-2.4%
TEN,4-4,26,-14.9%,26,-16.0%,19,-4.3%,18,-3.1%,20,1.8%,21,3.1%,29,-8.7%,29,-9.7%
PIT,2-6,27,-16.1%,27,-16.0%,17,-1.4%,17,-0.1%,29,13.7%,29,14.9%,18,-1.0%,18,-1.1%
WAS,3-5,28,-20.8%,28,-18.9%,16,0.4%,16,0.3%,25,5.9%,22,3.2%,32,-15.3%,32,-15.9%
HOU,2-6,29,-22.3%,30,-25.0%,26,-12.6%,26,-13.1%,9,-4.5%,13,-2.6%,31,-14.3%,31,-14.6%
NYG,2-6,30,-24.8%,29,-24.1%,28,-16.5%,28,-16.5%,11,-4.0%,9,-4.2%,30,-12.3%,30,-11.8%
OAK,3-5,31,-38.3%,31,-38.8%,30,-22.6%,31,-24.3%,28,10.8%,28,10.2%,28,-4.9%,27,-4.4%
JAX,0-8,32,-68.7%,32,-65.8%,32,-45.7%,32,-42.8%,31,22.0%,31,22.4%,17,-1.0%,17,-0.7%
