Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,8-1,1,36.7%,1,34.1%,1,36.2%,1,33.0%,20,3.5%,19,2.0%,8,4.0%,9,3.1%
SEA,9-1,2,33.3%,2,31.0%,8,11.0%,9,10.2%,3,-17.2%,3,-15.7%,4,5.1%,5,5.1%
CAR,6-3,3,28.0%,3,30.1%,10,7.8%,11,7.1%,2,-19.6%,2,-22.0%,14,0.6%,15,1.0%
NO,7-2,4,25.3%,4,26.3%,2,22.0%,2,24.5%,8,-6.5%,10,-5.5%,22,-3.2%,23,-3.7%
CHI,5-4,5,18.4%,5,19.0%,6,14.3%,6,15.5%,15,-1.4%,15,-0.7%,10,2.7%,10,2.8%
SF,6-3,6,13.5%,6,17.2%,9,9.1%,8,11.3%,12,-4.2%,12,-4.7%,16,0.2%,12,1.2%
NE,7-2,7,11.7%,7,12.9%,14,2.4%,13,4.3%,13,-3.9%,13,-3.1%,2,5.4%,3,5.5%
KC,9-0,8,10.8%,12,8.8%,17,-2.9%,20,-3.8%,7,-8.5%,8,-7.1%,3,5.2%,2,5.6%
DET,6-3,9,10.8%,9,11.8%,7,13.3%,7,13.7%,17,-0.8%,16,-0.6%,23,-3.3%,22,-2.5%
CIN,6-4,10,10.1%,10,10.5%,18,-3.0%,17,-2.7%,4,-11.5%,4,-11.5%,11,1.6%,11,1.7%
ARI,5-4,11,9.7%,8,12.1%,27,-11.5%,27,-12.0%,1,-22.2%,1,-24.5%,19,-1.0%,18,-0.4%
DAL,5-5,12,9.5%,11,9.9%,11,7.7%,10,7.3%,21,4.3%,21,4.4%,1,6.1%,1,7.0%
GB,5-4,13,3.4%,14,1.5%,4,20.5%,4,17.9%,30,13.1%,29,11.9%,26,-4.0%,27,-4.6%
IND,6-3,14,0.6%,16,-1.7%,13,6.4%,14,3.4%,22,5.3%,22,4.5%,18,-0.5%,19,-0.5%
STL,4-6,15,0.1%,13,2.6%,26,-10.6%,25,-10.6%,9,-5.9%,7,-8.3%,6,4.9%,7,4.9%
PHI,5-5,16,-0.2%,15,0.4%,5,16.1%,5,16.0%,29,12.6%,28,11.7%,25,-3.7%,24,-3.8%
ATL,2-7,17,-3.2%,19,-5.9%,12,6.7%,12,4.6%,26,8.9%,27,9.5%,20,-1.0%,20,-1.0%
MIN,2-7,18,-5.2%,17,-4.4%,19,-4.2%,18,-3.0%,23,5.4%,24,6.4%,7,4.4%,6,5.1%
SD,4-5,19,-5.4%,18,-5.8%,3,21.7%,3,20.7%,32,25.5%,32,25.2%,21,-1.6%,21,-1.4%
MIA,4-5,20,-6.8%,20,-7.5%,20,-4.5%,21,-5.0%,16,-1.0%,14,-2.1%,24,-3.3%,26,-4.6%
NYJ,5-4,21,-6.9%,21,-7.8%,30,-22.4%,29,-21.9%,5,-10.5%,6,-8.8%,5,5.0%,4,5.3%
TB,1-8,22,-7.1%,22,-8.3%,22,-7.1%,22,-5.0%,19,-0.1%,20,3.3%,17,-0.1%,17,-0.1%
BUF,3-7,23,-10.5%,27,-13.5%,24,-9.8%,26,-12.0%,10,-5.5%,11,-5.4%,28,-6.2%,28,-6.9%
BAL,4-5,24,-10.9%,24,-10.8%,29,-20.8%,30,-22.2%,6,-9.0%,5,-10.4%,13,0.9%,13,1.0%
PIT,3-6,25,-11.6%,25,-11.4%,16,-0.3%,15,1.0%,28,12.3%,30,13.4%,12,0.9%,16,1.0%
TEN,4-5,26,-12.4%,26,-11.9%,21,-5.0%,19,-3.7%,18,-0.6%,18,0.0%,29,-8.0%,29,-8.3%
CLE,4-5,27,-12.7%,23,-9.7%,25,-9.9%,23,-7.2%,24,6.6%,25,7.3%,9,3.8%,8,4.8%
HOU,2-7,28,-20.7%,29,-21.9%,23,-9.5%,24,-8.9%,14,-2.3%,17,-0.5%,31,-13.5%,31,-13.5%
NYG,3-6,29,-21.6%,28,-18.7%,28,-14.7%,28,-13.6%,11,-5.4%,9,-6.9%,30,-12.3%,30,-12.0%
WAS,3-6,30,-23.6%,30,-22.0%,15,0.3%,16,0.1%,25,8.8%,23,6.0%,32,-15.1%,32,-16.1%
OAK,3-6,31,-38.5%,31,-38.5%,31,-23.8%,31,-26.2%,27,10.0%,26,8.0%,27,-4.7%,25,-4.4%
JAX,1-8,32,-65.1%,32,-61.5%,32,-45.2%,32,-42.5%,31,20.3%,31,20.0%,15,0.4%,14,1.0%
