Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,2-0,1,-35.3%,1,-35.3%,6,-31.5%,3,-41.3%
TEN,1-1,2,-32.0%,2,-32.0%,1,-54.1%,16,-9.0%
BAL,1-1,3,-27.0%,3,-27.0%,3,-37.4%,14,-15.1%
TB,2-0,4,-25.0%,4,-25.0%,8,-25.1%,9,-24.8%
MIA,2-0,5,-23.0%,5,-23.0%,4,-36.2%,19,-6.8%
SD,1-1,6,-20.1%,6,-20.1%,7,-30.1%,17,-8.7%
ATL,1-1,7,-19.4%,7,-19.4%,2,-41.4%,26,10.0%
CHI,2-0,8,-15.8%,8,-15.8%,13,-1.3%,6,-40.0%
CLE,0-2,9,-13.9%,9,-13.9%,10,-3.6%,11,-23.6%
NYJ,1-1,10,-13.5%,10,-13.5%,17,8.3%,2,-42.7%
SEA,1-1,11,-11.8%,11,-11.8%,19,15.5%,1,-43.5%
GB,2-0,12,-10.5%,12,-10.5%,5,-32.1%,28,15.0%
STL,0-2,13,-9.0%,13,-9.0%,14,-0.7%,12,-19.8%
NYG,1-1,14,-7.4%,14,-7.4%,16,2.5%,13,-17.9%
KC,2-0,15,-5.0%,15,-5.0%,20,15.7%,7,-31.1%
CAR,0-2,16,3.2%,16,3.2%,31,53.3%,5,-40.8%
MIN,0-2,17,3.8%,17,3.8%,21,19.1%,15,-11.2%
CIN,1-1,18,4.4%,18,4.4%,11,-3.5%,29,16.4%
DAL,0-2,19,7.0%,19,7.0%,25,26.4%,8,-25.3%
NO,2-0,20,8.0%,20,8.0%,12,-1.4%,30,19.3%
ARI,1-1,21,8.7%,21,8.7%,15,0.0%,31,21.0%
SF,0-2,22,8.7%,22,8.7%,28,47.1%,4,-40.8%
PHI,1-1,23,9.1%,23,9.1%,18,10.7%,24,6.8%
DET,0-2,24,9.7%,24,9.7%,23,22.8%,18,-8.3%
OAK,1-1,25,10.6%,25,10.6%,22,20.2%,23,3.2%
IND,1-1,26,17.1%,26,17.1%,9,-12.7%,32,37.3%
DEN,1-1,27,18.8%,27,18.8%,24,25.3%,27,12.2%
BUF,0-2,28,22.0%,28,22.0%,27,46.9%,20,-2.9%
NE,1-1,29,27.7%,29,27.7%,26,46.6%,21,-2.5%
JAX,1-1,30,27.8%,30,27.8%,32,54.2%,22,-1.3%
HOU,2-0,31,32.6%,31,32.6%,30,51.7%,10,-24.3%
WAS,1-1,32,32.9%,32,32.9%,29,48.3%,25,7.2%
