Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,12-4,1,-19.8%,1,-18.0%,2,-13.7%,1,-30.8%
GB,10-6,2,-14.0%,2,-15.9%,1,-15.4%,12,-12.1%
CHI,11-5,3,-10.8%,4,-11.1%,4,-6.1%,5,-18.3%
NYG,10-6,4,-10.3%,7,-7.9%,3,-10.8%,16,-9.6%
BAL,12-4,5,-10.2%,3,-11.8%,6,-5.1%,6,-17.9%
NYJ,11-5,6,-9.7%,5,-9.7%,10,1.9%,2,-25.5%
SD,9-7,7,-9.3%,8,-6.3%,5,-5.6%,10,-13.9%
NO,11-5,8,-7.8%,6,-9.2%,8,-2.2%,9,-14.4%
ATL,13-3,9,-5.8%,10,-4.5%,7,-2.7%,15,-10.8%
TEN,6-10,10,-4.9%,19,1.2%,17,5.9%,4,-19.5%
MIN,6-10,11,-4.4%,13,-3.9%,14,3.5%,8,-15.4%
MIA,7-9,12,-4.3%,9,-4.9%,23,10.4%,3,-20.8%
PHI,10-6,13,-1.7%,16,0.4%,18,6.1%,11,-12.6%
OAK,8-8,14,-1.6%,11,-4.5%,20,7.5%,14,-10.8%
STL,7-9,15,-1.6%,14,-1.5%,9,1.5%,17,-6.2%
DET,6-10,16,-0.2%,15,-0.7%,13,2.9%,18,-4.3%
SF,6-10,17,0.0%,17,0.6%,24,12.5%,7,-16.5%
CAR,2-14,18,0.5%,22,3.9%,11,1.9%,26,-1.0%
ARI,5-11,19,1.8%,18,0.8%,12,2.2%,30,1.4%
CLE,5-11,20,2.7%,24,6.2%,21,7.6%,23,-2.5%
CIN,4-12,21,2.8%,27,7.6%,16,5.6%,27,-0.7%
KC,10-6,22,3.0%,26,7.6%,19,6.3%,25,-1.7%
NE,14-2,23,3.2%,12,-4.1%,22,8.0%,20,-3.9%
DAL,6-10,24,4.2%,20,1.3%,26,14.7%,13,-11.0%
TB,10-6,25,4.8%,23,4.8%,15,5.5%,32,3.9%
IND,10-6,26,5.8%,28,8.2%,25,14.3%,19,-4.0%
WAS,6-10,27,7.2%,25,6.2%,27,15.1%,21,-3.5%
BUF,4-12,28,7.8%,21,2.3%,28,15.5%,29,1.1%
SEA,7-9,29,12.9%,32,17.7%,29,24.2%,24,-2.4%
HOU,6-10,30,16.3%,29,11.8%,30,31.9%,22,-3.5%
DEN,4-12,31,18.8%,30,17.3%,32,36.2%,31,2.9%
JAX,8-8,32,18.8%,31,17.6%,31,34.3%,28,0.0%
