Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,3-0,1,-31.1%,1,-31.1%,2,-29.4%,4,-34.2%
TEN,2-1,2,-21.4%,2,-21.4%,1,-32.2%,16,-7.3%
SD,1-2,3,-18.9%,3,-18.9%,5,-20.1%,9,-17.4%
KC,3-0,4,-17.2%,4,-17.2%,11,-7.2%,6,-31.9%
ATL,2-1,5,-13.3%,5,-13.3%,7,-12.8%,13,-14.2%
GB,2-1,6,-13.2%,6,-13.2%,4,-20.5%,21,-3.1%
BAL,2-1,7,-12.0%,7,-12.0%,3,-22.2%,25,-1.5%
TB,2-1,8,-10.6%,8,-10.6%,6,-17.0%,19,-4.2%
MIN,1-2,9,-9.9%,9,-9.9%,14,-1.6%,8,-20.6%
STL,1-2,10,-8.2%,10,-8.2%,13,-2.0%,11,-16.9%
CIN,2-1,11,-6.8%,11,-6.8%,9,-12.6%,28,2.3%
CAR,0-3,12,-6.7%,12,-6.7%,25,21.8%,5,-33.0%
PHI,2-1,13,-6.4%,13,-6.4%,8,-12.7%,27,2.0%
MIA,2-1,14,-4.9%,14,-4.9%,12,-6.7%,22,-2.9%
NYG,1-2,15,-4.4%,15,-4.4%,18,9.9%,12,-16.0%
CHI,3-0,16,-4.2%,16,-4.2%,21,14.4%,1,-41.9%
SEA,2-1,17,-3.5%,17,-3.5%,23,21.3%,3,-38.7%
ARI,2-1,18,-2.7%,18,-2.7%,10,-8.7%,30,5.5%
NYJ,2-1,19,-2.4%,19,-2.4%,24,21.4%,2,-38.8%
DAL,1-2,20,-2.3%,20,-2.3%,20,13.7%,7,-26.6%
OAK,1-2,21,-0.8%,21,-0.8%,15,1.3%,23,-2.6%
DET,0-3,22,1.3%,22,1.3%,17,5.4%,17,-4.4%
CLE,0-3,23,1.9%,23,1.9%,22,20.2%,10,-17.3%
NO,2-1,24,6.7%,24,6.7%,19,11.0%,29,2.7%
IND,2-1,25,9.1%,25,9.1%,16,3.9%,32,14.7%
WAS,1-2,26,17.0%,26,17.0%,26,31.6%,20,-3.2%
SF,0-3,27,17.6%,27,17.6%,29,48.1%,14,-13.5%
DEN,1-2,28,19.3%,28,19.3%,27,38.1%,18,-4.3%
NE,2-1,29,23.2%,29,23.2%,28,38.4%,26,-0.3%
JAX,1-2,30,27.6%,30,27.6%,30,52.0%,24,-2.6%
HOU,2-1,31,31.9%,31,31.9%,31,52.4%,15,-11.8%
BUF,0-3,32,32.9%,32,32.9%,32,55.2%,31,13.0%
