Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SD,2-2,1,-27.2%,1,-27.2%,1,-32.8%,9,-19.2%
NYG,2-2,2,-22.9%,2,-22.9%,2,-31.1%,15,-15.1%
PIT,3-1,3,-22.5%,3,-22.5%,4,-17.2%,4,-31.2%
TEN,2-2,4,-19.4%,4,-19.4%,5,-14.9%,6,-26.7%
KC,3-0,5,-17.9%,5,-17.9%,10,-7.4%,3,-33.5%
ATL,3-1,6,-13.7%,6,-13.7%,7,-11.3%,12,-17.3%
BAL,3-1,7,-12.5%,7,-12.5%,3,-21.5%,21,-3.8%
STL,2-2,8,-12.4%,8,-12.4%,12,-5.1%,8,-22.8%
MIN,1-2,9,-9.3%,9,-9.3%,13,-2.1%,10,-18.7%
TB,2-1,10,-7.7%,10,-7.7%,8,-11.2%,20,-4.1%
GB,3-1,11,-6.5%,11,-6.5%,11,-6.0%,18,-7.4%
CIN,2-2,12,-6.0%,12,-6.0%,9,-10.4%,23,-0.4%
SEA,2-2,13,-5.5%,13,-5.5%,18,13.2%,2,-34.3%
PHI,2-2,14,-4.2%,14,-4.2%,6,-11.8%,27,4.8%
DAL,1-2,15,-3.8%,15,-3.8%,16,11.7%,5,-27.5%
CAR,0-4,16,-3.6%,16,-3.6%,21,15.4%,7,-24.2%
CHI,3-1,17,-3.5%,17,-3.5%,14,4.3%,14,-16.3%
NYJ,3-1,18,-3.5%,18,-3.5%,22,17.1%,1,-38.7%
SF,0-4,19,2.1%,19,2.1%,24,20.0%,11,-17.7%
MIA,2-2,20,2.7%,20,2.7%,15,4.3%,26,1.1%
DET,0-4,21,7.3%,21,7.3%,20,14.5%,22,-2.1%
CLE,1-3,22,8.0%,22,8.0%,28,27.4%,13,-16.3%
ARI,2-2,23,8.9%,23,8.9%,17,12.0%,29,5.3%
NO,3-1,24,9.0%,24,9.0%,23,17.8%,25,0.6%
WAS,2-2,25,10.6%,25,10.6%,27,26.0%,16,-11.8%
IND,2-2,26,12.8%,26,12.8%,19,13.8%,31,11.8%
NE,3-1,27,14.3%,27,14.3%,26,22.8%,24,0.1%
OAK,1-3,28,15.2%,28,15.2%,25,22.0%,30,9.4%
DEN,2-2,29,15.7%,29,15.7%,30,35.9%,17,-11.0%
HOU,3-1,30,19.8%,30,19.8%,29,33.3%,19,-5.9%
JAX,2-2,31,24.0%,31,24.0%,31,36.7%,28,5.2%
BUF,0-4,32,28.5%,32,28.5%,32,43.6%,32,16.5%
