Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,11-4,1,-18.0%,1,-15.1%,3,-11.6%,1,-29.3%
GB,9-6,2,-13.0%,2,-14.2%,1,-12.8%,11,-13.4%
NYG,9-6,3,-10.8%,7,-6.9%,2,-11.8%,15,-9.3%
BAL,11-4,4,-10.4%,3,-11.6%,5,-5.9%,5,-17.5%
SD,8-7,5,-10.2%,6,-8.1%,4,-7.1%,10,-14.1%
CHI,11-4,6,-9.7%,5,-9.0%,6,-5.0%,6,-17.1%
NO,11-4,7,-7.8%,4,-9.0%,8,-1.9%,9,-14.6%
ATL,12-3,8,-6.2%,9,-5.1%,7,-3.4%,13,-10.7%
TEN,6-9,9,-5.7%,15,-0.2%,15,4.8%,3,-19.6%
MIA,7-8,10,-5.3%,8,-5.7%,17,6.9%,4,-19.5%
NYJ,10-5,11,-4.9%,11,-1.8%,20,8.3%,2,-23.2%
MIN,6-9,12,-4.6%,10,-4.6%,14,4.0%,7,-16.4%
STL,7-8,13,-2.3%,12,-1.6%,10,0.1%,18,-5.9%
PHI,10-5,14,-1.3%,16,0.8%,18,7.0%,12,-12.9%
ARI,5-10,15,0.3%,14,-0.7%,9,-0.3%,29,1.1%
CLE,5-10,16,0.5%,20,3.4%,13,3.3%,19,-2.5%
CAR,2-13,17,1.0%,22,5.0%,11,0.9%,29,1.1%
DET,5-10,18,1.0%,17,1.5%,12,3.1%,23,-1.7%
KC,10-5,19,2.1%,24,6.6%,16,5.1%,20,-2.1%
SF,5-10,20,2.1%,21,4.2%,27,16.6%,8,-16.1%
OAK,7-8,21,2.5%,19,2.0%,25,15.2%,14,-10.0%
NE,13-2,22,4.3%,13,-0.9%,21,8.6%,21,-2.0%
CIN,4-11,23,4.3%,25,8.1%,19,7.3%,28,0.6%
IND,9-6,24,5.4%,23,6.0%,23,12.0%,22,-2.0%
BUF,4-11,25,7.2%,18,1.6%,26,15.4%,27,-0.1%
TB,9-6,26,7.6%,28,9.5%,22,9.6%,32,5.4%
WAS,6-9,27,8.3%,27,9.4%,24,15.1%,26,-0.9%
DAL,5-10,28,8.7%,26,8.1%,28,20.4%,16,-8.5%
SEA,6-9,29,15.3%,32,21.9%,29,28.0%,24,-1.4%
JAX,8-7,30,16.8%,30,15.7%,30,30.9%,25,-1.4%
HOU,5-10,31,17.1%,29,14.4%,31,34.8%,17,-6.4%
DEN,4-11,32,21.1%,31,20.4%,32,41.3%,31,2.8%
