Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,10-4,1,-18.3%,1,-16.7%,4,-10.9%,1,-31.6%
NYG,9-5,2,-16.4%,2,-15.7%,1,-20.2%,15,-10.8%
SD,8-6,3,-14.6%,4,-13.9%,2,-15.9%,11,-13.0%
CHI,10-4,4,-12.9%,5,-13.5%,5,-9.6%,5,-18.3%
GB,8-6,5,-12.7%,3,-14.0%,3,-13.8%,13,-11.3%
BAL,10-4,6,-10.5%,6,-12.0%,6,-5.6%,4,-18.3%
NYJ,10-4,7,-7.6%,9,-6.6%,19,6.1%,2,-26.7%
TEN,6-8,8,-7.6%,12,-2.9%,9,-0.4%,6,-17.4%
MIA,7-7,9,-6.4%,7,-7.0%,18,5.0%,3,-19.7%
NO,10-4,10,-6.3%,8,-6.8%,8,-1.4%,12,-11.9%
MIN,5-9,11,-4.7%,10,-4.1%,17,4.4%,7,-16.5%
ATL,12-2,12,-4.3%,11,-3.5%,10,-0.1%,14,-10.9%
PHI,10-4,13,-3.8%,13,-2.6%,14,3.5%,9,-14.3%
STL,6-8,14,-1.6%,15,-0.6%,11,1.6%,18,-6.5%
CAR,2-12,15,-0.6%,19,2.1%,7,-2.2%,29,1.0%
CLE,5-9,16,-0.4%,17,0.4%,12,2.7%,20,-3.7%
DET,4-10,17,0.1%,16,0.3%,13,3.1%,19,-3.8%
OAK,7-7,18,0.3%,14,-0.9%,25,14.3%,10,-13.9%
SF,5-9,19,0.6%,20,2.3%,23,13.8%,8,-15.7%
ARI,4-10,20,1.3%,18,2.0%,15,3.7%,27,-1.3%
KC,9-5,21,1.5%,24,5.6%,16,4.1%,24,-2.2%
IND,8-6,22,3.8%,22,4.2%,21,8.9%,25,-1.7%
CIN,3-11,23,6.1%,26,9.5%,20,6.9%,31,5.2%
DAL,5-9,24,6.9%,25,6.9%,27,17.8%,17,-9.1%
NE,12-2,25,7.1%,23,5.0%,24,14.1%,22,-2.8%
BUF,4-10,26,8.4%,21,4.2%,28,19.2%,26,-1.5%
TB,8-6,27,9.1%,27,10.2%,22,10.3%,32,7.7%
WAS,5-9,28,10.3%,28,12.4%,26,17.5%,28,0.5%
SEA,6-8,29,12.1%,30,17.3%,29,24.3%,21,-3.7%
HOU,5-9,30,15.2%,29,12.5%,31,33.8%,16,-9.6%
JAX,8-6,31,17.7%,31,17.5%,30,33.3%,23,-2.5%
DEN,3-11,32,20.5%,32,19.8%,32,40.4%,30,2.8%
