Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,8-3,1,-18.3%,2,-16.2%,5,-9.6%,1,-34.4%
SD,6-5,2,-17.1%,1,-16.5%,2,-17.4%,7,-16.8%
NYG,7-4,3,-15.6%,5,-13.9%,1,-19.6%,17,-10.4%
CHI,8-3,4,-14.2%,4,-14.9%,4,-12.7%,6,-16.9%
GB,7-4,5,-14.1%,3,-15.9%,3,-12.9%,9,-15.8%
TEN,5-6,6,-12.0%,6,-9.7%,7,-5.9%,4,-21.0%
NYJ,9-2,7,-9.4%,7,-8.8%,16,5.5%,2,-31.8%
BAL,8-3,8,-7.9%,9,-8.3%,6,-5.9%,16,-10.8%
NO,8-3,9,-7.6%,8,-8.6%,10,-1.1%,11,-15.6%
PHI,7-4,10,-4.9%,10,-5.0%,11,0.1%,15,-12.2%
ATL,9-2,11,-4.2%,14,-2.3%,17,7.7%,3,-23.7%
SF,4-7,12,-3.5%,13,-3.1%,20,8.3%,5,-19.1%
CLE,4-7,13,-2.8%,12,-3.3%,13,2.1%,19,-9.0%
MIN,4-7,14,-2.4%,18,-0.9%,18,7.9%,8,-16.6%
MIA,6-5,15,-2.0%,16,-1.3%,21,8.4%,12,-13.6%
OAK,5-6,16,-1.7%,11,-4.7%,24,12.3%,10,-15.8%
CAR,1-10,17,-1.1%,19,1.0%,12,0.5%,24,-2.7%
IND,6-5,18,-0.8%,15,-1.8%,8,-3.0%,30,1.6%
DET,2-9,19,-0.8%,17,-1.0%,15,3.5%,21,-6.2%
CIN,2-9,20,-0.1%,20,1.6%,9,-1.2%,29,1.3%
KC,7-4,21,1.3%,22,4.4%,23,10.9%,13,-13.1%
TB,7-4,22,1.7%,21,2.0%,19,8.3%,20,-8.8%
STL,5-6,22,1.7%,21,2.0%,19,8.3%,20,-8.8%
ARI,3-8,24,6.3%,24,7.9%,22,9.9%,31,2.1%
WAS,5-6,25,7.1%,25,8.1%,25,13.3%,26,-2.1%
DAL,3-8,26,10.8%,26,12.1%,28,28.4%,14,-12.4%
NE,9-2,27,13.8%,28,14.0%,26,25.4%,23,-3.8%
BUF,2-9,28,14.0%,27,12.7%,29,28.5%,28,1.1%
SEA,5-6,29,14.5%,31,19.5%,27,26.7%,25,-2.2%
JAX,6-5,30,16.7%,29,15.9%,30,34.3%,22,-4.6%
HOU,5-6,31,18.3%,30,17.3%,31,39.1%,18,-9.3%
DEN,3-8,32,22.0%,32,21.8%,32,46.7%,27,-0.3%
