Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYG,3-2,1,-26.1%,1,-26.1%,1,-31.8%,7,-19.8%
PIT,3-1,2,-22.8%,2,-22.8%,3,-16.4%,2,-33.3%
SD,2-3,3,-19.2%,3,-19.2%,2,-24.2%,15,-12.8%
TEN,3-2,4,-17.5%,4,-17.5%,4,-16.1%,6,-20.1%
KC,3-1,5,-16.3%,5,-16.3%,5,-11.6%,4,-22.8%
ATL,4-1,6,-14.2%,6,-14.2%,8,-10.2%,5,-20.8%
CHI,4-1,7,-13.8%,7,-13.8%,7,-10.3%,8,-19.4%
MIN,1-3,8,-11.3%,8,-11.3%,9,-9.6%,11,-13.5%
CAR,0-5,9,-9.9%,9,-9.9%,11,-5.7%,10,-13.8%
GB,3-2,10,-5.7%,10,-5.7%,12,-2.1%,16,-12.5%
SEA,2-2,11,-4.6%,11,-4.6%,21,12.6%,3,-31.0%
CIN,2-3,12,-3.5%,12,-3.5%,10,-7.3%,25,1.6%
TB,3-1,13,-3.5%,13,-3.5%,6,-10.9%,28,3.9%
PHI,3-2,14,-2.3%,14,-2.3%,13,0.5%,19,-5.8%
STL,2-3,15,-2.0%,15,-2.0%,19,8.3%,9,-17.4%
NO,3-2,16,-2.0%,16,-2.0%,16,5.6%,18,-9.8%
BAL,4-1,17,-1.9%,17,-1.9%,14,0.6%,21,-4.8%
NYJ,4-1,18,-1.5%,18,-1.5%,25,19.0%,1,-35.7%
DET,1-4,19,1.0%,19,1.0%,15,3.9%,22,-2.8%
MIA,2-2,20,3.1%,20,3.1%,17,5.7%,24,0.5%
SF,0-5,21,3.4%,21,3.4%,23,17.4%,14,-12.8%
ARI,3-2,22,4.3%,22,4.3%,18,5.7%,27,2.6%
DAL,1-3,23,4.4%,23,4.4%,22,16.5%,12,-13.1%
CLE,1-4,24,7.3%,24,7.3%,26,23.9%,13,-13.1%
WAS,3-2,25,7.9%,25,7.9%,24,18.8%,17,-9.8%
IND,3-2,26,8.2%,26,8.2%,20,8.9%,31,7.5%
NE,3-1,27,15.7%,27,15.7%,27,25.0%,23,0.1%
OAK,2-3,28,16.7%,28,16.7%,28,32.4%,26,1.9%
HOU,3-2,29,19.2%,29,19.2%,29,33.2%,20,-5.4%
DEN,2-3,30,22.3%,30,22.3%,31,38.0%,30,6.3%
JAX,3-2,31,23.7%,31,23.7%,30,36.6%,29,4.7%
BUF,0-5,32,27.8%,32,27.8%,32,49.0%,32,12.0%
