Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NYG,5-2,1,-24.4%,1,-24.9%,1,-25.9%,5,-22.3%
TEN,5-2,2,-20.4%,2,-20.0%,2,-19.2%,4,-22.5%
PIT,5-1,3,-17.5%,3,-16.5%,5,-9.1%,1,-31.8%
SD,2-5,4,-16.6%,4,-16.3%,3,-17.2%,10,-15.8%
CHI,4-3,5,-12.4%,5,-12.0%,4,-11.4%,13,-13.8%
MIN,2-4,6,-10.5%,6,-10.8%,6,-6.4%,9,-16.0%
CAR,1-5,7,-8.5%,7,-8.7%,7,-3.8%,16,-13.2%
PHI,4-3,8,-6.7%,8,-7.0%,8,-3.6%,17,-11.0%
SF,1-6,9,-6.0%,9,-6.2%,21,9.4%,3,-24.0%
KC,4-2,10,-5.9%,10,-5.6%,14,3.0%,8,-18.4%
NO,4-3,11,-3.5%,11,-3.9%,16,6.6%,11,-14.8%
STL,3-4,12,-3.0%,12,-3.1%,12,1.3%,19,-9.8%
ATL,5-2,13,-2.2%,14,-1.8%,20,9.2%,7,-19.4%
GB,4-3,14,-2.1%,16,-1.6%,9,-1.1%,24,-3.4%
SEA,4-2,15,-2.0%,15,-1.8%,19,9.2%,6,-20.9%
ARI,3-3,16,-1.7%,13,-2.1%,11,1.1%,22,-5.3%
MIA,3-3,17,-1.4%,17,-0.7%,22,9.5%,15,-13.3%
BAL,5-2,18,1.4%,18,2.3%,18,7.3%,21,-5.9%
NYJ,5-1,19,1.4%,20,2.3%,28,21.1%,2,-27.8%
CLE,2-5,20,2.6%,22,3.3%,24,15.6%,12,-14.3%
WAS,4-3,21,2.7%,19,2.3%,23,10.6%,18,-10.1%
CIN,2-4,22,2.8%,21,3.2%,13,2.6%,27,3.1%
DET,1-5,23,3.7%,23,3.5%,17,6.7%,26,-0.3%
DAL,1-5,24,5.0%,24,4.8%,27,20.0%,14,-13.5%
IND,4-2,25,5.7%,25,5.8%,15,3.4%,29,8.1%
OAK,3-4,26,6.8%,26,6.7%,25,16.0%,25,-2.9%
TB,4-2,27,8.8%,28,9.7%,10,0.3%,32,16.7%
NE,5-1,28,9.3%,27,8.9%,26,19.1%,20,-6.8%
HOU,4-2,29,19.3%,29,19.2%,30,35.1%,23,-4.2%
DEN,2-5,30,22.9%,30,23.0%,29,33.9%,31,13.3%
JAX,3-4,31,25.3%,31,25.4%,31,45.5%,28,4.5%
BUF,0-6,32,28.8%,32,29.3%,32,50.9%,30,11.6%
