Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TEN,5-4,1,-16.6%,2,-15.4%,1,-13.2%,3,-21.8%
NYG,6-3,2,-15.6%,1,-16.7%,2,-12.7%,6,-19.3%
PIT,6-3,3,-14.8%,7,-11.3%,9,-3.8%,1,-34.0%
GB,6-3,4,-13.5%,3,-13.5%,3,-12.4%,10,-15.0%
SD,4-5,5,-13.2%,4,-12.1%,4,-9.7%,7,-17.7%
CHI,6-3,6,-11.8%,6,-12.0%,5,-9.6%,9,-15.1%
NO,6-3,7,-10.0%,5,-12.1%,8,-7.6%,16,-12.7%
PHI,6-3,8,-6.5%,9,-6.9%,7,-8.2%,25,-4.1%
NYJ,7-2,9,-5.7%,14,-4.1%,21,9.7%,2,-28.8%
OAK,5-4,10,-5.6%,8,-8.1%,13,2.3%,11,-14.3%
IND,6-3,11,-4.9%,11,-5.3%,6,-8.8%,29,-0.2%
ATL,7-2,12,-4.4%,15,-3.3%,17,6.2%,5,-20.0%
SF,3-6,13,-4.1%,10,-5.8%,18,8.4%,4,-20.6%
BAL,6-3,14,-3.7%,16,-2.6%,12,1.2%,17,-10.7%
DET,2-7,15,-3.7%,13,-4.7%,11,-1.5%,21,-6.5%
STL,4-5,16,-3.6%,12,-4.8%,14,2.4%,15,-13.3%
KC,5-4,17,-3.3%,19,-0.6%,15,4.1%,14,-13.5%
CIN,2-7,18,-2.5%,17,-1.3%,10,-2.9%,27,-2.1%
MIA,5-4,19,-1.3%,18,-0.7%,16,5.9%,19,-9.5%
MIN,3-6,20,0.1%,20,1.4%,22,11.0%,12,-13.8%
CLE,3-6,21,0.9%,21,1.9%,24,12.5%,13,-13.7%
CAR,1-8,22,2.5%,23,4.6%,20,9.2%,23,-4.8%
ARI,3-6,23,3.0%,22,3.4%,23,11.4%,20,-8.1%
WAS,4-5,24,6.0%,24,5.2%,25,12.7%,24,-4.7%
SEA,5-4,25,8.6%,26,11.8%,26,20.9%,18,-9.7%
DAL,2-7,26,9.3%,25,10.0%,28,30.7%,8,-16.2%
TB,6-3,27,10.3%,27,12.4%,19,9.0%,32,11.6%
NE,7-2,28,14.8%,28,13.7%,27,28.9%,22,-5.6%
JAX,5-4,29,16.9%,29,17.3%,29,32.1%,28,-1.3%
BUF,1-8,30,19.2%,30,19.3%,30,36.2%,31,4.1%
DEN,3-6,31,20.2%,31,20.3%,31,40.0%,30,2.4%
HOU,4-5,32,23.7%,32,23.6%,32,43.9%,26,-2.9%
