Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
KC,2-0,1,-36.5%,1,-36.5%,2,-38.4%,11,-32.0%
SEA,2-0,2,-31.5%,2,-31.5%,1,-40.0%,17,-20.6%
NYJ,1-1,3,-24.8%,3,-24.8%,10,-6.1%,1,-51.0%
NE,2-0,4,-23.4%,4,-23.4%,3,-28.5%,19,-18.6%
TB,0-2,5,-21.6%,5,-21.6%,8,-10.1%,4,-41.7%
TEN,1-1,6,-19.8%,6,-19.8%,4,-19.5%,18,-20.4%
NO,2-0,7,-14.5%,7,-14.5%,6,-18.5%,24,-8.6%
DEN,2-0,8,-12.4%,8,-12.4%,11,-0.4%,6,-41.0%
HOU,2-0,9,-12.3%,9,-12.3%,12,2.0%,9,-33.8%
DET,1-1,10,-12.0%,10,-12.0%,9,-9.4%,21,-16.5%
MIA,2-0,11,-10.5%,11,-10.5%,5,-19.0%,30,9.8%
BUF,1-1,12,-9.0%,12,-9.0%,7,-11.1%,25,-5.7%
CHI,2-0,13,-5.9%,13,-5.9%,15,6.8%,16,-21.7%
ARI,1-1,14,-4.4%,14,-4.4%,18,14.2%,7,-36.8%
CLE,0-2,15,-4.1%,15,-4.1%,26,27.2%,2,-47.7%
DAL,1-1,16,0.5%,16,0.5%,19,16.8%,3,-46.7%
CIN,1-1,17,1.9%,17,1.9%,21,23.1%,12,-29.7%
STL,1-1,18,2.8%,18,2.8%,20,21.1%,8,-34.8%
OAK,1-1,19,3.1%,19,3.1%,24,24.9%,10,-33.0%
ATL,1-1,20,3.3%,20,3.3%,25,25.9%,5,-41.4%
PIT,0-2,21,3.7%,21,3.7%,17,12.1%,26,-3.6%
JAX,0-2,22,5.7%,22,5.7%,13,4.9%,29,6.6%
NYG,0-2,23,6.4%,23,6.4%,23,23.5%,13,-27.4%
MIN,0-2,24,6.7%,24,6.7%,16,11.3%,28,-0.4%
CAR,0-2,25,9.8%,25,9.8%,22,23.5%,23,-9.8%
IND,1-1,26,10.9%,26,10.9%,14,6.1%,31,16.9%
BAL,1-1,27,15.3%,27,15.3%,27,35.1%,14,-25.3%
SF,1-1,28,15.3%,28,15.3%,28,42.9%,22,-12.1%
PHI,1-1,29,24.5%,29,24.5%,29,47.0%,15,-22.1%
SD,1-1,30,29.3%,30,29.3%,30,48.0%,27,-1.1%
GB,1-1,31,35.2%,31,35.2%,32,66.8%,20,-17.2%
WAS,0-2,32,55.1%,32,55.1%,31,66.6%,32,43.3%
