Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,6-1,1,-22.6%,1,-22.2%,2,-19.8%,3,-27.3%
KC,7-0,2,-17.7%,2,-17.5%,1,-20.1%,15,-13.4%
CAR,3-3,3,-13.7%,3,-14.6%,4,-9.5%,7,-21.0%
ARI,3-4,4,-12.5%,4,-12.8%,3,-10.2%,11,-15.9%
NYJ,4-3,5,-12.2%,5,-12.0%,11,1.4%,1,-33.5%
BUF,3-4,6,-8.1%,6,-8.1%,6,-6.0%,20,-10.9%
CIN,5-2,7,-7.9%,7,-8.0%,8,-2.8%,12,-15.7%
DAL,4-3,8,-6.1%,8,-6.5%,12,1.6%,6,-21.6%
NE,5-2,9,-6.1%,9,-5.8%,7,-2.9%,22,-9.8%
HOU,2-5,10,-5.9%,10,-5.5%,14,3.1%,13,-15.1%
NO,5-1,11,-4.2%,14,-3.9%,5,-8.1%,30,2.6%
TB,0-6,12,-4.1%,15,-3.4%,21,15.0%,2,-31.5%
SF,5-2,13,-3.8%,12,-4.0%,10,-0.7%,23,-8.0%
BAL,3-4,14,-3.5%,13,-3.9%,15,6.6%,9,-17.0%
IND,5-2,15,-3.5%,11,-4.2%,9,-2.2%,26,-5.2%
TEN,3-4,16,-0.1%,16,0.3%,13,1.6%,28,-2.4%
CHI,4-3,17,1.6%,17,1.6%,19,14.2%,17,-12.5%
DET,4-3,18,3.0%,19,3.2%,16,8.4%,24,-7.8%
GB,4-2,19,3.5%,18,2.6%,24,20.5%,5,-22.9%
MIA,3-3,20,4.3%,23,4.6%,17,11.1%,25,-5.3%
MIN,1-5,21,4.3%,20,4.3%,18,14.0%,19,-11.4%
STL,3-4,22,4.5%,21,4.5%,25,20.7%,14,-13.9%
CLE,3-4,23,4.6%,22,4.6%,20,14.8%,18,-11.5%
OAK,2-4,24,5.3%,24,5.0%,26,21.1%,10,-16.7%
NYG,1-6,25,6.2%,25,6.6%,27,23.7%,8,-19.9%
PIT,2-4,26,7.4%,26,7.5%,23,18.1%,27,-3.6%
DEN,6-1,27,8.7%,27,9.1%,30,26.4%,4,-23.8%
ATL,2-4,28,10.6%,28,10.8%,28,24.9%,16,-13.3%
WAS,2-4,29,12.1%,29,11.0%,22,15.1%,31,8.2%
PHI,3-4,30,14.5%,30,14.5%,31,28.3%,21,-10.4%
JAX,0-7,31,18.2%,31,18.3%,29,25.9%,32,9.7%
SD,4-3,32,24.1%,32,23.8%,32,37.4%,29,2.0%
