Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,7-1,1,-23.7%,1,-23.7%,1,-27.1%,6,-18.6%
ARI,4-4,2,-19.3%,2,-20.8%,2,-17.8%,4,-21.9%
CIN,6-2,3,-11.2%,3,-11.5%,5,-7.5%,9,-16.8%
KC,8-0,4,-11.1%,4,-9.9%,3,-10.6%,18,-12.1%
CAR,4-3,5,-9.1%,5,-9.8%,6,-4.4%,7,-18.1%
HOU,2-5,6,-5.8%,7,-5.2%,10,2.9%,14,-14.7%
NO,6-1,7,-5.7%,8,-5.1%,4,-7.6%,26,-2.5%
NYJ,4-4,8,-5.5%,10,-4.7%,20,12.5%,1,-33.7%
BUF,3-5,9,-5.3%,6,-5.7%,9,-1.5%,21,-10.4%
NE,6-2,10,-4.8%,9,-5.0%,7,-3.6%,24,-6.3%
IND,5-2,11,-3.1%,11,-4.4%,8,-1.8%,25,-4.9%
BAL,3-4,12,-2.8%,12,-4.1%,14,6.9%,11,-16.0%
NYG,2-6,13,-1.6%,15,-1.4%,19,12.1%,3,-22.4%
DAL,4-4,14,-1.4%,14,-1.4%,13,5.7%,13,-15.3%
SF,6-2,15,-1.1%,13,-1.6%,12,3.4%,23,-7.3%
STL,3-5,16,-0.4%,16,-0.9%,21,13.2%,10,-16.4%
TEN,3-4,17,1.1%,21,1.6%,11,3.1%,27,-1.7%
CHI,4-3,18,1.1%,20,1.6%,22,13.6%,17,-12.7%
DET,5-3,19,1.2%,19,1.5%,16,8.6%,16,-13.2%
DEN,7-1,20,1.3%,17,1.4%,23,14.3%,5,-21.6%
TB,0-7,21,1.5%,22,2.8%,27,19.4%,2,-24.6%
OAK,3-4,22,2.8%,18,1.5%,25,15.5%,12,-15.7%
MIA,3-4,23,4.1%,24,5.0%,15,7.8%,28,-0.6%
PIT,2-5,24,4.2%,23,4.8%,17,8.7%,29,-0.1%
CLE,3-5,25,4.9%,25,5.1%,24,14.7%,20,-10.8%
MIN,1-6,26,5.5%,26,5.8%,26,16.6%,19,-11.3%
GB,5-2,27,7.9%,28,6.9%,28,23.6%,8,-17.2%
WAS,2-5,28,8.3%,27,6.7%,18,9.3%,31,7.0%
ATL,2-5,29,10.1%,29,10.9%,29,25.4%,15,-13.3%
PHI,3-5,30,16.1%,30,15.9%,30,29.9%,22,-7.8%
JAX,0-8,31,22.7%,31,22.5%,31,32.7%,32,12.3%
SD,4-3,32,25.4%,32,25.1%,32,38.4%,30,3.7%
