Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,12-3,1,-24.1%,1,-26.2%,1,-30.4%,10,-15.3%
ARI,10-5,2,-19.4%,2,-21.4%,3,-15.9%,1,-25.9%
CAR,11-4,3,-14.5%,3,-16.8%,4,-12.3%,7,-18.4%
BUF,6-9,4,-13.9%,4,-15.8%,2,-20.1%,18,-5.6%
CIN,10-5,5,-11.4%,6,-12.8%,5,-11.9%,15,-10.4%
TB,4-11,6,-9.2%,8,-9.2%,9,0.3%,4,-21.8%
STL,7-8,7,-8.9%,5,-13.0%,7,-0.9%,5,-20.2%
NO,10-5,8,-8.6%,9,-8.0%,6,-11.4%,19,-4.5%
BAL,8-7,9,-7.1%,7,-9.9%,12,0.9%,8,-18.2%
NYG,6-9,10,-6.8%,10,-7.4%,13,2.2%,6,-18.8%
DET,7-8,11,-4.9%,11,-7.0%,15,6.2%,3,-24.0%
KC,11-4,12,-4.6%,14,-0.5%,11,0.9%,13,-12.7%
SF,11-4,13,-4.3%,12,-5.9%,8,-0.8%,16,-9.3%
NYJ,7-8,14,-2.6%,18,2.3%,20,12.5%,2,-24.2%
DEN,12-3,15,-1.3%,13,-4.8%,18,10.1%,9,-18.0%
MIA,8-7,16,1.1%,15,0.6%,10,0.4%,28,1.9%
IND,10-5,17,1.8%,16,1.5%,14,5.9%,22,-3.4%
HOU,2-13,18,1.8%,20,6.7%,23,14.5%,12,-14.5%
TEN,6-9,19,4.1%,21,7.2%,16,9.0%,23,-2.3%
NE,11-4,20,4.7%,23,8.8%,17,9.2%,26,-0.9%
WAS,3-12,21,6.6%,19,3.3%,22,14.3%,21,-3.4%
PIT,7-8,22,7.4%,22,7.4%,21,12.8%,27,0.6%
PHI,9-6,23,7.5%,17,2.2%,28,22.6%,11,-15.1%
OAK,4-11,24,9.7%,24,9.9%,27,22.4%,17,-6.7%
MIN,4-10-1,25,10.0%,26,11.2%,30,23.8%,14,-12.2%
CLE,4-11,26,10.8%,28,13.7%,25,21.5%,20,-4.5%
CHI,8-7,27,11.0%,30,16.7%,19,10.8%,32,11.3%
ATL,4-11,28,11.2%,27,13.5%,26,21.6%,24,-1.9%
DAL,8-7,29,12.1%,31,17.4%,24,20.5%,25,-1.0%
JAX,4-11,30,13.4%,25,11.0%,29,23.1%,29,2.3%
GB,7-7-1,31,15.0%,29,13.9%,31,24.0%,30,3.6%
SD,8-7,32,21.3%,32,18.1%,32,30.0%,31,7.9%
