Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,4-1,1,-20.6%,1,-20.6%,2,-17.3%,6,-25.2%
KC,5-0,2,-18.3%,2,-18.3%,1,-24.4%,23,-5.8%
TB,0-4,3,-15.9%,3,-15.9%,9,-6.0%,2,-31.7%
ARI,3-2,4,-12.9%,4,-12.9%,10,-5.8%,4,-25.8%
HOU,2-3,5,-12.4%,5,-12.4%,5,-7.3%,11,-17.6%
NYJ,3-2,6,-12.3%,6,-12.3%,18,6.9%,1,-42.8%
BUF,2-3,7,-10.9%,7,-10.9%,7,-6.7%,14,-16.6%
CIN,3-2,8,-10.8%,8,-10.8%,6,-6.9%,13,-16.9%
CAR,1-3,9,-10.5%,9,-10.5%,4,-7.4%,15,-14.6%
SF,3-2,10,-9.6%,10,-9.6%,8,-6.6%,16,-13.2%
CLE,3-2,11,-7.0%,11,-7.0%,15,0.9%,10,-19.2%
BAL,3-2,12,-6.9%,12,-6.9%,17,5.9%,5,-25.6%
NE,4-1,13,-6.6%,13,-6.6%,14,-2.1%,19,-12.4%
NO,5-0,14,-6.4%,14,-6.4%,3,-12.8%,31,5.6%
CHI,3-2,15,-5.9%,15,-5.9%,19,9.9%,3,-26.4%
TEN,3-2,16,-5.8%,16,-5.8%,12,-5.1%,22,-6.9%
DET,3-2,17,-5.5%,17,-5.5%,11,-5.6%,24,-5.3%
IND,4-1,18,-1.4%,18,-1.4%,13,-2.2%,27,-0.3%
MIN,1-3,19,3.6%,19,3.6%,16,4.1%,30,2.8%
STL,2-3,20,7.5%,20,7.5%,23,21.6%,20,-10.9%
NYG,0-5,21,7.5%,21,7.5%,26,27.5%,9,-19.4%
DAL,2-3,22,7.8%,22,7.8%,22,20.2%,8,-19.5%
MIA,3-2,23,9.9%,23,9.9%,20,19.3%,25,-3.9%
PIT,0-4,24,10.0%,24,10.0%,21,19.9%,28,0.7%
OAK,2-3,25,12.4%,25,12.4%,29,33.3%,12,-17.2%
DEN,5-0,26,12.5%,26,12.5%,27,29.2%,7,-21.2%
ATL,1-4,27,13.6%,27,13.6%,28,29.3%,18,-12.7%
WAS,1-3,28,15.6%,28,15.6%,25,26.9%,29,1.9%
JAX,0-5,29,16.8%,29,16.8%,24,26.3%,32,5.9%
GB,2-2,30,16.9%,30,16.9%,31,35.3%,17,-13.0%
PHI,2-3,31,17.9%,31,17.9%,30,33.4%,21,-7.8%
SD,2-3,32,27.3%,32,27.3%,32,46.7%,26,-2.8%
