Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
KC,1-0,1,-67.2%,1,-67.2%,1,-87.1%,14,-26.8%
MIA,1-0,2,-41.9%,2,-41.9%,2,-53.9%,27,-4.6%
TEN,1-0,3,-36.3%,3,-36.3%,3,-17.9%,1,-92.9%
TB,0-1,4,-24.3%,4,-24.3%,7,-5.0%,4,-54.1%
NYJ,1-0,5,-22.6%,5,-22.6%,12,5.9%,5,-51.9%
DET,1-0,6,-18.6%,6,-18.6%,4,-16.6%,15,-22.5%
DEN,1-0,7,-18.1%,7,-18.1%,5,-13.4%,10,-31.5%
STL,1-0,8,-14.7%,8,-14.7%,10,-0.2%,8,-37.7%
NYG,0-1,9,-11.6%,9,-11.6%,9,-1.1%,7,-39.4%
BUF,0-1,10,-10.8%,10,-10.8%,6,-12.0%,23,-8.7%
DAL,1-0,11,-10.1%,11,-10.1%,18,15.1%,2,-92.0%
NO,1-0,12,-7.3%,12,-7.3%,8,-4.0%,17,-17.5%
ARI,0-1,13,-6.4%,13,-6.4%,14,8.1%,13,-28.3%
PIT,0-1,14,-4.5%,14,-4.5%,15,9.4%,21,-10.3%
CLE,0-1,15,-1.8%,15,-1.8%,26,35.7%,3,-72.8%
ATL,0-1,16,0.9%,16,0.9%,24,33.1%,6,-40.0%
HOU,1-0,17,1.6%,17,1.6%,19,17.3%,12,-29.5%
CHI,1-0,18,2.3%,18,2.3%,16,12.0%,20,-10.8%
SEA,1-0,19,2.6%,19,2.6%,13,7.9%,28,-2.2%
NE,1-0,20,5.1%,20,5.1%,27,37.7%,16,-19.4%
IND,1-0,21,5.3%,21,5.3%,11,2.0%,30,9.2%
CAR,0-1,22,11.3%,22,11.3%,28,39.7%,11,-31.2%
MIN,0-1,23,11.6%,23,11.6%,17,13.3%,31,9.2%
SD,0-1,24,15.9%,24,15.9%,23,32.3%,26,-5.5%
PHI,1-0,25,17.1%,25,17.1%,21,25.5%,19,-11.4%
JAX,0-1,26,17.2%,26,17.2%,20,23.5%,29,9.0%
CIN,0-1,27,18.6%,27,18.6%,29,45.5%,22,-9.7%
OAK,0-1,28,19.6%,28,19.6%,25,34.9%,25,-6.7%
SF,1-0,29,26.5%,29,26.5%,30,49.8%,18,-15.0%
WAS,0-1,30,36.4%,30,36.4%,22,28.2%,32,41.6%
GB,0-1,31,37.1%,31,37.1%,32,96.5%,9,-35.1%
BAL,0-1,32,57.8%,32,57.8%,31,89.7%,24,-7.5%
