Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,13-3,1,-25.1%,1,-27.9%,1,-30.2%,8,-18.0%
ARI,10-6,2,-19.1%,2,-21.7%,3,-14.1%,1,-28.2%
CAR,12-4,3,-15.0%,3,-16.8%,4,-13.4%,9,-17.9%
BUF,6-10,4,-13.5%,4,-16.5%,2,-21.0%,20,-4.0%
CIN,11-5,5,-11.8%,7,-12.9%,5,-12.7%,16,-10.4%
NYG,7-9,6,-10.6%,5,-14.1%,7,-2.7%,4,-21.4%
NO,11-5,7,-9.1%,9,-9.1%,6,-11.9%,19,-5.1%
STL,7-9,8,-8.9%,6,-13.5%,9,-1.0%,5,-19.8%
BAL,8-8,9,-7.6%,8,-9.7%,8,-1.4%,11,-16.0%
TB,4-12,10,-6.3%,12,-4.7%,14,5.3%,3,-21.8%
KC,11-5,11,-5.1%,14,-1.0%,10,-0.8%,14,-11.3%
DET,7-9,12,-4.4%,10,-6.5%,13,4.1%,7,-19.3%
SF,12-4,13,-4.0%,11,-5.0%,11,0.4%,15,-10.7%
NYJ,8-8,14,-3.9%,18,1.4%,19,10.4%,2,-24.6%
DEN,13-3,15,0.0%,13,-3.6%,22,12.8%,6,-19.5%
HOU,2-14,16,1.0%,20,5.5%,23,13.2%,12,-14.2%
IND,11-5,17,1.6%,16,0.1%,15,6.7%,18,-5.1%
MIA,8-8,18,2.8%,19,2.8%,12,3.0%,29,2.6%
TEN,7-9,19,4.8%,22,8.4%,17,10.2%,24,-2.2%
NE,12-4,20,5.3%,27,10.8%,18,10.3%,26,-0.9%
WAS,3-13,21,5.4%,15,-0.3%,21,12.3%,22,-3.5%
PHI,10-6,22,6.2%,17,0.4%,28,21.2%,10,-17.1%
PIT,8-8,23,6.5%,21,6.4%,20,11.3%,27,0.1%
MIN,5-10-1,24,7.9%,23,8.4%,27,21.2%,13,-13.4%
CHI,8-8,25,9.4%,30,14.8%,16,9.7%,32,9.1%
ATL,4-12,26,9.4%,25,10.3%,26,19.6%,21,-3.6%
CLE,4-12,27,10.0%,28,12.7%,24,18.9%,23,-2.7%
OAK,4-12,28,10.7%,26,10.8%,30,23.8%,17,-6.4%
DAL,8-8,29,10.7%,31,14.9%,25,19.1%,25,-1.9%
JAX,4-12,30,12.5%,24,10.1%,29,21.7%,28,1.5%
GB,8-7-1,31,15.9%,32,15.0%,31,24.5%,31,5.3%
SD,9-7,32,19.3%,29,14.3%,32,29.7%,30,3.8%
