Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,12-2,1,-23.1%,1,-23.0%,1,-28.1%,11,-15.5%
ARI,9-5,2,-17.9%,2,-18.6%,3,-13.6%,2,-25.9%
CAR,10-4,3,-13.0%,3,-12.8%,6,-8.3%,4,-21.4%
BUF,5-9,4,-11.3%,4,-12.4%,2,-16.1%,22,-5.0%
CIN,9-5,5,-11.1%,5,-11.7%,4,-9.8%,13,-13.2%
TB,4-10,6,-9.5%,9,-10.2%,9,-1.4%,5,-21.2%
BAL,8-6,7,-9.0%,6,-11.6%,8,-1.5%,8,-19.8%
NO,10-4,8,-8.3%,11,-7.2%,5,-9.7%,21,-6.3%
STL,6-8,9,-7.8%,7,-10.6%,12,1.1%,7,-20.4%
SF,10-4,10,-7.6%,8,-10.4%,7,-5.6%,16,-10.5%
NYG,5-9,11,-6.8%,10,-7.4%,13,3.7%,6,-21.0%
KC,11-3,12,-5.3%,14,-1.7%,11,0.5%,12,-14.1%
DET,7-7,13,-5.3%,12,-7.1%,14,4.6%,3,-22.1%
NYJ,6-8,14,-3.0%,16,1.5%,23,16.3%,1,-29.8%
HOU,2-12,15,-0.2%,17,3.7%,21,13.6%,10,-16.9%
DEN,11-3,16,0.2%,13,-2.0%,19,12.7%,9,-18.1%
MIA,8-6,17,0.8%,15,0.0%,10,-0.2%,29,2.0%
IND,9-5,18,2.2%,18,3.9%,17,9.3%,20,-6.3%
TEN,5-9,19,3.0%,20,5.3%,16,7.1%,25,-2.3%
NE,10-4,20,4.8%,24,8.2%,18,11.0%,24,-2.9%
CHI,8-6,21,6.2%,26,9.0%,15,5.9%,31,6.6%
MIN,4-9-1,22,6.8%,22,7.8%,25,18.2%,15,-11.9%
WAS,3-11,23,6.9%,19,4.7%,20,13.6%,26,-2.0%
PIT,6-8,24,7.0%,23,7.9%,22,15.2%,23,-3.6%
CLE,4-10,25,7.5%,25,9.0%,24,17.4%,18,-7.3%
ATL,4-10,26,8.6%,27,10.0%,27,20.0%,19,-6.5%
OAK,4-10,27,9.9%,28,10.8%,29,23.9%,17,-8.9%
PHI,8-6,28,9.9%,21,7.6%,31,25.2%,14,-13.0%
DAL,7-7,29,10.8%,31,16.1%,26,18.8%,27,-1.8%
JAX,4-10,30,13.8%,29,12.1%,30,24.0%,28,1.4%
GB,7-6-1,31,14.1%,30,13.9%,28,22.4%,30,3.2%
SD,7-7,32,22.2%,32,20.8%,32,32.5%,32,6.7%
