Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
SEA,9-5,1,21.7%,1,30.0%,2,46.3%,3,7.4%
PIT,9-5,2,21.1%,2,21.4%,5,37.3%,2,7.5%
ARI,12-2,3,20.8%,3,20.8%,1,51.8%,13,-8.0%
NE,12-2,4,18.2%,5,14.6%,4,38.1%,8,-3.8%
CIN,11-3,5,17.9%,6,14.0%,3,46.0%,7,-3.3%
KC,9-5,6,13.6%,4,14.8%,14,23.9%,1,10.4%
BUF,6-8,7,10.9%,7,11.9%,9,27.8%,4,2.3%
CAR,14-0,8,8.8%,8,11.1%,6,30.7%,11,-6.2%
GB,10-4,9,8.7%,13,3.2%,7,28.6%,18,-11.6%
NO,5-9,10,6.1%,10,5.8%,12,25.6%,17,-11.5%
CHI,5-9,11,4.2%,9,6.3%,15,19.9%,6,-2.6%
OAK,6-8,12,3.9%,14,3.0%,11,26.9%,21,-14.7%
NYJ,9-5,13,1.3%,17,1.1%,8,28.5%,23,-22.1%
MIN,9-5,14,1.3%,11,4.5%,18,14.4%,9,-5.6%
SD,4-10,15,0.9%,19,-1.3%,13,25.0%,27,-23.3%
NYG,6-8,16,0.1%,16,1.7%,16,17.4%,22,-18.2%
WAS,7-7,17,-1.7%,18,0.2%,10,27.0%,31,-26.7%
DET,5-9,18,-2.1%,15,1.7%,20,12.6%,26,-22.6%
JAX,5-9,19,-2.6%,20,-2.5%,19,14.1%,29,-24.9%
TB,6-8,20,-2.7%,12,4.0%,17,14.5%,14,-10.7%
BAL,4-10,21,-7.2%,23,-9.3%,24,0.7%,15,-11.0%
ATL,7-7,22,-7.9%,27,-13.1%,25,0.4%,20,-14.1%
HOU,7-7,23,-9.0%,22,-8.5%,21,5.2%,24,-22.4%
MIA,5-9,24,-9.3%,24,-9.7%,27,-4.9%,5,-1.4%
DEN,10-4,25,-11.6%,21,-8.4%,28,-5.9%,19,-13.9%
CLE,3-11,26,-12.3%,25,-11.4%,22,5.2%,28,-24.8%
PHI,6-8,27,-12.9%,28,-13.9%,29,-6.3%,16,-11.3%
TEN,3-11,28,-13.7%,26,-13.0%,23,1.0%,30,-26.6%
DAL,4-10,29,-16.6%,31,-19.8%,31,-13.2%,12,-7.1%
IND,6-8,30,-17.4%,32,-20.6%,26,-2.7%,32,-33.5%
STL,6-8,31,-17.7%,30,-19.5%,32,-18.2%,10,-5.7%
SF,4-10,32,-17.8%,29,-18.0%,30,-7.6%,25,-22.5%
