Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
CIN,6-0,1,34.6%,1,34.9%,1,70.5%,5,6.8%
NE,6-0,2,31.0%,2,30.7%,4,45.7%,1,16.3%
ARI,5-2,3,23.7%,3,23.0%,3,46.1%,10,0.8%
GB,6-0,4,22.4%,4,22.0%,2,51.1%,14,-4.1%
PIT,4-3,5,15.6%,5,14.4%,6,30.1%,3,8.3%
ATL,6-1,6,8.0%,7,7.6%,11,15.5%,6,5.1%
NYJ,4-2,7,7.4%,6,7.8%,5,33.0%,18,-11.2%
NO,3-4,8,5.9%,8,6.5%,14,14.4%,9,1.3%
CAR,6-0,9,5.5%,9,6.0%,19,8.6%,2,9.3%
MIA,3-3,10,4.8%,10,5.0%,17,10.6%,4,6.9%
BUF,3-4,11,4.4%,11,4.2%,10,20.2%,15,-6.8%
KC,2-5,12,3.6%,12,3.9%,18,9.2%,8,3.4%
SEA,3-4,13,2.8%,14,2.8%,15,13.6%,11,-0.8%
OAK,3-3,14,2.6%,13,2.8%,9,24.2%,20,-13.2%
SD,2-5,15,2.3%,15,2.2%,7,28.8%,30,-29.6%
WAS,3-4,16,0.6%,16,0.4%,8,26.1%,26,-22.1%
NYG,4-3,17,-0.5%,17,-0.3%,13,14.9%,19,-12.7%
BAL,1-6,18,-2.6%,18,-2.7%,24,2.6%,13,-2.4%
DAL,2-4,19,-4.1%,20,-4.1%,23,3.7%,7,3.4%
IND,3-4,20,-4.1%,19,-4.1%,20,7.9%,23,-17.3%
JAX,2-5,21,-6.0%,22,-6.0%,12,15.5%,31,-31.7%
PHI,3-4,22,-6.4%,21,-6.0%,27,-1.3%,12,-2.1%
CHI,2-4,23,-8.3%,23,-8.4%,21,6.4%,17,-11.1%
CLE,2-5,24,-9.7%,24,-9.7%,16,12.2%,27,-22.9%
DET,1-6,25,-11.2%,25,-11.1%,22,4.8%,32,-35.4%
TB,2-4,26,-12.8%,26,-11.6%,26,0.2%,21,-14.4%
MIN,4-2,27,-13.7%,27,-13.8%,28,-3.7%,25,-18.5%
HOU,2-5,28,-13.9%,28,-13.8%,25,0.9%,29,-29.0%
TEN,1-5,29,-15.3%,29,-15.8%,29,-6.0%,24,-17.7%
STL,3-3,30,-16.7%,30,-16.9%,30,-7.9%,16,-9.6%
SF,2-5,31,-19.5%,31,-20.1%,31,-15.0%,22,-16.1%
DEN,6-0,32,-28.3%,32,-28.0%,32,-22.2%,28,-28.6%
