Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,3-0,1,44.7%,1,44.7%,2,70.3%,1,18.4%
CIN,4-0,2,38.9%,2,38.9%,1,80.7%,2,11.7%
GB,4-0,3,31.9%,3,31.9%,3,64.6%,7,2.6%
ATL,4-0,4,24.7%,4,24.7%,4,46.7%,5,7.4%
ARI,3-1,5,22.7%,5,22.7%,5,45.2%,8,1.4%
PIT,2-2,6,22.2%,6,22.2%,6,43.3%,4,7.6%
BUF,2-2,7,10.7%,7,10.7%,9,26.6%,10,-1.9%
NO,1-3,8,5.3%,8,5.3%,16,18.9%,11,-3.8%
DAL,2-2,9,5.1%,9,5.1%,11,23.4%,9,-0.3%
CAR,4-0,10,3.6%,10,3.6%,15,19.7%,17,-9.8%
OAK,2-2,11,2.4%,11,2.4%,13,22.0%,15,-7.4%
SD,2-2,12,1.2%,12,1.2%,7,28.3%,23,-19.1%
TEN,1-2,13,1.1%,13,1.1%,8,27.1%,19,-11.4%
WAS,2-2,14,0.9%,14,0.9%,10,23.7%,21,-16.2%
NYG,2-2,15,-1.6%,15,-1.6%,14,21.8%,22,-17.5%
MIN,2-2,16,-2.3%,16,-2.3%,25,-1.8%,6,2.7%
NYJ,3-1,17,-2.4%,17,-2.4%,18,9.8%,12,-4.0%
KC,1-3,18,-3.6%,18,-3.6%,26,-2.7%,3,7.8%
BAL,1-3,19,-5.4%,19,-5.4%,24,1.3%,14,-6.4%
STL,2-2,20,-6.4%,20,-6.4%,12,22.0%,27,-26.6%
SEA,2-2,21,-7.1%,21,-7.1%,23,4.6%,18,-10.8%
JAX,1-3,22,-7.3%,22,-7.3%,20,7.0%,24,-24.4%
IND,2-2,23,-7.9%,23,-7.9%,21,6.0%,26,-25.8%
DET,0-4,24,-8.2%,24,-8.2%,17,11.6%,32,-37.9%
CLE,1-3,25,-12.4%,25,-12.4%,19,8.5%,25,-24.6%
PHI,1-3,26,-13.0%,26,-13.0%,22,4.9%,30,-32.3%
CHI,1-3,27,-14.2%,27,-14.2%,27,-3.7%,16,-7.4%
MIA,1-3,28,-14.2%,28,-14.2%,29,-8.6%,20,-11.8%
HOU,1-3,29,-18.0%,29,-18.0%,28,-6.0%,28,-27.6%
DEN,4-0,30,-24.2%,30,-24.2%,30,-12.0%,29,-29.2%
SF,1-3,31,-26.0%,31,-26.0%,32,-32.9%,13,-5.5%
TB,1-3,32,-33.6%,32,-33.6%,31,-24.8%,31,-33.3%
