Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,8-0,1,25.5%,2,23.6%,3,46.6%,6,4.3%
CIN,8-0,2,24.8%,1,24.1%,1,54.5%,7,2.0%
ARI,6-2,3,19.9%,3,18.3%,2,50.4%,18,-10.6%
PIT,5-4,4,16.6%,5,14.0%,9,26.6%,1,13.9%
GB,6-2,5,14.7%,6,12.2%,4,39.6%,16,-9.8%
OAK,4-4,6,12.6%,4,15.2%,6,35.2%,15,-7.1%
NO,4-5,7,10.7%,7,12.1%,7,28.9%,12,-4.9%
BUF,4-4,8,10.0%,8,9.3%,10,22.9%,5,4.7%
KC,3-5,9,8.0%,9,9.1%,14,14.6%,3,6.2%
CAR,8-0,10,6.0%,10,7.3%,12,19.2%,9,-0.5%
NYJ,5-3,11,5.3%,11,5.9%,5,37.2%,24,-22.2%
SD,2-7,12,3.5%,13,3.7%,8,28.5%,28,-25.1%
MIA,3-5,13,2.7%,12,4.3%,21,8.9%,2,6.4%
ATL,6-3,14,1.4%,15,-0.4%,19,10.5%,11,-3.8%
SEA,4-4,15,-0.6%,14,-0.1%,18,11.1%,13,-5.0%
NYG,5-4,16,-2.2%,16,-1.7%,15,12.9%,20,-16.8%
JAX,2-6,17,-2.5%,17,-2.2%,11,20.0%,31,-32.0%
BAL,2-6,18,-2.6%,18,-2.3%,24,4.0%,10,-3.5%
DAL,2-6,19,-3.5%,22,-3.8%,23,4.5%,8,1.4%
IND,4-5,20,-3.6%,20,-3.1%,17,12.0%,26,-23.3%
WAS,3-5,21,-4.2%,24,-5.0%,13,18.8%,27,-24.9%
PHI,4-4,22,-4.7%,19,-3.0%,26,-2.3%,4,5.0%
CHI,3-5,23,-4.9%,23,-4.5%,20,10.1%,17,-10.2%
TB,3-5,24,-8.5%,21,-3.7%,22,8.4%,21,-17.1%
CLE,2-7,25,-12.1%,25,-11.8%,16,12.1%,29,-29.2%
MIN,6-2,26,-12.4%,26,-12.3%,27,-3.2%,19,-14.7%
HOU,3-5,27,-13.0%,27,-13.0%,25,3.1%,30,-30.4%
STL,4-4,28,-15.1%,29,-16.1%,32,-12.9%,14,-6.0%
TEN,2-6,29,-16.7%,31,-18.6%,29,-6.1%,25,-22.9%
DET,1-7,30,-17.0%,30,-17.3%,28,-5.5%,32,-33.6%
DEN,7-1,31,-17.8%,28,-15.3%,30,-10.1%,22,-20.9%
SF,3-6,32,-20.2%,32,-21.8%,31,-12.2%,23,-21.8%
