Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
CIN,10-3,1,22.0%,2,19.2%,2,47.6%,4,2.9%
NE,11-2,2,19.7%,5,16.6%,4,38.8%,7,-1.6%
SEA,8-5,3,19.7%,1,25.1%,3,43.8%,3,5.4%
PIT,8-5,4,19.0%,3,18.1%,5,33.6%,2,8.1%
ARI,11-2,5,17.3%,6,15.4%,1,51.0%,21,-15.2%
KC,8-5,6,14.2%,4,16.7%,12,25.0%,1,9.3%
BUF,6-7,7,11.8%,7,12.5%,7,31.0%,6,1.3%
GB,9-4,8,10.4%,11,5.8%,6,32.2%,17,-12.1%
CAR,13-0,9,8.1%,8,8.9%,10,27.5%,8,-3.9%
NO,5-8,10,7.1%,9,7.5%,11,25.8%,13,-8.6%
OAK,6-7,11,5.7%,12,5.7%,8,29.6%,20,-14.8%
CHI,5-8,12,3.6%,10,5.9%,15,21.1%,10,-4.7%
NYJ,8-5,13,2.8%,13,2.7%,9,28.8%,22,-19.0%
SD,3-10,14,-0.4%,18,-2.5%,13,22.2%,27,-24.1%
MIN,8-5,15,-1.0%,15,0.9%,20,7.8%,9,-4.1%
JAX,5-8,16,-1.3%,17,-1.8%,17,15.4%,25,-22.7%
NYG,6-7,17,-1.8%,16,-1.0%,16,16.6%,24,-21.5%
TB,6-7,18,-3.4%,14,1.2%,18,13.4%,15,-9.8%
WAS,6-7,19,-4.3%,20,-3.9%,14,21.3%,30,-26.2%
DET,4-9,20,-4.7%,19,-2.7%,19,10.4%,29,-25.8%
MIA,5-8,21,-5.4%,21,-5.6%,27,-0.5%,5,2.2%
ATL,6-7,22,-7.2%,26,-11.8%,24,0.6%,18,-12.5%
HOU,6-7,23,-7.3%,22,-7.2%,21,7.1%,23,-20.8%
BAL,4-9,24,-7.3%,23,-9.7%,26,-0.3%,16,-10.6%
PHI,6-7,25,-12.2%,28,-13.0%,29,-6.7%,14,-9.3%
TEN,3-10,26,-12.5%,25,-11.7%,23,1.4%,28,-24.5%
CLE,3-10,27,-12.6%,27,-12.5%,22,6.6%,31,-26.9%
DEN,10-3,28,-13.8%,24,-11.3%,30,-9.6%,19,-13.6%
IND,6-7,29,-14.8%,31,-17.7%,25,0.6%,32,-31.4%
DAL,4-9,30,-15.2%,30,-17.5%,31,-10.4%,12,-7.0%
SF,4-9,31,-16.4%,29,-16.4%,28,-4.8%,26,-23.6%
STL,5-8,32,-21.1%,32,-22.9%,32,-25.0%,11,-5.7%
