Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
CIN,10-2,1,23.3%,2,20.8%,1,52.3%,4,2.1%
NE,10-2,2,20.0%,5,17.1%,3,38.9%,7,-1.5%
PIT,7-5,3,18.7%,3,18.1%,5,33.4%,3,8.5%
ARI,10-2,4,18.6%,6,17.0%,2,52.3%,20,-12.9%
SEA,7-5,5,18.3%,1,23.0%,4,37.4%,2,9.7%
KC,7-5,6,14.9%,4,17.5%,10,25.0%,1,10.1%
BUF,6-6,7,12.0%,7,12.5%,8,30.2%,5,0.6%
GB,8-4,8,9.2%,11,4.8%,7,30.8%,21,-14.2%
OAK,5-7,9,8.7%,8,10.5%,6,31.1%,19,-12.7%
NO,4-8,10,6.8%,9,6.8%,11,24.5%,13,-9.2%
CAR,12-0,11,5.7%,10,6.7%,12,23.6%,9,-4.7%
CHI,5-7,12,1.5%,12,3.1%,15,17.6%,10,-5.7%
SD,3-9,13,0.4%,15,-1.5%,13,23.0%,26,-23.7%
NYJ,7-5,14,0.4%,14,-0.7%,9,26.7%,24,-21.9%
JAX,4-8,15,-2.1%,17,-3.0%,16,16.6%,29,-29.3%
MIN,8-4,16,-2.8%,16,-1.5%,25,2.4%,6,-1.4%
TB,6-6,17,-3.3%,13,2.0%,17,15.3%,16,-10.6%
HOU,6-6,18,-3.7%,18,-3.4%,18,12.7%,23,-20.4%
ATL,6-6,19,-4.5%,24,-7.8%,23,3.9%,15,-10.5%
NYG,5-7,20,-5.1%,22,-5.7%,20,9.5%,22,-19.2%
WAS,5-7,21,-5.5%,21,-5.5%,14,19.9%,28,-29.1%
MIA,5-7,22,-6.1%,19,-5.0%,26,0.8%,8,-2.5%
BAL,4-8,23,-6.2%,23,-7.4%,27,-0.7%,11,-7.7%
DET,4-8,24,-6.7%,20,-5.1%,19,10.7%,30,-31.2%
DEN,10-2,25,-11.2%,25,-7.8%,31,-7.7%,12,-9.1%
TEN,3-9,26,-11.3%,26,-11.3%,24,2.9%,25,-22.9%
PHI,5-7,27,-12.6%,27,-13.0%,30,-6.6%,14,-9.4%
IND,6-6,28,-12.9%,30,-14.5%,22,4.3%,31,-33.1%
CLE,2-10,29,-13.3%,28,-13.8%,21,7.9%,32,-33.4%
DAL,4-8,30,-14.4%,31,-15.4%,29,-5.5%,17,-11.6%
SF,4-8,31,-14.6%,29,-14.5%,28,-0.9%,27,-23.8%
STL,4-8,32,-23.3%,32,-25.2%,32,-22.7%,18,-12.1%
