Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,9-0,1,22.1%,1,19.2%,3,40.6%,5,3.3%
CIN,8-1,2,19.7%,2,19.0%,1,47.5%,8,-0.8%
ARI,7-2,3,17.2%,3,15.7%,2,45.6%,18,-10.3%
PIT,6-4,4,16.7%,4,14.2%,7,31.4%,1,8.1%
GB,6-3,5,13.5%,8,9.9%,4,36.7%,19,-12.1%
OAK,4-5,6,11.7%,5,13.4%,6,32.4%,13,-6.5%
BUF,5-4,7,11.2%,7,10.2%,12,22.5%,2,7.6%
KC,4-5,8,8.9%,6,10.8%,14,16.8%,3,7.0%
CAR,9-0,9,8.5%,9,9.5%,11,23.1%,7,0.4%
NO,4-6,10,7.6%,10,8.3%,9,27.6%,17,-9.8%
SEA,4-5,11,4.2%,12,5.4%,17,14.5%,6,2.3%
SD,2-7,12,3.6%,14,4.5%,8,28.1%,27,-24.3%
NYJ,5-4,13,3.4%,13,4.7%,5,33.2%,24,-21.0%
MIA,4-5,14,2.9%,11,6.1%,21,10.1%,4,5.5%
ATL,6-3,15,2.2%,18,-0.8%,20,11.5%,12,-3.3%
WAS,4-5,16,1.9%,15,1.9%,10,24.7%,22,-17.0%
NYG,5-5,17,0.5%,17,0.1%,13,17.4%,21,-16.5%
CHI,4-5,18,-1.0%,16,0.6%,15,16.7%,16,-9.6%
BAL,2-7,19,-1.9%,19,-2.2%,25,3.7%,10,-2.5%
IND,4-5,20,-3.7%,20,-3.6%,19,11.9%,26,-23.6%
JAX,3-6,21,-4.6%,21,-5.1%,16,16.0%,29,-30.8%
DAL,2-7,22,-5.1%,24,-6.2%,24,4.8%,11,-3.0%
PHI,4-5,23,-7.2%,23,-6.0%,28,-2.0%,9,-2.4%
MIN,7-2,24,-7.5%,25,-7.4%,27,-0.8%,14,-7.1%
TB,4-5,25,-9.9%,22,-5.5%,22,6.1%,20,-16.4%
HOU,4-5,26,-11.9%,26,-12.2%,23,5.0%,30,-31.1%
CLE,2-8,27,-12.7%,27,-12.4%,18,12.5%,31,-34.5%
DET,2-7,28,-14.9%,28,-15.1%,26,-0.3%,32,-37.7%
TEN,2-7,29,-16.3%,29,-18.4%,29,-3.7%,28,-24.9%
SF,3-6,30,-19.7%,30,-20.4%,30,-11.2%,25,-22.2%
STL,4-5,31,-20.6%,32,-21.6%,32,-20.6%,15,-8.9%
DEN,7-2,32,-22.1%,31,-20.9%,31,-19.1%,23,-19.3%
