Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
CIN,8-2,1,22.2%,1,20.3%,1,50.1%,7,0.3%
NE,10-0,2,20.8%,2,17.5%,3,40.4%,6,0.9%
ARI,8-2,3,17.8%,3,17.2%,2,47.8%,17,-11.0%
PIT,6-4,4,16.6%,4,15.1%,5,30.8%,1,8.7%
GB,7-3,5,13.6%,8,10.0%,4,37.8%,19,-12.0%
SEA,5-5,6,10.5%,5,13.1%,12,22.6%,2,7.9%
CAR,10-0,7,10.2%,7,11.4%,6,28.7%,8,-0.8%
KC,5-5,8,9.8%,6,11.9%,15,18.5%,3,6.1%
BUF,5-5,9,9.7%,10,8.6%,10,23.9%,5,1.9%
NO,4-6,10,8.6%,11,8.4%,7,28.1%,14,-8.2%
OAK,4-6,11,7.0%,9,8.7%,8,28.1%,16,-10.3%
CHI,4-6,12,2.8%,12,5.5%,13,21.6%,15,-8.5%
MIA,4-6,13,0.9%,13,4.3%,23,7.6%,4,4.4%
SD,2-8,14,0.4%,15,0.6%,9,24.5%,28,-26.5%
NYG,5-5,15,-0.2%,16,0.2%,18,16.0%,22,-16.0%
NYJ,5-5,16,-1.0%,17,-1.1%,11,23.6%,23,-20.4%
ATL,6-4,17,-1.3%,20,-5.0%,22,7.9%,13,-8.0%
TB,5-5,18,-3.0%,14,1.9%,17,17.2%,18,-11.6%
BAL,3-7,19,-4.0%,18,-4.1%,25,1.5%,11,-5.3%
WAS,4-6,20,-4.3%,21,-5.2%,14,18.8%,26,-25.1%
JAX,4-6,21,-4.5%,22,-5.5%,16,17.5%,30,-32.8%
MIN,7-3,22,-5.2%,19,-4.6%,24,3.4%,12,-6.9%
IND,5-5,23,-6.9%,23,-7.0%,21,9.1%,29,-26.9%
HOU,5-5,24,-7.2%,24,-7.5%,20,9.7%,27,-25.6%
DAL,3-7,25,-8.0%,25,-9.4%,28,0.5%,9,-3.6%
PHI,4-6,26,-10.7%,26,-10.2%,30,-6.6%,10,-4.6%
TEN,2-8,27,-12.3%,28,-13.6%,27,0.7%,24,-21.6%
CLE,2-8,28,-13.3%,27,-12.9%,19,11.4%,31,-34.5%
DET,3-7,29,-13.4%,29,-14.0%,26,1.2%,32,-34.8%
DEN,8-2,30,-16.2%,30,-14.4%,31,-11.7%,21,-15.0%
SF,3-7,31,-17.5%,31,-16.7%,29,-6.0%,25,-23.3%
STL,4-6,32,-22.8%,32,-24.7%,32,-20.9%,20,-13.6%
