Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
CIN,9-2,1,24.1%,1,21.7%,1,52.1%,4,1.7%
NE,10-1,2,20.4%,4,17.6%,3,41.7%,8,-3.5%
PIT,6-5,3,16.9%,5,16.2%,7,28.4%,1,11.9%
KC,6-5,4,16.5%,3,19.2%,10,26.7%,3,10.3%
SEA,6-5,5,16.3%,2,20.2%,6,31.6%,2,10.5%
ARI,9-2,6,13.9%,7,11.7%,2,45.6%,21,-15.2%
GB,7-4,7,12.9%,9,9.3%,5,33.1%,13,-8.1%
OAK,5-6,8,10.7%,6,13.5%,4,35.5%,20,-12.5%
BUF,5-6,9,8.8%,8,9.4%,12,25.3%,6,-1.0%
CAR,11-0,10,7.4%,10,8.6%,9,26.8%,9,-4.1%
SD,3-8,11,4.2%,12,4.1%,8,28.2%,25,-23.5%
NO,4-7,12,4.0%,13,3.4%,14,20.8%,15,-9.7%
CHI,5-6,13,3.6%,11,5.9%,13,22.8%,11,-7.5%
MIN,8-3,14,0.1%,14,1.5%,23,7.2%,5,0.1%
NYJ,6-5,15,-0.4%,15,-0.5%,11,26.3%,23,-21.1%
MIA,4-7,16,-3.3%,17,-1.5%,25,4.4%,7,-1.3%
ATL,6-5,17,-4.3%,25,-7.8%,24,4.7%,17,-10.5%
BAL,4-7,18,-4.8%,19,-5.2%,26,0.5%,10,-5.5%
WAS,5-6,20,-5.0%,20,-5.3%,15,19.5%,28,-27.2%
JAX,4-7,21,-5.1%,21,-6.5%,16,14.5%,31,-32.7%
NYG,5-6,22,-5.5%,22,-6.6%,22,8.0%,22,-18.7%
DET,4-7,23,-6.0%,18,-4.8%,18,10.7%,30,-31.6%
HOU,6-5,24,-7.3%,23,-7.5%,21,8.0%,24,-21.7%
IND,6-5,25,-7.8%,24,-7.7%,20,10.0%,29,-30.5%
DEN,9-2,26,-11.3%,26,-8.2%,29,-8.2%,12,-8.0%
CLE,2-9,27,-12.3%,27,-12.4%,19,10.5%,32,-33.3%
TEN,2-9,28,-14.0%,30,-15.8%,27,-0.5%,27,-25.2%
PHI,4-7,29,-14.2%,29,-15.0%,31,-9.6%,16,-9.9%
DAL,3-8,30,-15.1%,31,-16.6%,30,-8.7%,14,-8.9%
SF,3-8,31,-15.2%,28,-14.4%,28,-1.1%,26,-24.6%
STL,4-7,32,-22.0%,32,-23.5%,32,-20.7%,18,-12.2%
TB,5-6,32,-22.0%,32,-23.5%,32,-20.7%,18,-12.2%
