Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,3-0,1,43.2%,1,43.2%,1,86.0%,10,-0.7%
NE,3-0,2,42.1%,2,42.1%,4,68.0%,1,15.6%
ARI,3-0,3,38.9%,3,38.9%,2,78.2%,7,5.7%
PIT,2-1,4,33.3%,4,33.3%,5,61.3%,4,8.7%
CIN,3-0,5,28.9%,5,28.9%,3,75.8%,15,-6.2%
BUF,2-1,6,27.2%,6,27.2%,7,45.2%,2,10.7%
ATL,3-0,7,23.6%,7,23.6%,6,46.7%,13,-3.1%
OAK,2-1,8,12.5%,8,12.5%,10,33.3%,3,9.2%
CAR,3-0,9,11.7%,9,11.7%,11,31.1%,17,-8.3%
NYG,1-2,10,5.6%,10,5.6%,8,34.1%,21,-19.3%
DAL,2-1,11,4.6%,11,4.6%,12,26.2%,11,-0.7%
TEN,1-2,12,4.2%,12,4.2%,9,33.7%,18,-12.0%
MIN,2-1,13,3.2%,13,3.2%,17,5.6%,5,6.2%
SEA,1-2,14,-3.6%,14,-3.6%,20,3.8%,12,-2.5%
WAS,1-2,15,-4.2%,15,-4.2%,14,14.6%,19,-12.9%
SD,1-2,16,-5.0%,16,-5.0%,13,16.2%,23,-19.6%
BAL,0-3,17,-5.3%,17,-5.3%,16,10.7%,22,-19.5%
NO,0-3,18,-5.5%,18,-5.5%,19,4.5%,14,-5.5%
IND,1-2,19,-8.1%,19,-8.1%,23,-3.9%,16,-6.9%
NYJ,2-1,20,-11.2%,20,-11.2%,22,0.0%,20,-16.2%
JAX,1-2,21,-11.3%,21,-11.3%,21,3.3%,28,-31.4%
STL,1-2,22,-12.4%,22,-12.4%,15,12.1%,27,-30.4%
DET,0-3,23,-14.9%,23,-14.9%,18,4.6%,31,-43.8%
KC,1-2,24,-15.1%,24,-15.1%,30,-22.7%,6,6.0%
HOU,1-2,25,-17.0%,25,-17.0%,26,-6.1%,25,-22.4%
MIA,1-2,26,-17.0%,26,-17.0%,28,-8.4%,24,-20.5%
PHI,1-2,27,-20.3%,27,-20.3%,24,-4.9%,29,-33.9%
SF,1-2,28,-21.8%,28,-21.8%,32,-33.0%,8,2.2%
CHI,0-3,29,-21.8%,29,-21.8%,31,-23.9%,9,0.8%
CLE,1-2,30,-22.9%,30,-22.9%,25,-6.0%,26,-27.9%
DEN,3-0,31,-24.2%,31,-24.2%,27,-6.5%,30,-37.6%
TB,1-2,32,-38.4%,32,-38.4%,29,-18.7%,32,-48.5%
