Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
SEA,10-6,1,19.7%,1,27.3%,2,45.6%,3,3.9%
CIN,12-4,2,19.4%,3,14.7%,1,46.4%,6,0.4%
PIT,10-6,3,17.7%,2,14.9%,5,32.5%,2,6.4%
ARI,13-3,4,16.2%,5,13.8%,3,42.5%,13,-8.5%
NE,12-4,5,15.4%,10,9.4%,4,35.1%,9,-5.9%
KC,11-5,6,13.1%,4,14.5%,11,24.5%,1,8.4%
CAR,15-1,7,10.5%,7,12.6%,8,28.7%,7,-1.0%
NO,7-9,8,9.8%,6,13.3%,7,30.0%,14,-8.9%
BUF,8-8,9,9.7%,8,9.5%,9,25.2%,4,2.6%
CHI,6-10,10,6.6%,9,9.5%,14,20.4%,5,1.8%
GB,10-6,11,2.7%,22,-7.5%,15,18.5%,19,-13.5%
WAS,9-7,12,2.0%,13,6.7%,6,32.5%,30,-25.3%
DET,7-9,13,1.8%,12,7.2%,16,17.6%,25,-19.7%
NYJ,10-6,14,1.6%,15,3.1%,10,24.5%,24,-17.9%
MIN,11-5,15,0.5%,14,3.5%,19,10.3%,8,-3.0%
SD,4-12,16,-0.4%,18,-4.3%,12,23.3%,28,-23.2%
OAK,7-9,17,-1.3%,19,-6.7%,13,20.9%,21,-16.4%
TB,6-10,18,-1.5%,11,7.9%,17,15.1%,17,-10.5%
NYG,6-10,19,-1.8%,16,-0.7%,18,11.8%,20,-13.5%
JAX,5-11,20,-5.2%,21,-7.1%,20,10.3%,31,-26.8%
BAL,5-11,21,-5.5%,23,-8.2%,22,4.6%,18,-10.6%
ATL,8-8,22,-7.2%,26,-13.4%,23,4.0%,22,-17.4%
MIA,6-10,23,-7.4%,20,-6.8%,24,2.1%,12,-8.4%
DEN,12-4,24,-8.5%,17,-3.4%,28,-2.9%,16,-10.3%
HOU,9-7,25,-8.9%,24,-9.0%,21,5.9%,26,-20.5%
PHI,7-9,26,-10.5%,25,-10.2%,29,-3.4%,15,-9.4%
CLE,3-13,27,-13.2%,28,-13.8%,25,-0.1%,23,-17.6%
SF,5-11,28,-13.9%,27,-13.6%,26,-2.2%,27,-21.8%
STL,7-9,29,-15.5%,29,-15.6%,32,-12.9%,11,-7.9%
DAL,4-12,30,-15.8%,31,-18.5%,31,-12.6%,10,-6.4%
IND,8-8,31,-15.9%,32,-21.0%,27,-2.9%,32,-29.0%
TEN,3-13,32,-15.9%,30,-17.8%,30,-6.4%,29,-23.2%
