Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,9-5,1,-19.5%,1,-17.2%,3,-13.3%,2,-28.8%
IND,12-2,2,-15.1%,3,-12.8%,1,-19.3%,11,-10.4%
TB,9-5,3,-13.3%,2,-16.3%,4,-12.6%,6,-14.1%
TEN,8-6,4,-10.8%,9,-5.7%,2,-14.3%,16,-5.6%
SEA,9-5,5,-9.6%,4,-9.5%,7,-7.0%,7,-13.2%
NE,14-0,6,-8.2%,8,-6.0%,5,-11.0%,19,-4.5%
BAL,4-10,7,-7.8%,10,-5.2%,25,13.1%,1,-30.8%
MIN,8-6,8,-6.3%,7,-6.4%,14,4.2%,3,-26.0%
SD,9-5,9,-5.8%,5,-6.9%,6,-9.5%,25,-1.0%
DAL,12-2,10,-5.7%,6,-6.8%,9,-3.2%,12,-9.6%
PHI,6-8,11,-4.1%,11,-4.2%,12,1.2%,8,-11.2%
KC,4-10,12,-3.3%,18,0.4%,8,-6.1%,28,-0.1%
WAS,7-7,13,-2.7%,15,-0.8%,11,-0.4%,14,-6.3%
CHI,5-9,14,-1.7%,12,-3.1%,21,10.4%,5,-15.1%
GB,12-2,15,-1.3%,17,0.3%,15,4.9%,13,-9.2%
NYG,9-5,16,-1.0%,13,-3.0%,16,6.6%,9,-10.9%
JAX,10-4,17,-0.2%,14,-1.1%,13,3.2%,17,-5.5%
CAR,6-8,18,1.9%,19,0.8%,24,12.4%,10,-10.9%
BUF,7-7,19,3.4%,20,1.9%,19,9.6%,18,-4.5%
STL,3-11,20,3.5%,16,0.1%,17,7.7%,23,-1.8%
ARI,6-8,21,3.6%,23,4.3%,20,10.2%,15,-6.1%
ATL,3-11,22,4.0%,22,3.4%,18,8.2%,26,-0.8%
HOU,7-7,23,5.7%,24,4.4%,22,11.2%,24,-1.8%
OAK,4-10,24,6.1%,25,5.1%,10,-2.8%,32,14.4%
DEN,6-8,25,6.4%,27,7.0%,27,13.3%,27,-0.2%
NO,7-7,26,7.9%,26,5.7%,30,25.6%,4,-17.4%
DET,6-8,27,8.1%,29,8.1%,26,13.2%,29,0.4%
NYJ,3-11,28,10.5%,21,3.0%,23,12.0%,31,9.3%
SF,4-10,29,11.2%,30,11.3%,28,23.2%,22,-2.7%
CLE,9-5,30,11.3%,28,8.0%,29,23.2%,20,-4.0%
CIN,5-9,31,13.0%,32,14.4%,32,26.9%,21,-3.4%
MIA,1-13,32,15.2%,31,13.8%,31,26.2%,30,7.4%
