Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TEN,4-2,1,-22.6%,1,-23.0%,1,-24.7%,6,-18.1%
WAS,4-2,2,-22.2%,2,-22.7%,2,-24.3%,4,-18.7%
PIT,4-2,3,-21.2%,3,-20.4%,6,-13.2%,1,-34.1%
BAL,4-3,4,-17.4%,5,-17.0%,10,-4.5%,2,-32.2%
IND,6-0,5,-16.8%,4,-17.1%,3,-22.6%,10,-9.7%
NE,7-0,6,-13.5%,6,-13.1%,4,-20.1%,19,-4.1%
KC,4-3,7,-10.9%,8,-10.8%,5,-14.5%,15,-6.4%
DAL,6-1,8,-10.3%,7,-10.9%,9,-4.7%,5,-18.2%
GB,5-1,9,-9.1%,9,-8.8%,11,-2.4%,7,-18.0%
SEA,4-3,10,-8.4%,10,-8.5%,8,-5.8%,9,-11.7%
MIN,2-4,11,-7.4%,11,-6.9%,17,5.3%,3,-28.7%
TB,4-3,12,-2.9%,12,-2.9%,14,1.1%,13,-7.0%
ARI,3-4,13,-1.8%,13,-2.1%,13,0.3%,17,-4.6%
NYG,5-2,14,-0.7%,14,-2.1%,16,4.0%,11,-7.9%
JAX,4-2,15,-0.1%,15,-0.4%,12,-1.7%,24,1.7%
CAR,4-2,16,0.1%,16,-0.3%,18,5.4%,14,-6.7%
PHI,2-4,17,0.3%,17,0.8%,15,2.2%,21,-2.4%
SD,3-3,18,2.5%,18,2.7%,19,6.6%,20,-3.2%
CHI,3-4,19,4.5%,21,5.1%,24,15.6%,12,-7.7%
HOU,3-4,20,4.7%,20,5.0%,21,9.4%,22,-1.7%
OAK,2-4,21,4.9%,19,4.6%,7,-9.6%,32,21.0%
STL,0-7,22,4.9%,22,5.1%,25,16.1%,16,-5.7%
SF,2-4,23,5.7%,24,6.1%,23,15.0%,18,-4.3%
BUF,2-4,24,6.1%,23,5.5%,20,8.2%,28,3.4%
NO,2-4,25,7.5%,25,6.9%,30,29.6%,8,-16.6%
ATL,1-6,26,8.0%,26,8.1%,22,13.3%,25,1.7%
CIN,2-4,27,10.3%,27,10.6%,28,18.6%,23,0.3%
DEN,3-3,28,10.4%,29,11.4%,27,17.7%,29,5.0%
DET,4-2,29,10.7%,28,11.0%,26,16.8%,26,2.0%
CLE,3-3,30,16.5%,30,16.3%,29,28.2%,27,2.9%
MIA,0-7,31,25.2%,31,25.7%,32,44.6%,30,11.0%
NYJ,1-6,32,27.0%,32,26.9%,31,43.6%,31,12.0%
