Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,4-1,1,-24.9%,1,-23.8%,3,-23.7%,3,-26.8%
TEN,3-2,2,-22.3%,2,-22.4%,2,-25.7%,6,-16.0%
WAS,3-2,3,-21.9%,3,-22.2%,1,-29.4%,14,-8.8%
BAL,4-2,4,-19.3%,4,-19.3%,8,-6.2%,1,-35.7%
NE,6-0,5,-18.0%,5,-18.3%,4,-23.3%,11,-10.0%
IND,5-0,6,-13.2%,6,-12.9%,6,-15.2%,10,-10.7%
GB,5-1,7,-9.5%,8,-9.2%,10,-3.5%,5,-17.3%
KC,3-3,8,-9.5%,7,-9.6%,5,-18.2%,23,1.4%
PHI,2-3,9,-8.9%,10,-8.1%,7,-15.0%,22,-0.5%
DAL,5-1,10,-8.3%,9,-9.0%,12,-1.9%,4,-18.0%
TB,4-2,11,-7.7%,11,-8.0%,11,-2.1%,8,-13.7%
MIN,2-3,12,-7.5%,12,-6.9%,19,8.6%,2,-35.4%
SEA,3-3,13,-2.9%,13,-2.4%,13,3.1%,12,-9.9%
NYG,4-2,14,-1.3%,14,-2.3%,17,6.0%,9,-11.6%
CAR,4-2,15,0.0%,15,0.0%,16,5.0%,15,-6.5%
ARI,3-3,16,1.1%,16,1.1%,15,4.6%,17,-3.9%
JAX,4-1,17,1.9%,17,1.9%,14,3.9%,21,-0.5%
CHI,2-4,18,3.4%,18,3.7%,22,11.5%,16,-5.2%
HOU,3-3,19,4.0%,19,4.4%,18,7.5%,20,-1.1%
SD,3-3,20,4.3%,20,4.8%,21,9.9%,18,-3.8%
SF,2-3,21,5.4%,22,5.8%,28,18.6%,13,-9.4%
ATL,1-5,22,5.8%,21,5.7%,20,9.4%,24,1.8%
STL,0-6,23,7.2%,23,7.0%,27,17.1%,19,-2.2%
CIN,1-4,24,8.3%,26,9.3%,23,13.9%,25,1.9%
OAK,2-3,25,9.0%,24,8.7%,9,-4.9%,32,25.2%
NO,1-4,26,9.2%,25,8.9%,31,34.3%,7,-15.2%
BUF,1-4,27,9.7%,27,9.5%,24,15.0%,27,3.3%
DET,3-2,28,10.1%,28,10.0%,26,15.9%,26,2.3%
DEN,2-3,29,11.6%,29,12.0%,25,15.0%,30,9.5%
CLE,3-3,30,17.8%,30,17.9%,29,29.8%,28,3.6%
MIA,0-6,31,20.5%,31,20.9%,30,32.5%,31,12.4%
NYJ,1-5,32,26.5%,32,26.3%,32,44.4%,29,8.9%
