Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,8-3,1,-24.6%,1,-23.7%,3,-14.7%,1,-38.9%
IND,9-2,2,-18.0%,2,-18.2%,1,-24.3%,10,-10.5%
NE,11-0,3,-15.2%,3,-14.0%,2,-19.3%,13,-9.2%
BAL,4-7,4,-13.1%,4,-12.2%,16,4.5%,2,-31.9%
TEN,6-5,5,-11.3%,8,-8.4%,4,-13.5%,17,-7.9%
KC,4-7,6,-10.9%,5,-10.9%,5,-13.3%,16,-8.1%
DAL,10-1,8,-9.3%,6,-10.7%,8,-4.5%,5,-16.7%
SEA,7-4,9,-8.8%,9,-8.2%,7,-8.4%,12,-9.4%
MIN,5-6,10,-7.2%,11,-6.6%,17,4.7%,3,-27.9%
NYG,7-4,11,-5.5%,10,-6.6%,13,3.7%,4,-18.4%
WAS,5-6,12,-5.4%,12,-3.6%,9,-3.3%,14,-8.7%
GB,10-1,13,-3.9%,13,-3.3%,11,0.6%,11,-10.1%
ARI,5-6,14,-0.7%,14,-1.7%,14,3.8%,18,-7.2%
ATL,3-8,15,0.5%,15,-1.0%,15,4.0%,22,-3.6%
SD,6-5,16,0.9%,16,1.0%,12,2.6%,26,-1.1%
CHI,5-6,17,1.5%,17,2.3%,23,12.9%,7,-11.5%
PHI,5-6,18,1.9%,19,4.4%,20,11.7%,9,-11.0%
DET,6-5,19,4.6%,18,3.3%,21,12.3%,15,-8.2%
JAX,8-3,20,5.5%,22,5.2%,18,8.3%,29,1.2%
HOU,5-6,21,5.6%,24,5.4%,19,11.6%,24,-1.9%
BUF,5-6,22,5.6%,21,5.2%,24,13.4%,21,-4.4%
CAR,4-7,23,5.9%,23,5.3%,26,15.8%,19,-5.4%
DEN,5-6,24,6.2%,25,5.7%,22,12.5%,28,-0.1%
STL,2-9,25,6.3%,20,4.6%,25,15.6%,20,-4.7%
TB,7-4,25,6.3%,20,4.6%,25,15.6%,20,-4.7%
MIA,0-11,26,9.0%,26,6.8%,27,19.5%,30,1.4%
NO,5-6,27,10.2%,27,9.5%,32,29.8%,6,-16.4%
OAK,3-8,28,10.5%,28,11.5%,10,-1.6%,32,21.4%
SF,3-8,29,12.5%,29,13.2%,29,24.0%,25,-1.1%
CIN,4-7,30,12.7%,30,14.5%,28,23.8%,27,-0.9%
CLE,7-4,31,15.4%,31,14.5%,31,29.3%,23,-3.4%
NYJ,2-9,32,19.4%,32,17.2%,30,28.8%,31,11.6%
