Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
IND,13-2,1,-15.2%,2,-13.3%,1,-19.1%,10,-10.6%
PIT,10-5,2,-14.9%,5,-9.6%,6,-7.2%,2,-26.8%
TB,9-6,3,-13.9%,1,-17.1%,3,-13.8%,6,-14.1%
TEN,9-6,4,-12.5%,8,-7.5%,2,-15.6%,15,-8.0%
SEA,10-5,5,-9.2%,4,-10.1%,8,-5.4%,5,-14.6%
NE,15-0,6,-8.5%,11,-5.7%,5,-11.6%,19,-4.2%
SD,10-5,7,-8.4%,3,-12.2%,4,-12.6%,23,-2.9%
BAL,4-11,8,-7.1%,13,-3.7%,22,12.5%,1,-28.3%
DAL,13-2,9,-6.7%,6,-8.5%,9,-4.7%,12,-9.9%
PHI,7-8,10,-4.4%,12,-4.4%,13,0.8%,8,-11.5%
MIN,8-7,11,-4.2%,14,-2.1%,18,7.2%,3,-24.5%
NYG,10-5,12,-3.9%,7,-7.8%,14,1.1%,11,-10.3%
CHI,6-9,13,-3.9%,10,-6.8%,15,5.2%,7,-14.0%
KC,4-11,14,-3.8%,19,1.1%,7,-6.7%,26,-0.7%
JAX,11-4,15,-3.3%,9,-7.0%,10,-1.7%,18,-5.7%
WAS,8-7,16,-3.0%,16,-1.6%,12,0.5%,13,-8.6%
GB,12-3,17,-0.7%,20,1.7%,17,5.6%,14,-8.1%
CAR,6-9,18,1.2%,17,0.0%,21,11.0%,9,-10.8%
BUF,7-8,19,1.4%,15,-2.1%,16,5.3%,22,-3.3%
STL,3-12,20,5.2%,21,1.9%,19,10.2%,25,-0.9%
ARI,7-8,21,5.5%,28,8.0%,26,14.0%,16,-7.1%
ATL,3-12,22,5.9%,26,7.7%,24,13.1%,24,-2.7%
DEN,6-9,23,6.2%,23,6.5%,23,13.1%,27,-0.4%
SF,5-10,24,8.0%,27,7.9%,30,19.9%,17,-6.5%
HOU,7-8,25,8.1%,29,8.9%,25,13.7%,28,0.6%
CLE,9-6,26,8.2%,22,3.1%,28,17.7%,21,-3.4%
OAK,4-11,27,8.4%,25,7.4%,11,-0.3%,32,16.6%
NO,7-8,28,8.6%,24,6.5%,32,24.8%,4,-14.6%
DET,7-8,29,9.2%,32,11.7%,27,14.3%,29,1.4%
NYJ,3-12,30,9.7%,18,0.9%,20,10.4%,31,9.1%
CIN,6-9,31,9.7%,30,9.1%,31,20.7%,20,-3.6%
MIA,1-14,32,12.6%,31,10.6%,29,18.9%,30,7.7%
