Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,7-3,1,-21.9%,1,-21.7%,5,-13.3%,1,-34.7%
IND,8-2,2,-19.4%,2,-20.0%,1,-25.3%,9,-12.1%
TEN,6-4,3,-18.2%,3,-17.2%,3,-22.2%,10,-11.8%
NE,10-0,4,-16.1%,6,-15.1%,2,-22.6%,17,-7.1%
BAL,4-6,5,-15.5%,5,-15.3%,11,-1.1%,2,-30.5%
KC,4-6,6,-15.3%,4,-15.5%,4,-15.1%,5,-15.4%
TB,6-4,7,-9.2%,8,-8.3%,6,-7.7%,12,-10.8%
DAL,9-1,8,-8.5%,7,-9.4%,7,-4.1%,4,-15.5%
GB,9-1,9,-5.9%,10,-5.6%,13,-0.1%,7,-13.6%
ARI,5-5,10,-5.6%,9,-8.1%,9,-2.1%,13,-10.7%
NYG,7-3,11,-4.3%,11,-5.6%,15,1.9%,6,-13.9%
SEA,6-4,12,-4.1%,12,-3.0%,8,-3.8%,22,-4.4%
WAS,5-5,13,-3.7%,14,-2.4%,12,-0.8%,16,-8.5%
MIN,4-6,14,-3.6%,13,-2.8%,21,11.7%,3,-29.5%
SD,5-5,15,-1.3%,16,-2.0%,10,-1.6%,26,-0.9%
ATL,3-7,16,-0.4%,15,-2.0%,16,2.6%,23,-3.9%
DET,6-4,17,0.7%,17,-1.0%,18,7.8%,14,-10.6%
CAR,4-6,18,3.6%,19,2.1%,22,11.9%,18,-5.9%
CHI,4-6,19,3.6%,22,4.7%,23,15.6%,15,-10.4%
BUF,5-5,20,3.7%,18,2.0%,19,10.5%,19,-5.1%
PHI,5-5,21,3.7%,23,6.4%,25,16.7%,11,-11.5%
JAX,7-3,22,3.7%,20,3.3%,17,6.4%,27,-0.2%
HOU,5-5,23,4.6%,21,4.6%,20,10.6%,25,-3.0%
DEN,5-5,24,7.9%,25,9.0%,24,15.6%,28,0.3%
STL,2-8,25,8.9%,24,8.0%,26,21.2%,20,-4.7%
OAK,2-8,26,10.8%,27,11.9%,14,0.7%,32,20.1%
SF,2-8,27,11.4%,28,12.0%,28,24.3%,24,-3.1%
MIA,0-10,28,12.6%,26,11.5%,27,22.9%,30,5.0%
NO,4-6,29,14.5%,29,14.2%,32,35.6%,8,-12.7%
CIN,3-7,30,15.4%,31,17.5%,29,27.9%,29,0.6%
CLE,6-4,31,15.7%,30,14.3%,30,31.1%,21,-4.5%
NYJ,2-8,32,21.3%,32,19.4%,31,34.3%,31,10.8%
