Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TEN,3-1,1,-25.8%,1,-25.8%,1,-35.1%,13,-9.0%
PIT,4-1,2,-25.4%,2,-25.4%,3,-24.7%,3,-26.5%
NE,5-0,3,-19.7%,3,-19.7%,2,-26.4%,12,-9.4%
WAS,3-1,4,-16.5%,4,-16.5%,4,-22.1%,18,-7.0%
BAL,3-2,5,-14.6%,5,-14.6%,15,2.4%,2,-35.6%
MIN,1-3,6,-13.8%,6,-13.8%,13,-1.3%,1,-36.3%
IND,5-0,7,-11.5%,7,-11.5%,7,-11.7%,9,-11.4%
DAL,5-0,8,-11.5%,8,-11.5%,9,-8.8%,4,-15.4%
PHI,1-3,9,-10.3%,9,-10.3%,6,-12.1%,16,-7.5%
TB,3-2,10,-8.6%,10,-8.6%,10,-5.1%,6,-12.5%
SEA,3-2,11,-8.4%,11,-8.4%,8,-9.5%,17,-7.1%
KC,2-3,12,-7.4%,12,-7.4%,5,-17.7%,25,4.0%
GB,4-1,13,-2.3%,13,-2.3%,14,2.3%,15,-8.4%
NYG,3-2,14,-1.7%,14,-1.7%,18,7.9%,5,-13.7%
ARI,3-2,15,-1.4%,15,-1.4%,16,3.7%,14,-8.7%
HOU,3-2,16,-0.5%,16,-0.5%,19,8.0%,7,-12.2%
JAX,3-1,17,1.4%,17,1.4%,12,-2.3%,26,5.3%
CHI,2-3,18,1.4%,18,1.4%,21,10.6%,11,-9.8%
SF,2-3,19,3.2%,19,3.2%,24,15.4%,10,-10.4%
ATL,1-4,20,3.4%,20,3.4%,20,8.4%,21,-2.3%
OAK,2-2,21,5.4%,21,5.4%,11,-2.8%,32,16.3%
CIN,1-3,22,8.1%,22,8.1%,17,7.8%,29,8.5%
CAR,3-2,23,8.4%,23,8.4%,28,18.3%,19,-4.4%
SD,2-3,24,8.5%,24,8.5%,22,13.4%,22,1.8%
NO,0-4,25,9.1%,25,9.1%,30,37.1%,8,-11.9%
DET,3-2,26,9.8%,26,9.8%,25,15.6%,23,2.2%
BUF,1-4,27,10.7%,27,10.7%,26,16.2%,24,3.9%
DEN,2-3,28,13.0%,28,13.0%,23,14.4%,30,12.1%
STL,0-5,29,14.2%,29,14.2%,29,23.2%,27,5.8%
MIA,0-5,30,14.3%,30,14.3%,27,17.1%,31,12.5%
CLE,2-3,31,19.1%,31,19.1%,31,38.5%,20,-3.2%
NYJ,1-4,32,27.5%,32,27.5%,32,49.4%,28,7.1%
