Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
TEN,6-3,1,-25.4%,1,-25.4%,2,-30.2%,4,-17.5%
PIT,7-2,2,-24.3%,2,-23.2%,4,-15.8%,1,-38.0%
IND,7-2,3,-21.3%,3,-21.8%,1,-30.3%,13,-10.0%
NE,9-0,4,-17.8%,4,-17.3%,3,-24.8%,15,-8.0%
BAL,4-5,5,-17.2%,5,-17.2%,12,0.0%,2,-36.0%
DAL,8-1,6,-11.8%,6,-13.9%,5,-8.3%,5,-16.8%
KC,4-5,7,-9.2%,7,-8.9%,6,-8.1%,11,-10.7%
SEA,5-4,8,-8.4%,8,-8.6%,7,-8.0%,14,-8.8%
TB,5-4,9,-6.9%,10,-5.8%,10,-3.7%,12,-10.2%
WAS,5-4,10,-6.6%,9,-5.9%,8,-6.2%,17,-7.3%
GB,8-1,11,-5.1%,12,-4.9%,13,2.7%,6,-15.7%
MIN,3-6,12,-3.2%,16,-2.1%,21,10.8%,3,-26.9%
ARI,4-5,13,-2.2%,11,-5.0%,16,4.7%,10,-11.8%
SD,5-4,14,-2.0%,14,-2.6%,9,-4.8%,27,1.6%
NYG,6-3,15,-1.1%,13,-3.6%,18,7.1%,9,-12.6%
ATL,3-6,16,-0.6%,17,-1.5%,15,3.3%,21,-5.2%
CAR,4-5,17,0.1%,15,-2.1%,17,6.5%,18,-7.2%
BUF,5-4,18,0.7%,18,-1.3%,19,7.1%,16,-7.4%
JAX,6-3,19,1.8%,19,0.9%,14,2.9%,25,0.1%
CHI,4-5,20,2.3%,21,2.9%,24,16.0%,8,-12.8%
DET,6-3,21,3.6%,20,1.8%,20,8.4%,22,-3.9%
PHI,4-5,22,7.4%,24,10.3%,25,19.1%,20,-6.8%
DEN,4-5,23,7.5%,23,9.6%,22,15.3%,26,0.5%
STL,1-8,24,9.3%,22,9.0%,26,19.4%,24,-1.4%
HOU,4-5,25,9.3%,25,10.8%,23,15.5%,28,1.9%
OAK,2-7,26,11.2%,26,11.9%,11,-0.3%,32,21.9%
SF,2-7,27,12.0%,27,13.0%,27,25.4%,23,-2.9%
NO,4-5,28,14.2%,28,13.9%,31,35.9%,7,-13.8%
CLE,5-4,29,14.7%,29,14.4%,30,31.8%,19,-6.8%
MIA,0-9,30,15.3%,30,15.9%,29,27.4%,30,6.5%
CIN,3-6,31,15.6%,31,17.4%,28,25.5%,29,3.9%
NYJ,1-8,32,25.4%,32,24.3%,32,41.1%,31,12.7%
