Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,11-4,1,31.8%,2,27.4%,1,36.5%,1,33.3%,28,10.7%,26,9.5%,2,6.0%,8,3.5%
NO,13-2,2,28.5%,1,34.5%,4,17.9%,6,16.3%,6,-9.1%,2,-16.0%,9,1.5%,9,2.1%
LAC,11-4,3,23.9%,3,25.3%,3,23.0%,3,20.6%,10,-4.1%,10,-4.6%,26,-3.2%,17,0.1%
LAR,12-3,4,22.3%,4,18.6%,2,24.7%,2,21.1%,16,1.7%,16,1.9%,18,-0.7%,21,-0.7%
CHI,11-4,5,17.2%,7,16.8%,22,-4.3%,23,-5.3%,1,-24.6%,1,-25.5%,25,-3.1%,27,-3.4%
BAL,9-6,6,16.7%,5,18.0%,14,0.9%,20,-1.7%,3,-13.0%,4,-14.5%,6,2.9%,4,5.2%
MIN,8-6-1,7,10.9%,8,14.6%,16,-0.8%,17,-0.1%,2,-13.5%,3,-14.7%,22,-1.7%,18,0.0%
PIT,8-6-1,8,10.8%,10,10.9%,5,16.6%,4,18.3%,15,1.5%,18,3.1%,28,-4.3%,30,-4.3%
NE,10-5,9,10.5%,9,11.5%,7,14.2%,7,14.9%,20,3.6%,20,4.5%,15,-0.2%,13,1.1%
IND,9-6,10,10.2%,6,17.1%,10,6.4%,9,11.1%,11,-3.0%,9,-5.4%,11,0.8%,15,0.5%
SEA,9-6,11,8.3%,11,9.4%,8,10.8%,8,14.4%,17,1.8%,19,4.4%,19,-0.8%,19,-0.5%
HOU,10-5,12,7.5%,12,6.5%,20,-3.5%,19,-1.4%,8,-7.6%,11,-4.3%,5,3.3%,7,3.7%
DEN,6-9,13,5.5%,15,4.6%,13,1.9%,15,0.8%,7,-7.7%,7,-8.1%,27,-4.1%,31,-4.4%
GB,6-8-1,14,2.3%,16,1.2%,6,16.1%,5,17.5%,27,9.5%,30,12.3%,29,-4.3%,28,-4.0%
NYG,5-10,15,-1.0%,14,5.8%,15,0.2%,14,1.5%,22,4.8%,14,1.7%,4,3.6%,2,6.0%
ATL,6-9,16,-2.4%,18,0.1%,9,8.0%,11,7.6%,29,11.3%,24,9.2%,10,0.9%,11,1.6%
DAL,9-6,17,-2.7%,19,0.0%,26,-8.5%,26,-7.9%,9,-7.1%,6,-8.4%,21,-1.3%,20,-0.6%
CLE,7-7-1,18,-3.7%,13,6.3%,19,-1.9%,10,9.2%,12,-2.8%,13,1.0%,31,-4.6%,25,-1.9%
CAR,6-9,19,-4.1%,23,-11.1%,12,3.7%,18,-0.4%,25,7.5%,25,9.2%,16,-0.4%,24,-1.5%
PHI,8-7,20,-4.6%,20,-3.0%,17,-1.1%,12,1.9%,19,3.4%,21,6.6%,13,-0.1%,12,1.6%
TEN,9-6,21,-4.6%,17,0.9%,23,-5.0%,16,0.2%,14,-0.2%,12,-2.0%,12,0.2%,22,-1.3%
JAX,5-10,22,-4.7%,21,-7.8%,30,-18.8%,30,-21.1%,5,-9.5%,8,-7.3%,3,4.6%,3,5.9%
CIN,6-9,23,-10.8%,28,-19.3%,18,-1.5%,24,-6.2%,30,11.5%,32,16.8%,8,2.2%,6,3.8%
MIA,7-8,24,-12.5%,30,-20.5%,24,-6.1%,25,-7.7%,23,5.2%,27,9.5%,20,-1.2%,26,-3.2%
NYJ,4-11,25,-14.0%,26,-15.9%,29,-18.0%,28,-14.0%,21,4.1%,28,10.4%,1,8.2%,1,8.5%
TB,5-10,26,-15.0%,24,-13.0%,11,4.5%,13,1.8%,32,15.0%,29,10.4%,30,-4.5%,29,-4.3%
WAS,7-8,27,-16.4%,31,-21.5%,28,-16.9%,31,-23.6%,18,1.9%,15,1.7%,7,2.3%,5,3.8%
DET,5-10,28,-17.3%,22,-9.9%,25,-6.6%,22,-4.2%,26,8.9%,22,6.7%,23,-1.9%,14,0.9%
OAK,4-11,29,-20.8%,27,-18.2%,21,-3.7%,21,-3.9%,31,14.7%,31,12.9%,24,-2.5%,23,-1.5%
SF,4-11,30,-21.3%,29,-19.4%,27,-15.0%,27,-13.8%,24,6.2%,23,7.7%,14,-0.1%,10,2.1%
BUF,5-10,31,-23.3%,25,-13.3%,31,-29.9%,29,-20.7%,4,-11.6%,5,-13.3%,32,-5.0%,32,-5.9%
ARI,3-12,32,-41.3%,32,-45.2%,32,-41.5%,32,-43.0%,13,-0.7%,17,2.5%,17,-0.5%,16,0.3%
