Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NYJ,1-0,1,86.6%,1,86.6%,11,10.0%,11,10.0%,3,-44.2%,3,-44.2%,2,32.4%,2,32.4%
BAL,1-0,2,84.8%,2,84.8%,6,26.0%,6,26.0%,1,-65.6%,1,-65.6%,23,-6.7%,23,-6.7%
LAR,1-0,3,56.0%,3,56.0%,2,53.9%,2,53.9%,15,-3.5%,15,-3.5%,17,-1.4%,17,-1.4%
MIN,1-0,4,53.7%,4,53.7%,15,1.2%,15,1.2%,2,-50.1%,2,-50.1%,10,2.4%,10,2.4%
KC,1-0,5,37.7%,5,37.7%,5,48.8%,5,48.8%,30,47.1%,30,47.1%,1,36.0%,1,36.0%
DEN,1-0,6,37.6%,6,37.6%,7,17.9%,7,17.9%,7,-19.5%,7,-19.5%,14,0.2%,14,0.2%
PHI,1-0,7,36.5%,7,36.5%,18,-3.3%,18,-3.3%,4,-40.4%,4,-40.4%,16,-0.6%,16,-0.6%
CIN,1-0,8,28.0%,8,28.0%,8,15.0%,8,15.0%,12,-8.6%,12,-8.6%,7,4.5%,7,4.5%
MIA,1-0,9,24.0%,9,24.0%,13,7.6%,13,7.6%,5,-28.9%,5,-28.9%,28,-12.5%,28,-12.5%
CAR,1-0,10,19.4%,10,19.4%,10,11.5%,10,11.5%,14,-3.5%,14,-3.5%,8,4.4%,8,4.4%
JAX,1-0,11,15.0%,11,15.0%,16,-0.2%,16,-0.2%,9,-13.0%,9,-13.0%,11,2.2%,11,2.2%
WAS,1-0,12,14.5%,12,14.5%,12,8.6%,12,8.6%,8,-17.7%,8,-17.7%,27,-11.8%,27,-11.8%
PIT,0-0-1,13,9.8%,13,9.8%,22,-7.3%,22,-7.3%,6,-21.4%,6,-21.4%,21,-4.3%,21,-4.3%
CHI,0-1,14,7.9%,14,7.9%,17,-0.9%,17,-0.9%,16,-3.1%,16,-3.1%,6,5.6%,6,5.6%
NE,1-0,15,4.1%,15,4.1%,9,11.7%,9,11.7%,17,-0.5%,17,-0.5%,24,-8.1%,24,-8.1%
NO,0-1,16,-0.6%,16,-0.6%,4,49.1%,4,49.1%,31,48.1%,31,48.1%,18,-1.6%,18,-1.6%
GB,1-0,17,-1.1%,17,-1.1%,20,-5.7%,20,-5.7%,13,-6.8%,13,-6.8%,19,-2.2%,19,-2.2%
HOU,0-1,18,-4.5%,18,-4.5%,24,-10.7%,24,-10.7%,20,6.8%,20,6.8%,4,13.0%,4,13.0%
TB,1-0,19,-5.7%,19,-5.7%,3,53.6%,3,53.6%,32,49.0%,32,49.0%,26,-10.2%,26,-10.2%
NYG,0-1,20,-14.6%,20,-14.6%,23,-7.8%,23,-7.8%,19,1.9%,19,1.9%,22,-4.9%,22,-4.9%
TEN,0-1,21,-17.9%,21,-17.9%,25,-23.8%,25,-23.8%,21,7.1%,21,7.1%,3,13.0%,3,13.0%
IND,0-1,22,-19.0%,22,-19.0%,19,-4.3%,19,-4.3%,24,11.0%,24,11.0%,20,-3.8%,20,-3.8%
LAC,0-1,23,-21.8%,23,-21.8%,1,57.4%,1,57.4%,27,37.5%,27,37.5%,31,-41.7%,31,-41.7%
DAL,0-1,24,-23.0%,24,-23.0%,14,1.4%,14,1.4%,23,10.6%,23,10.6%,29,-13.7%,29,-13.7%
CLE,0-0-1,25,-27.4%,25,-27.4%,26,-23.8%,26,-23.8%,10,-12.8%,10,-12.8%,30,-16.3%,30,-16.3%
ATL,0-1,26,-28.1%,26,-28.1%,29,-43.6%,29,-43.6%,11,-11.7%,11,-11.7%,9,3.8%,9,3.8%
ARI,0-1,27,-32.3%,27,-32.3%,28,-33.2%,28,-33.2%,22,10.1%,22,10.1%,5,11.0%,5,11.0%
SEA,0-1,28,-35.9%,28,-35.9%,27,-25.3%,27,-25.3%,25,11.5%,25,11.5%,13,0.9%,13,0.9%
OAK,0-1,29,-47.3%,29,-47.3%,21,-5.8%,21,-5.8%,29,43.1%,29,43.1%,12,1.6%,12,1.6%
SF,0-1,30,-54.5%,30,-54.5%,31,-54.5%,31,-54.5%,18,-0.2%,18,-0.2%,15,-0.2%,15,-0.2%
DET,0-1,31,-116.3%,31,-116.3%,30,-54.1%,30,-54.1%,26,18.5%,26,18.5%,32,-43.8%,32,-43.8%
BUF,0-1,32,-133.7%,32,-133.7%,32,-85.1%,32,-85.1%,28,39.2%,28,39.2%,25,-9.4%,25,-9.4%
