Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,9-2,1,41.8%,1,42.8%,1,40.3%,1,40.6%,26,5.9%,21,4.1%,1,7.4%,1,6.4%
NO,10-1,2,32.2%,2,38.0%,4,24.1%,4,25.9%,7,-6.8%,6,-10.3%,9,1.3%,8,1.8%
LAR,10-1,3,31.1%,3,29.6%,2,32.2%,2,31.0%,16,-0.4%,16,0.1%,18,-1.5%,19,-1.4%
LAC,8-3,4,25.5%,4,28.0%,3,26.5%,3,27.2%,11,-4.8%,8,-5.6%,30,-5.9%,30,-4.9%
CHI,8-3,5,18.8%,6,18.6%,14,2.7%,13,4.7%,1,-21.1%,1,-20.1%,29,-5.0%,31,-6.2%
DEN,5-6,6,18.3%,5,21.6%,9,8.7%,9,10.2%,5,-12.2%,5,-13.7%,22,-2.5%,22,-2.3%
PIT,7-3-1,7,13.5%,7,16.4%,5,14.9%,5,17.4%,14,-1.7%,12,-1.8%,25,-3.2%,26,-2.9%
BAL,6-5,8,12.4%,12,9.7%,15,1.7%,16,-0.1%,6,-8.6%,7,-6.3%,5,2.1%,4,3.5%
NE,8-3,9,9.8%,9,11.2%,7,12.2%,7,13.4%,19,1.7%,18,2.1%,16,-0.7%,15,-0.1%
HOU,8-3,10,9.0%,10,11.1%,19,-6.2%,19,-4.2%,3,-13.9%,4,-14.4%,10,1.3%,11,0.8%
GB,4-6-1,11,8.7%,11,10.4%,6,14.2%,6,15.2%,20,2.2%,19,2.2%,26,-3.4%,24,-2.7%
MIN,6-4-1,12,8.4%,8,11.7%,17,-0.5%,17,-0.2%,4,-12.4%,3,-14.7%,27,-3.6%,27,-2.9%
SEA,6-5,13,8.2%,13,9.6%,11,5.6%,12,7.7%,13,-2.4%,15,-0.8%,13,0.2%,10,1.2%
IND,6-5,14,5.5%,14,8.8%,12,4.0%,11,7.8%,15,-1.0%,14,-0.8%,12,0.5%,14,0.2%
CAR,6-5,15,4.5%,15,5.7%,8,10.6%,8,12.4%,24,5.7%,23,5.5%,15,-0.4%,18,-1.2%
JAX,3-8,16,-7.4%,20,-10.2%,28,-15.3%,28,-15.3%,9,-5.9%,11,-2.8%,7,2.0%,7,2.4%
DAL,6-5,17,-8.2%,16,-7.8%,24,-9.5%,22,-8.4%,12,-3.7%,10,-2.9%,21,-2.3%,23,-2.4%
WAS,6-5,18,-8.9%,19,-10.1%,25,-11.1%,27,-13.0%,18,1.0%,17,1.5%,4,3.2%,3,4.4%
ATL,4-7,19,-9.0%,17,-9.2%,10,8.5%,10,9.8%,31,18.2%,31,20.5%,11,0.8%,9,1.6%
CIN,5-6,20,-9.1%,21,-11.5%,16,0.9%,15,-0.1%,28,9.7%,29,11.9%,14,-0.2%,13,0.4%
NYG,3-8,21,-9.4%,18,-9.8%,18,-2.0%,18,-2.4%,27,9.5%,27,10.6%,6,2.1%,6,3.2%
MIA,5-6,22,-9.5%,23,-12.8%,23,-9.3%,25,-9.7%,21,3.6%,24,6.5%,3,3.3%,5,3.4%
CLE,4-6-1,23,-13.6%,22,-12.3%,26,-12.2%,24,-8.7%,10,-5.1%,13,-1.2%,32,-6.5%,29,-4.9%
PHI,5-6,24,-14.9%,24,-15.1%,20,-6.9%,20,-4.5%,25,5.7%,26,8.9%,20,-2.3%,20,-1.8%
TEN,5-6,25,-16.2%,25,-15.6%,27,-13.5%,26,-11.5%,22,4.1%,22,4.8%,8,1.4%,12,0.7%
DET,4-7,26,-19.6%,26,-17.1%,21,-7.1%,21,-6.2%,29,10.7%,28,10.7%,19,-1.8%,16,-0.2%
TB,4-7,27,-21.6%,28,-22.7%,13,3.2%,14,1.6%,32,20.9%,32,20.9%,28,-3.8%,28,-3.4%
NYJ,3-8,28,-22.1%,29,-25.7%,30,-27.2%,30,-27.3%,17,0.3%,20,2.9%,2,5.3%,2,4.4%
BUF,4-7,29,-26.1%,27,-21.7%,31,-37.7%,31,-34.1%,2,-14.5%,2,-15.1%,23,-2.8%,25,-2.7%
SF,2-9,30,-26.3%,30,-27.3%,29,-17.8%,29,-18.1%,23,5.6%,25,7.3%,24,-2.9%,21,-1.9%
OAK,2-9,31,-31.2%,31,-34.4%,22,-7.1%,23,-8.4%,30,17.8%,30,19.1%,31,-6.4%,32,-6.8%
ARI,2-9,32,-34.8%,32,-36.4%,32,-39.8%,32,-40.7%,8,-6.1%,9,-4.7%,17,-1.1%,17,-0.4%
