Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,2-0,1,59.5%,1,59.5%,4,25.5%,4,25.5%,3,-25.9%,3,-25.9%,4,8.1%,4,8.1%
KC,2-0,2,49.6%,2,49.6%,1,63.3%,1,63.3%,32,34.6%,32,34.6%,1,20.9%,1,20.9%
MIA,2-0,3,42.4%,3,42.4%,17,2.0%,17,2.0%,1,-40.0%,1,-40.0%,11,0.4%,11,0.4%
CIN,2-0,4,30.1%,4,30.1%,5,19.0%,5,19.0%,13,-7.9%,13,-7.9%,7,3.2%,7,3.2%
MIN,1-0-1,5,24.4%,5,24.4%,6,16.5%,6,16.5%,4,-22.0%,4,-22.0%,29,-14.1%,29,-14.1%
BAL,1-1,6,24.0%,6,24.0%,14,6.9%,14,6.9%,5,-19.6%,5,-19.6%,18,-2.5%,18,-2.5%
JAX,2-0,7,21.6%,7,21.6%,10,11.0%,10,11.0%,11,-8.7%,11,-8.7%,10,1.9%,10,1.9%
CHI,1-1,8,17.8%,8,17.8%,21,-6.2%,21,-6.2%,6,-19.1%,6,-19.1%,5,4.9%,5,4.9%
NYJ,1-1,9,17.5%,9,17.5%,28,-25.5%,28,-25.5%,2,-28.8%,2,-28.8%,2,14.2%,2,14.2%
LAC,1-1,10,15.4%,10,15.4%,3,36.9%,3,36.9%,20,6.5%,20,6.5%,30,-15.0%,30,-15.0%
HOU,0-2,11,13.0%,11,13.0%,18,1.8%,18,1.8%,12,-8.3%,12,-8.3%,8,2.9%,8,2.9%
DAL,1-1,12,11.7%,12,11.7%,11,9.3%,11,9.3%,10,-10.6%,10,-10.6%,26,-8.1%,26,-8.1%
PHI,1-1,13,9.9%,13,9.9%,16,3.4%,16,3.4%,9,-13.0%,9,-13.0%,22,-6.4%,22,-6.4%
TB,2-0,14,7.8%,14,7.8%,2,41.6%,2,41.6%,30,26.6%,30,26.6%,24,-7.1%,24,-7.1%
CAR,1-1,15,7.7%,15,7.7%,9,11.9%,9,11.9%,22,9.0%,22,9.0%,6,4.8%,6,4.8%
NO,1-1,16,6.5%,16,6.5%,7,15.7%,7,15.7%,19,5.3%,19,5.3%,20,-3.9%,20,-3.9%
DEN,2-0,17,5.3%,17,5.3%,13,8.1%,13,8.1%,17,1.8%,17,1.8%,13,-1.0%,13,-1.0%
WAS,1-1,18,5.2%,18,5.2%,20,-4.4%,20,-4.4%,8,-17.3%,8,-17.3%,25,-7.7%,25,-7.7%
NE,1-1,19,-10.3%,19,-10.3%,15,6.5%,15,6.5%,25,10.0%,25,10.0%,23,-6.7%,23,-6.7%
PIT,0-1-1,20,-11.2%,20,-11.2%,8,12.3%,8,12.3%,26,14.5%,26,14.5%,28,-9.0%,28,-9.0%
OAK,0-2,21,-11.4%,21,-11.4%,12,8.7%,12,8.7%,27,17.7%,27,17.7%,16,-2.3%,16,-2.3%
IND,1-1,22,-11.4%,22,-11.4%,22,-10.5%,22,-10.5%,15,-1.0%,15,-1.0%,14,-2.0%,14,-2.0%
ATL,1-1,23,-12.1%,23,-12.1%,23,-10.6%,23,-10.6%,18,3.8%,18,3.8%,9,2.3%,9,2.3%
GB,1-0-1,24,-18.6%,24,-18.6%,19,-4.0%,19,-4.0%,23,9.6%,23,9.6%,21,-5.1%,21,-5.1%
SEA,0-2,25,-25.6%,25,-25.6%,29,-27.8%,29,-27.8%,14,-2.0%,14,-2.0%,12,0.2%,12,0.2%
SF,1-1,26,-27.5%,26,-27.5%,26,-23.5%,26,-23.5%,16,1.7%,16,1.7%,17,-2.4%,17,-2.4%
NYG,0-2,27,-30.6%,27,-30.6%,24,-20.1%,24,-20.1%,21,8.5%,21,8.5%,15,-2.1%,15,-2.1%
CLE,0-1-1,28,-31.3%,28,-31.3%,30,-28.6%,30,-28.6%,7,-18.0%,7,-18.0%,32,-20.7%,32,-20.7%
TEN,1-1,29,-33.4%,29,-33.4%,27,-24.3%,27,-24.3%,28,18.2%,28,18.2%,3,9.1%,3,9.1%
DET,0-2,30,-61.3%,30,-61.3%,25,-21.6%,25,-21.6%,29,19.3%,29,19.3%,31,-20.4%,31,-20.4%
ARI,0-2,31,-66.9%,31,-66.9%,31,-53.5%,31,-53.5%,24,9.7%,24,9.7%,19,-3.7%,19,-3.7%
BUF,0-2,32,-96.0%,32,-96.0%,32,-56.8%,32,-56.8%,31,30.5%,31,30.5%,27,-8.7%,27,-8.7%
