Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,8-1,1,44.0%,1,43.2%,1,44.0%,1,43.4%,27,8.2%,26,7.2%,1,8.2%,1,7.1%
LAR,8-1,2,27.5%,2,26.4%,2,28.9%,2,29.0%,17,0.5%,16,1.4%,13,-0.9%,16,-1.2%
CAR,6-2,3,21.8%,3,23.7%,5,18.7%,5,20.0%,14,-1.4%,14,-2.3%,7,1.7%,8,1.5%
LAC,6-2,4,19.2%,5,19.9%,3,27.3%,3,26.6%,15,-0.7%,15,-1.2%,32,-8.8%,32,-8.0%
CHI,5-3,5,19.1%,6,18.8%,10,6.5%,10,8.4%,1,-17.0%,1,-15.8%,26,-4.3%,29,-5.4%
NO,7-1,6,17.5%,4,20.5%,4,20.4%,4,21.5%,24,3.8%,19,2.3%,10,0.9%,9,1.3%
NE,7-2,7,14.6%,7,16.8%,8,14.5%,8,15.3%,13,-1.5%,13,-2.3%,16,-1.4%,12,-0.9%
DEN,3-6,8,10.6%,8,11.2%,11,5.5%,11,6.1%,6,-9.4%,5,-9.7%,27,-4.3%,27,-4.6%
PIT,5-2-1,9,8.6%,9,11.1%,7,15.3%,7,16.9%,22,2.8%,21,2.4%,24,-3.9%,25,-3.5%
SEA,4-4,10,8.6%,10,10.7%,16,0.9%,15,2.9%,7,-8.8%,7,-8.9%,14,-1.1%,15,-1.2%
BAL,4-5,11,8.6%,12,7.1%,13,4.2%,14,3.1%,11,-4.9%,10,-4.2%,11,-0.5%,11,-0.2%
HOU,6-3,12,7.6%,11,7.7%,24,-6.5%,23,-6.5%,3,-12.1%,3,-12.5%,4,2.0%,7,1.7%
MIN,5-3-1,13,3.6%,13,3.2%,19,-2.2%,19,-2.5%,5,-9.7%,6,-8.9%,23,-3.8%,24,-3.2%
MIA,5-4,14,2.0%,16,0.5%,17,-0.6%,18,-0.4%,18,1.4%,22,3.6%,3,4.0%,2,4.6%
GB,3-4-1,15,1.2%,15,0.8%,9,10.5%,9,11.2%,25,4.4%,25,5.1%,29,-4.9%,28,-5.2%
IND,3-5,16,1.1%,14,2.4%,14,2.9%,12,4.7%,23,3.5%,24,4.4%,6,1.8%,4,2.0%
CIN,5-3,17,0.8%,17,-2.4%,12,4.8%,13,3.5%,20,2.4%,23,3.8%,17,-1.7%,19,-2.1%
ATL,4-4,18,-3.2%,18,-2.9%,6,15.4%,6,18.0%,30,17.7%,30,19.9%,12,-0.9%,14,-1.0%
JAX,3-5,19,-5.9%,20,-8.4%,28,-16.3%,28,-17.9%,8,-8.4%,8,-7.5%,5,2.0%,5,2.0%
PHI,4-4,20,-7.9%,19,-8.2%,21,-4.8%,20,-2.7%,16,-0.3%,18,2.3%,21,-3.4%,22,-3.2%
WAS,5-3,21,-8.7%,21,-9.6%,20,-3.7%,21,-4.1%,26,6.1%,27,7.4%,9,1.0%,6,2.0%
DAL,3-5,22,-10.2%,22,-11.2%,25,-11.5%,26,-12.4%,12,-3.3%,12,-2.7%,18,-1.9%,17,-1.4%
TEN,4-4,23,-13.0%,23,-11.5%,26,-12.1%,25,-10.6%,21,2.4%,17,1.8%,8,1.5%,10,0.9%
NYJ,3-6,24,-15.5%,26,-17.8%,30,-28.3%,30,-27.7%,9,-7.5%,9,-5.6%,2,5.3%,3,4.4%
NYG,1-7,25,-16.0%,25,-14.7%,22,-6.2%,22,-5.5%,28,8.6%,28,8.1%,15,-1.2%,13,-1.0%
DET,3-5,26,-19.0%,24,-14.1%,18,-2.1%,16,0.3%,29,12.0%,29,11.2%,28,-4.8%,21,-3.1%
SF,2-7,27,-21.1%,27,-20.4%,27,-15.3%,27,-14.0%,19,1.8%,20,2.4%,25,-4.1%,26,-4.1%
CLE,2-6-1,28,-23.9%,28,-23.7%,29,-21.7%,29,-20.5%,10,-5.0%,11,-2.8%,31,-7.2%,30,-6.0%
TB,3-5,29,-24.2%,29,-26.5%,15,2.5%,17,-0.1%,32,23.1%,31,23.3%,22,-3.6%,23,-3.2%
ARI,2-6,30,-29.6%,30,-27.9%,31,-38.5%,31,-37.5%,4,-11.1%,4,-11.6%,19,-2.2%,18,-2.0%
OAK,1-7,31,-34.1%,31,-37.9%,23,-6.3%,24,-7.6%,31,21.8%,32,23.7%,30,-6.1%,31,-6.6%
BUF,2-7,32,-43.7%,32,-40.5%,32,-53.4%,32,-52.6%,2,-12.4%,2,-14.5%,20,-2.7%,20,-2.4%
