Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,12-4,1,33.2%,1,29.5%,1,35.4%,1,30.7%,27,7.7%,22,4.1%,2,5.6%,8,2.9%
NO,13-3,2,25.2%,2,28.5%,4,16.1%,7,12.8%,8,-7.3%,5,-13.1%,9,1.7%,12,2.6%
LAR,13-3,3,23.9%,5,20.8%,2,25.0%,2,20.7%,16,1.0%,15,0.0%,17,-0.2%,20,0.1%
LAC,12-4,4,22.1%,4,21.4%,3,20.8%,4,16.4%,10,-4.1%,11,-4.3%,25,-2.8%,18,0.6%
CHI,12-4,5,19.1%,6,20.2%,20,-3.1%,22,-3.5%,1,-25.4%,1,-26.9%,26,-3.2%,27,-3.3%
BAL,10-6,6,15.8%,8,17.7%,13,1.2%,19,-0.9%,4,-11.7%,4,-13.3%,6,3.0%,4,5.3%
NE,11-5,7,13.5%,7,18.6%,5,14.7%,3,16.7%,19,1.4%,13,-0.3%,16,0.1%,16,1.6%
IND,10-6,8,12.4%,3,22.3%,10,7.9%,5,14.2%,11,-3.5%,8,-7.2%,12,0.9%,17,0.9%
PIT,9-6-1,9,11.4%,11,10.9%,6,14.3%,6,13.5%,14,-0.5%,12,-0.5%,27,-3.5%,26,-3.2%
MIN,8-7-1,10,10.5%,9,15.4%,18,-1.2%,17,-0.6%,3,-12.6%,3,-14.0%,19,-0.9%,15,2.0%
HOU,11-5,11,10.4%,10,11.2%,19,-2.9%,16,-0.5%,5,-9.7%,7,-7.6%,5,3.5%,6,4.1%
SEA,10-6,12,5.9%,15,4.8%,8,9.1%,9,11.3%,17,1.0%,21,3.6%,24,-2.2%,25,-2.9%
DEN,6-10,13,5.5%,14,5.7%,15,0.8%,20,-1.0%,6,-8.9%,6,-11.3%,31,-4.2%,31,-4.7%
CAR,7-9,14,0.3%,21,-3.1%,11,6.0%,13,3.1%,23,5.5%,24,4.9%,18,-0.2%,23,-1.3%
PHI,9-7,15,-1.0%,16,2.7%,16,-0.4%,14,2.7%,15,0.9%,18,2.4%,15,0.2%,13,2.5%
NYG,5-11,16,-1.2%,13,5.9%,14,1.1%,15,2.6%,25,6.8%,23,4.5%,3,4.5%,2,7.8%
ATL,7-9,17,-2.2%,17,1.6%,9,8.9%,11,8.0%,30,12.5%,26,9.2%,10,1.4%,11,2.8%
DAL,10-6,18,-2.3%,18,0.1%,24,-6.3%,23,-4.9%,9,-6.1%,9,-6.8%,23,-2.1%,24,-1.8%
CLE,7-8-1,19,-3.3%,12,7.6%,17,-0.8%,8,11.5%,13,-1.6%,20,3.2%,30,-4.2%,22,-0.8%
GB,6-9-1,20,-4.5%,22,-8.5%,7,11.2%,10,10.0%,29,11.6%,32,14.8%,29,-4.1%,29,-3.6%
TEN,9-7,21,-6.0%,20,-1.7%,23,-5.6%,18,-0.9%,18,1.3%,16,0.4%,13,0.8%,21,-0.3%
JAX,5-11,22,-8.5%,25,-14.2%,30,-21.7%,30,-26.8%,7,-8.8%,10,-6.6%,4,4.4%,3,6.0%
DET,6-10,23,-10.5%,19,-0.2%,22,-5.2%,21,-2.3%,21,4.4%,14,-0.2%,20,-0.9%,14,2.0%
CIN,6-10,24,-10.8%,27,-19.6%,21,-3.7%,25,-10.6%,28,9.7%,31,13.5%,7,2.6%,5,4.5%
TB,5-11,25,-14.4%,24,-12.5%,12,5.9%,12,3.7%,32,16.2%,29,12.6%,28,-4.1%,28,-3.6%
NYJ,4-12,26,-17.0%,26,-19.0%,29,-20.2%,27,-16.0%,22,4.9%,28,11.9%,1,8.1%,1,8.9%
MIA,7-9,27,-17.7%,31,-29.6%,26,-9.5%,26,-12.7%,26,7.2%,30,13.1%,21,-1.1%,30,-3.9%
BUF,6-10,28,-18.6%,23,-8.9%,31,-27.5%,29,-18.4%,2,-14.0%,2,-16.0%,32,-5.1%,32,-6.4%
WAS,7-9,29,-20.1%,30,-28.5%,28,-19.8%,31,-29.6%,20,2.8%,19,2.8%,8,2.5%,7,3.8%
SF,4-12,30,-22.0%,29,-21.7%,27,-15.9%,28,-17.0%,24,6.5%,25,7.6%,14,0.3%,9,2.8%
OAK,4-12,31,-23.5%,28,-20.8%,25,-7.7%,24,-9.7%,31,14.2%,27,11.6%,22,-1.6%,19,0.5%
ARI,3-13,32,-38.4%,32,-41.5%,32,-41.8%,32,-43.8%,12,-2.4%,17,0.5%,11,1.0%,10,2.8%
