Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,5-0,1,35.9%,1,35.9%,1,39.3%,1,39.3%,15,0.7%,15,0.7%,13,-2.7%,13,-2.7%
KC,5-0,2,32.4%,2,32.4%,2,36.4%,2,36.4%,29,14.7%,29,14.7%,1,10.7%,1,10.7%
CHI,3-1,3,32.0%,3,32.0%,17,-1.8%,17,-1.8%,1,-31.1%,1,-31.1%,6,2.7%,6,2.7%
NO,4-1,4,18.9%,4,18.9%,4,23.2%,4,23.2%,22,3.2%,22,3.2%,10,-1.1%,10,-1.1%
BAL,3-2,5,14.1%,5,14.1%,13,2.4%,13,2.4%,4,-15.4%,4,-15.4%,17,-3.7%,17,-3.7%
MIA,3-2,6,13.4%,6,13.4%,19,-2.9%,19,-2.9%,5,-11.4%,5,-11.4%,5,4.9%,5,4.9%
LAC,3-2,7,13.2%,7,13.2%,3,24.2%,3,24.2%,18,2.1%,18,2.1%,30,-8.9%,30,-8.9%
JAX,3-2,8,10.0%,8,10.0%,23,-6.5%,23,-6.5%,3,-15.5%,3,-15.5%,9,1.0%,9,1.0%
NE,3-2,9,5.2%,9,5.2%,6,10.9%,6,10.9%,19,2.8%,19,2.8%,14,-3.0%,14,-3.0%
PIT,2-2-1,10,4.5%,10,4.5%,7,10.2%,7,10.2%,16,1.6%,16,1.6%,20,-4.1%,20,-4.1%
CIN,4-1,11,4.2%,11,4.2%,5,11.9%,5,11.9%,21,2.9%,21,2.9%,24,-4.8%,24,-4.8%
HOU,2-3,12,1.0%,12,1.0%,22,-5.9%,22,-5.9%,10,-4.7%,10,-4.7%,7,2.2%,7,2.2%
CAR,3-1,13,-0.8%,13,-0.8%,12,3.5%,12,3.5%,27,9.9%,27,9.9%,3,5.6%,3,5.6%
SEA,2-3,14,-1.4%,14,-1.4%,20,-2.9%,20,-2.9%,9,-6.4%,9,-6.4%,23,-4.8%,23,-4.8%
GB,2-2-1,15,-2.0%,15,-2.0%,8,9.2%,8,9.2%,17,2.0%,17,2.0%,31,-9.2%,31,-9.2%
DEN,2-3,16,-2.3%,16,-2.3%,10,7.0%,10,7.0%,25,5.3%,25,5.3%,18,-4.0%,18,-4.0%
NYJ,2-3,17,-3.4%,17,-3.4%,29,-19.8%,29,-19.8%,7,-8.8%,7,-8.8%,2,7.6%,2,7.6%
NYG,1-4,18,-6.6%,18,-6.6%,16,0.4%,16,0.4%,24,5.2%,24,5.2%,12,-1.8%,12,-1.8%
IND,1-4,19,-6.7%,19,-6.7%,24,-7.9%,24,-7.9%,14,0.7%,14,0.7%,8,1.9%,8,1.9%
WAS,2-2,20,-9.0%,20,-9.0%,18,-2.5%,18,-2.5%,20,2.8%,20,2.8%,16,-3.7%,16,-3.7%
TEN,3-2,21,-10.2%,21,-10.2%,28,-16.4%,28,-16.4%,12,-1.1%,12,-1.1%,4,5.2%,4,5.2%
DAL,2-3,22,-12.1%,22,-12.1%,26,-13.7%,26,-13.7%,11,-3.2%,11,-3.2%,11,-1.6%,11,-1.6%
MIN,2-2-1,23,-12.4%,23,-12.4%,15,1.5%,15,1.5%,26,5.8%,26,5.8%,29,-8.1%,29,-8.1%
PHI,2-3,24,-13.2%,24,-13.2%,25,-8.7%,25,-8.7%,13,0.1%,13,0.1%,21,-4.4%,21,-4.4%
ATL,1-4,25,-13.8%,25,-13.8%,11,6.7%,11,6.7%,30,16.5%,30,16.5%,19,-4.0%,19,-4.0%
CLE,2-2-1,26,-15.1%,26,-15.1%,30,-20.5%,30,-20.5%,2,-19.9%,2,-19.9%,32,-14.5%,32,-14.5%
OAK,1-4,27,-20.5%,27,-20.5%,14,2.2%,14,2.2%,31,17.8%,31,17.8%,25,-4.9%,25,-4.9%
DET,2-3,28,-21.3%,28,-21.3%,21,-3.7%,21,-3.7%,28,10.8%,28,10.8%,27,-6.9%,27,-6.9%
ARI,1-4,29,-24.7%,29,-24.7%,31,-30.1%,31,-30.1%,6,-9.7%,6,-9.7%,22,-4.4%,22,-4.4%
TB,2-2,30,-25.1%,30,-25.1%,9,8.4%,9,8.4%,32,27.9%,32,27.9%,26,-5.6%,26,-5.6%
SF,1-4,31,-26.9%,31,-26.9%,27,-14.7%,27,-14.7%,23,4.4%,23,4.4%,28,-7.8%,28,-7.8%
BUF,2-3,32,-45.6%,32,-45.6%,32,-51.0%,32,-51.0%,8,-8.6%,8,-8.6%,15,-3.1%,15,-3.1%
