Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,9-1,1,43.2%,1,42.3%,1,43.1%,1,42.2%,27,7.4%,25,6.4%,1,7.5%,1,6.4%
LAR,9-1,2,29.9%,2,28.9%,2,33.0%,2,33.1%,19,2.3%,20,3.3%,15,-0.8%,17,-1.0%
LAC,7-2,3,22.7%,5,23.9%,3,25.2%,5,24.5%,11,-5.2%,8,-6.1%,32,-7.6%,31,-6.8%
NO,8-1,4,22.2%,3,26.0%,4,23.3%,3,25.3%,21,2.6%,18,1.3%,8,1.5%,5,2.0%
PIT,6-2-1,5,20.9%,4,24.8%,5,22.3%,4,25.0%,15,-0.7%,15,-1.2%,21,-2.1%,20,-1.3%
CHI,6-3,6,19.6%,6,19.9%,10,7.5%,9,10.5%,1,-18.6%,1,-17.2%,30,-6.5%,32,-7.9%
BAL,4-5,7,12.9%,8,12.4%,12,4.9%,14,4.3%,7,-8.5%,7,-8.0%,13,-0.5%,11,0.1%
DEN,3-6,8,10.1%,7,12.5%,13,4.0%,13,5.1%,6,-10.5%,5,-12.1%,26,-4.3%,27,-4.7%
SEA,4-5,9,10.1%,10,11.0%,11,5.1%,11,7.1%,10,-5.5%,11,-4.3%,12,-0.5%,14,-0.4%
NE,7-3,10,8.6%,9,11.4%,9,9.4%,10,10.5%,17,-0.2%,14,-1.4%,16,-1.0%,15,-0.5%
CAR,6-3,11,7.9%,11,9.8%,7,12.6%,7,14.3%,25,6.0%,22,5.4%,9,1.3%,9,0.9%
GB,4-4-1,12,7.6%,12,9.6%,8,11.6%,8,12.3%,16,-0.5%,13,-1.7%,27,-4.6%,26,-4.4%
HOU,6-3,13,7.2%,13,7.8%,24,-8.0%,23,-7.9%,4,-13.1%,3,-14.1%,5,2.0%,7,1.6%
MIN,5-3-1,14,5.0%,14,5.9%,17,-2.6%,17,-2.9%,5,-11.4%,6,-11.6%,25,-3.8%,24,-2.8%
IND,4-5,15,-1.2%,16,0.2%,14,3.0%,12,5.8%,23,4.5%,23,5.7%,10,0.4%,10,0.1%
TEN,5-4,16,-2.8%,15,0.7%,23,-7.9%,20,-5.1%,12,-3.3%,10,-4.6%,6,1.8%,8,1.2%
JAX,3-6,17,-7.3%,20,-10.0%,28,-15.9%,29,-16.9%,9,-6.8%,9,-5.2%,7,1.8%,6,1.8%
CIN,5-4,18,-7.8%,22,-12.2%,15,-0.2%,16,-2.2%,26,6.6%,28,8.8%,17,-1.1%,19,-1.2%
ATL,4-5,19,-7.9%,18,-7.9%,6,14.3%,6,16.7%,32,21.9%,32,24.7%,11,-0.4%,12,0.1%
PHI,4-5,20,-8.2%,17,-6.6%,18,-3.9%,15,-0.8%,20,2.4%,21,4.8%,19,-1.9%,18,-1.0%
WAS,6-3,21,-8.3%,19,-9.5%,20,-5.9%,21,-7.0%,22,4.4%,24,5.7%,4,2.0%,4,3.2%
MIA,5-5,22,-9.4%,23,-13.2%,22,-7.9%,25,-9.0%,24,4.9%,26,7.7%,3,3.4%,3,3.4%
DAL,4-5,23,-10.8%,21,-11.0%,26,-9.3%,24,-8.5%,14,-1.4%,16,-0.2%,22,-2.8%,23,-2.7%
NYG,2-7,24,-15.5%,24,-15.1%,21,-7.1%,22,-7.2%,28,7.7%,27,7.7%,14,-0.7%,13,-0.2%
CLE,3-6-1,25,-16.9%,25,-17.1%,29,-17.4%,28,-15.9%,8,-7.0%,12,-3.8%,31,-6.5%,29,-5.0%
SF,2-8,26,-19.0%,26,-18.8%,27,-14.0%,27,-13.7%,18,1.8%,19,2.1%,23,-3.2%,25,-3.0%
DET,3-6,27,-23.1%,27,-20.2%,19,-5.7%,19,-4.1%,29,14.0%,29,14.2%,24,-3.4%,21,-1.9%
NYJ,3-7,28,-23.8%,29,-26.4%,30,-30.2%,30,-29.6%,13,-1.8%,17,0.7%,2,4.7%,2,3.8%
TB,3-6,29,-26.3%,31,-29.9%,16,-0.8%,18,-3.5%,31,20.4%,31,21.6%,28,-5.1%,28,-4.8%
ARI,2-7,30,-26.5%,28,-25.2%,31,-38.5%,31,-37.4%,3,-13.2%,4,-13.0%,18,-1.2%,16,-0.8%
BUF,3-7,31,-29.4%,30,-27.3%,32,-42.8%,32,-42.4%,2,-15.5%,2,-17.1%,20,-2.1%,22,-1.9%
OAK,1-8,32,-32.9%,32,-36.1%,25,-8.8%,26,-10.5%,30,18.7%,30,20.0%,29,-5.4%,30,-5.6%
