Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,11-3,1,34.1%,2,32.0%,1,37.5%,1,36.6%,27,8.4%,24,7.2%,2,5.1%,8,2.6%
NO,12-2,2,27.8%,1,33.5%,4,17.0%,6,15.5%,6,-9.2%,2,-15.8%,9,1.7%,9,2.1%
LAC,11-3,3,24.5%,3,26.8%,2,24.9%,2,24.1%,12,-3.4%,11,-4.0%,27,-3.7%,20,-1.3%
LAR,11-3,4,22.2%,4,18.1%,3,22.4%,3,18.4%,15,-0.5%,14,-0.2%,19,-0.8%,18,-0.6%
CHI,10-4,5,16.8%,5,17.5%,23,-5.5%,25,-6.9%,1,-24.9%,1,-26.5%,26,-2.6%,28,-2.2%
BAL,8-6,6,15.5%,7,14.5%,14,0.8%,18,-1.8%,2,-11.7%,4,-11.2%,6,3.0%,4,5.2%
DEN,6-8,7,12.0%,8,13.6%,13,4.0%,12,4.3%,5,-9.9%,5,-10.7%,23,-2.0%,22,-1.4%
PIT,8-5-1,8,10.9%,9,11.5%,5,16.7%,4,18.4%,16,1.2%,17,1.9%,29,-4.7%,30,-4.9%
NE,9-5,9,9.9%,10,11.5%,6,14.7%,5,16.5%,22,4.3%,21,5.3%,18,-0.6%,16,0.4%
IND,8-6,10,9.3%,6,15.1%,12,4.5%,9,8.4%,10,-4.6%,8,-7.0%,12,0.2%,17,-0.3%
MIN,7-6-1,11,8.5%,11,11.5%,15,-0.5%,16,0.5%,3,-11.1%,3,-12.1%,24,-2.2%,19,-1.1%
HOU,10-4,12,7.5%,12,6.9%,19,-3.9%,19,-1.9%,7,-8.0%,10,-5.2%,5,3.5%,5,3.6%
SEA,8-6,13,6.8%,13,6.8%,8,8.8%,8,11.1%,19,2.2%,20,5.3%,11,0.2%,13,0.9%
GB,5-8-1,14,4.0%,14,4.6%,7,13.3%,7,13.7%,26,6.9%,25,7.6%,25,-2.4%,23,-1.6%
CAR,6-8,15,0.0%,19,-3.8%,9,7.9%,11,6.0%,25,6.9%,26,7.6%,20,-1.1%,27,-2.1%
NYG,5-9,16,-1.9%,15,3.8%,17,-1.6%,17,-0.9%,21,4.2%,16,1.6%,4,3.8%,1,6.2%
DAL,8-6,17,-3.4%,17,-1.4%,26,-8.9%,26,-8.0%,9,-7.1%,7,-7.9%,21,-1.6%,21,-1.3%
PHI,7-7,18,-4.8%,20,-3.9%,16,-1.3%,15,1.2%,20,3.4%,23,6.5%,14,-0.1%,12,1.5%
JAX,4-10,19,-5.6%,22,-7.1%,29,-18.0%,28,-19.0%,8,-7.7%,9,-5.9%,3,4.7%,2,6.0%
ATL,5-9,20,-5.6%,21,-4.1%,10,7.6%,10,7.7%,30,14.2%,31,13.8%,10,1.0%,10,1.9%
TEN,8-6,21,-6.5%,18,-2.7%,25,-7.2%,20,-3.0%,14,-1.1%,12,-2.0%,16,-0.3%,25,-1.7%
CLE,6-7-1,22,-6.5%,16,-0.3%,24,-6.3%,14,1.4%,11,-3.8%,15,-0.1%,28,-4.1%,26,-1.9%
CIN,6-8,23,-8.1%,24,-12.0%,18,-1.7%,22,-4.8%,28,8.4%,29,10.6%,7,2.0%,6,3.3%
MIA,7-7,24,-11.1%,26,-17.0%,20,-4.2%,24,-6.1%,24,6.5%,28,9.3%,15,-0.3%,24,-1.6%
TB,5-9,25,-15.9%,25,-14.5%,11,4.9%,13,3.3%,32,16.0%,30,13.2%,30,-4.8%,29,-4.6%
DET,5-9,26,-15.9%,23,-11.0%,22,-5.1%,21,-3.6%,29,9.1%,27,7.9%,22,-1.8%,15,0.6%
WAS,7-7,27,-17.5%,30,-23.3%,28,-17.5%,31,-24.0%,18,2.0%,18,2.1%,8,2.0%,7,2.9%
NYJ,4-10,28,-17.6%,29,-21.0%,30,-22.1%,29,-20.8%,17,1.8%,22,5.8%,1,6.3%,3,5.7%
SF,4-10,29,-20.7%,28,-18.0%,27,-15.5%,27,-14.5%,23,4.9%,19,5.1%,17,-0.3%,11,1.6%
BUF,5-9,30,-24.4%,27,-17.9%,31,-29.8%,30,-22.5%,4,-10.2%,6,-10.2%,31,-4.8%,32,-5.7%
OAK,3-11,31,-25.5%,31,-25.5%,21,-5.0%,23,-5.7%,31,15.6%,32,14.8%,32,-4.9%,31,-5.0%
ARI,3-11,32,-40.1%,32,-43.3%,32,-42.9%,32,-44.7%,13,-2.7%,13,-0.5%,13,0.1%,14,0.9%
