Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,4-0,1,46.9%,1,46.9%,1,43.0%,1,43.0%,10,-6.4%,10,-6.4%,16,-2.6%,16,-2.6%
CHI,3-1,2,31.2%,2,31.2%,20,-1.3%,20,-1.3%,1,-29.9%,1,-29.9%,5,2.7%,5,2.7%
KC,4-0,3,24.1%,3,24.1%,2,40.4%,2,40.4%,31,27.1%,31,27.1%,1,10.9%,1,10.9%
JAX,3-1,4,21.1%,4,21.1%,16,2.4%,16,2.4%,3,-17.0%,3,-17.0%,8,1.7%,8,1.7%
BAL,3-1,5,19.6%,5,19.6%,11,5.6%,11,5.6%,2,-17.5%,2,-17.5%,20,-3.5%,20,-3.5%
CIN,3-1,6,14.8%,6,14.8%,4,19.8%,4,19.8%,21,4.4%,21,4.4%,12,-0.6%,12,-0.6%
MIA,3-1,7,13.7%,7,13.7%,15,2.5%,15,2.5%,8,-10.6%,8,-10.6%,9,0.6%,9,0.6%
WAS,2-1,8,9.9%,8,9.9%,8,9.6%,8,9.6%,12,-5.8%,12,-5.8%,23,-5.5%,23,-5.5%
CAR,2-1,9,9.2%,9,9.2%,6,13.3%,6,13.3%,25,7.1%,25,7.1%,4,3.1%,4,3.1%
NO,3-1,10,9.1%,10,9.1%,3,21.0%,3,21.0%,27,11.3%,27,11.3%,11,-0.6%,11,-0.6%
HOU,1-3,11,4.0%,11,4.0%,18,0.7%,18,0.7%,16,1.3%,16,1.3%,3,4.7%,3,4.7%
GB,2-1-1,12,3.2%,12,3.2%,14,3.8%,14,3.8%,14,0.1%,14,0.1%,10,-0.5%,10,-0.5%
LAC,2-2,13,2.8%,13,2.8%,5,18.8%,5,18.8%,24,6.3%,24,6.3%,30,-9.7%,30,-9.7%
DEN,2-2,14,-0.4%,14,-0.4%,12,4.6%,12,4.6%,19,2.4%,19,2.4%,17,-2.6%,17,-2.6%
NE,2-2,15,-1.0%,15,-1.0%,13,4.5%,13,4.5%,15,0.9%,15,0.9%,22,-4.5%,22,-4.5%
IND,1-3,16,-1.7%,16,-1.7%,25,-10.5%,25,-10.5%,11,-6.4%,11,-6.4%,6,2.4%,6,2.4%
SEA,2-2,17,-4.8%,17,-4.8%,27,-14.0%,27,-14.0%,6,-11.4%,6,-11.4%,15,-2.2%,15,-2.2%
ATL,1-3,18,-4.8%,18,-4.8%,7,10.3%,7,10.3%,29,12.3%,29,12.3%,18,-2.8%,18,-2.8%
NYJ,1-3,19,-6.9%,19,-6.9%,30,-31.0%,30,-31.0%,5,-15.2%,5,-15.2%,2,9.0%,2,9.0%
PIT,1-2-1,20,-8.4%,20,-8.4%,17,2.4%,17,2.4%,22,5.1%,22,5.1%,25,-5.7%,25,-5.7%
PHI,2-2,21,-8.5%,21,-8.5%,24,-9.7%,24,-9.7%,9,-7.4%,9,-7.4%,26,-6.3%,26,-6.3%
OAK,1-3,22,-9.6%,22,-9.6%,9,7.9%,9,7.9%,30,13.7%,30,13.7%,21,-3.7%,21,-3.7%
MIN,1-2-1,23,-11.0%,23,-11.0%,19,-0.7%,19,-0.7%,20,2.9%,20,2.9%,29,-7.3%,29,-7.3%
DAL,2-2,24,-11.0%,24,-11.0%,23,-7.2%,23,-7.2%,18,1.7%,18,1.7%,14,-2.0%,14,-2.0%
TEN,3-1,25,-13.0%,25,-13.0%,26,-13.6%,26,-13.6%,17,1.4%,17,1.4%,7,2.0%,7,2.0%
NYG,1-3,26,-19.4%,26,-19.4%,22,-4.5%,22,-4.5%,28,11.4%,28,11.4%,19,-3.5%,19,-3.5%
DET,1-3,27,-20.4%,27,-20.4%,21,-3.1%,21,-3.1%,26,7.4%,26,7.4%,31,-9.9%,31,-9.9%
CLE,1-2-1,28,-24.3%,28,-24.3%,29,-23.8%,29,-23.8%,4,-16.5%,4,-16.5%,32,-16.9%,32,-16.9%
TB,2-2,29,-28.3%,29,-28.3%,10,6.4%,10,6.4%,32,29.1%,32,29.1%,24,-5.6%,24,-5.6%
SF,1-3,30,-29.7%,30,-29.7%,28,-17.9%,28,-17.9%,23,5.1%,23,5.1%,27,-6.8%,27,-6.8%
ARI,0-4,31,-32.6%,31,-32.6%,31,-36.7%,31,-36.7%,7,-11.1%,7,-11.1%,28,-7.0%,28,-7.0%
BUF,1-3,32,-56.8%,32,-56.8%,32,-57.3%,32,-57.3%,13,-1.3%,13,-1.3%,13,-0.8%,13,-0.8%
