Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
LAR,3-0,1,48.1%,1,48.1%,2,33.5%,2,33.5%,7,-14.2%,7,-14.2%,12,0.4%,12,0.4%
MIA,3-0,2,41.5%,2,41.5%,6,18.7%,6,18.7%,4,-21.0%,4,-21.0%,7,1.9%,7,1.9%
KC,3-0,3,39.4%,3,39.4%,1,53.9%,1,53.9%,32,29.8%,32,29.8%,1,15.3%,1,15.3%
CIN,2-1,4,19.9%,4,19.9%,8,17.6%,8,17.6%,15,-1.2%,15,-1.2%,10,1.1%,10,1.1%
BAL,2-1,5,19.1%,5,19.1%,13,4.7%,13,4.7%,5,-19.6%,5,-19.6%,22,-5.1%,22,-5.1%
JAX,2-1,6,13.4%,6,13.4%,17,-0.8%,17,-0.8%,9,-12.4%,9,-12.4%,8,1.8%,8,1.8%
WAS,2-1,7,13.2%,7,13.2%,10,9.7%,10,9.7%,11,-9.0%,11,-9.0%,24,-5.5%,24,-5.5%
CAR,2-1,8,11.9%,8,11.9%,7,17.6%,7,17.6%,23,8.8%,23,8.8%,5,3.1%,5,3.1%
CHI,2-1,9,10.2%,9,10.2%,27,-18.8%,27,-18.8%,1,-27.8%,1,-27.8%,9,1.2%,9,1.2%
NYJ,1-2,10,10.0%,10,10.0%,30,-29.5%,30,-29.5%,2,-27.8%,2,-27.8%,2,11.7%,2,11.7%
NO,2-1,11,9.8%,11,9.8%,4,23.2%,4,23.2%,25,11.7%,25,11.7%,15,-1.7%,15,-1.7%
HOU,0-3,12,7.7%,12,7.7%,15,1.1%,15,1.1%,16,-0.3%,16,-0.3%,3,6.4%,3,6.4%
MIN,1-1-1,13,1.9%,13,1.9%,21,-6.4%,21,-6.4%,6,-18.5%,6,-18.5%,28,-10.3%,28,-10.3%
SEA,1-2,14,-0.7%,14,-0.7%,26,-14.6%,26,-14.6%,8,-13.5%,8,-13.5%,11,0.5%,11,0.5%
DEN,2-1,15,-2.0%,15,-2.0%,14,1.4%,14,1.4%,17,2.5%,17,2.5%,13,-0.9%,13,-0.9%
LAC,1-2,16,-3.1%,16,-3.1%,3,29.8%,3,29.8%,28,17.7%,28,17.7%,31,-15.2%,31,-15.2%
PIT,1-1-1,17,-3.1%,17,-3.1%,9,10.8%,9,10.8%,20,5.8%,20,5.8%,27,-8.2%,27,-8.2%
IND,1-2,18,-3.3%,18,-3.3%,25,-10.7%,25,-10.7%,14,-4.5%,14,-4.5%,6,2.9%,6,2.9%
PHI,2-1,19,-3.5%,19,-3.5%,19,-5.5%,19,-5.5%,10,-12.2%,10,-12.2%,29,-10.3%,29,-10.3%
TB,2-1,20,-5.8%,20,-5.8%,5,22.6%,5,22.6%,30,21.0%,30,21.0%,26,-7.4%,26,-7.4%
DAL,1-2,21,-8.7%,21,-8.7%,23,-10.0%,23,-10.0%,13,-4.6%,13,-4.6%,18,-3.3%,18,-3.3%
ATL,1-2,22,-14.0%,22,-14.0%,12,5.3%,12,5.3%,27,15.8%,27,15.8%,19,-3.4%,19,-3.4%
NE,1-2,23,-15.5%,23,-15.5%,18,-1.3%,18,-1.3%,24,9.0%,24,9.0%,23,-5.2%,23,-5.2%
GB,1-1-1,24,-19.6%,24,-19.6%,16,1.0%,16,1.0%,29,18.2%,29,18.2%,16,-2.4%,16,-2.4%
NYG,1-2,25,-20.6%,25,-20.6%,20,-6.4%,20,-6.4%,22,8.5%,22,8.5%,25,-5.7%,25,-5.7%
CLE,1-1-1,26,-21.0%,26,-21.0%,29,-26.5%,29,-26.5%,3,-22.3%,3,-22.3%,32,-16.8%,32,-16.8%
SF,1-2,27,-23.1%,27,-23.1%,22,-7.2%,22,-7.2%,26,13.0%,26,13.0%,17,-2.9%,17,-2.9%
TEN,2-1,28,-23.1%,28,-23.1%,28,-22.5%,28,-22.5%,19,4.7%,19,4.7%,4,4.1%,4,4.1%
OAK,0-3,29,-26.0%,29,-26.0%,11,6.4%,11,6.4%,31,27.8%,31,27.8%,21,-4.6%,21,-4.6%
DET,1-2,30,-28.4%,30,-28.4%,24,-10.2%,24,-10.2%,18,4.7%,18,4.7%,30,-13.5%,30,-13.5%
ARI,0-3,31,-49.9%,31,-49.9%,32,-52.1%,32,-52.1%,12,-5.8%,12,-5.8%,20,-3.5%,20,-3.5%
BUF,1-2,32,-57.1%,32,-57.1%,31,-48.3%,31,-48.3%,21,7.7%,21,7.7%,14,-1.1%,14,-1.1%
