Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
KC,11-2,1,33.4%,2,30.7%,1,37.6%,1,36.6%,27,8.7%,27,8.0%,2,4.5%,9,2.1%
NO,11-2,2,26.4%,1,30.8%,4,18.2%,4,18.0%,9,-7.0%,5,-11.1%,11,1.2%,10,1.7%
LAC,10-3,3,26.0%,3,27.9%,2,25.9%,2,25.6%,12,-3.5%,12,-3.8%,25,-3.4%,22,-1.5%
LAR,11-2,4,25.1%,4,22.4%,3,23.4%,3,20.8%,14,-2.4%,13,-2.3%,17,-0.8%,18,-0.7%
CHI,9-4,5,16.4%,6,16.7%,22,-4.9%,24,-5.2%,1,-25.7%,1,-26.9%,27,-4.4%,29,-5.0%
BAL,7-6,6,15.6%,7,14.3%,15,-0.1%,21,-2.5%,2,-12.1%,4,-11.3%,5,3.5%,3,5.4%
DEN,6-7,7,14.5%,5,17.2%,11,5.3%,11,5.9%,4,-11.5%,2,-13.2%,22,-2.3%,24,-1.9%
SEA,8-5,8,11.0%,9,11.5%,9,9.2%,8,11.6%,15,0.2%,18,3.3%,8,1.9%,6,3.2%
PIT,7-5-1,9,10.6%,8,12.7%,5,16.1%,5,17.7%,16,0.6%,14,0.2%,29,-4.9%,28,-4.8%
NE,9-4,10,9.8%,11,10.5%,6,15.2%,6,16.2%,21,4.4%,21,5.3%,19,-1.0%,16,-0.4%
HOU,9-4,11,7.1%,14,7.0%,21,-4.5%,19,-2.0%,5,-9.2%,8,-6.8%,7,2.4%,8,2.2%
IND,7-6,12,6.4%,10,10.9%,13,2.4%,10,6.1%,11,-4.0%,9,-5.3%,13,0.0%,17,-0.6%
GB,5-7-1,13,4.7%,13,7.4%,7,12.9%,7,13.5%,25,5.7%,20,4.6%,23,-2.6%,21,-1.5%
MIN,6-6-1,14,3.6%,15,5.2%,17,-1.4%,16,-1.2%,7,-8.9%,6,-9.6%,26,-3.9%,27,-3.3%
NYG,5-8,15,1.9%,12,7.7%,14,1.6%,13,3.2%,20,4.0%,17,2.1%,3,4.3%,1,6.6%
CAR,6-7,16,0.7%,17,-1.5%,8,9.8%,9,9.7%,28,8.7%,28,10.0%,16,-0.5%,19,-1.2%
DAL,8-5,17,-0.5%,16,1.0%,26,-8.1%,26,-7.1%,6,-9.1%,7,-9.4%,21,-1.4%,20,-1.3%
MIA,7-6,18,-6.4%,23,-11.2%,20,-2.8%,22,-3.7%,23,4.9%,26,7.9%,10,1.3%,12,0.4%
JAX,4-9,19,-6.7%,22,-8.5%,27,-16.7%,27,-16.6%,8,-7.2%,10,-4.5%,6,2.8%,5,3.6%
PHI,6-7,20,-8.0%,20,-7.2%,19,-2.7%,15,-0.3%,22,4.4%,25,7.3%,18,-0.8%,14,0.3%
ATL,4-9,21,-8.6%,21,-8.4%,10,6.0%,12,5.5%,31,16.1%,31,16.3%,9,1.4%,7,2.5%
CLE,5-7-1,22,-9.6%,18,-5.2%,25,-8.0%,17,-1.6%,13,-3.0%,15,0.7%,28,-4.7%,26,-3.0%
TEN,7-6,23,-9.7%,19,-6.7%,24,-7.7%,23,-3.9%,17,1.6%,16,1.2%,14,-0.4%,23,-1.6%
CIN,5-8,24,-10.0%,25,-13.5%,16,-0.3%,20,-2.3%,29,10.1%,29,12.4%,12,0.5%,11,1.1%
DET,5-8,25,-16.0%,24,-12.9%,23,-7.2%,25,-6.9%,26,7.4%,23,6.3%,20,-1.4%,15,0.3%
TB,5-8,26,-16.5%,26,-16.4%,12,4.1%,14,2.1%,30,15.5%,30,13.3%,32,-5.1%,31,-5.2%
WAS,6-7,27,-17.8%,27,-21.7%,29,-17.8%,29,-22.7%,19,3.6%,19,3.9%,4,3.6%,4,4.8%
NYJ,4-9,28,-20.0%,29,-23.9%,30,-24.5%,30,-23.9%,18,2.3%,24,6.6%,1,6.8%,2,6.6%
SF,3-10,29,-24.9%,31,-25.0%,28,-17.0%,28,-17.7%,24,5.1%,22,5.3%,24,-2.7%,25,-1.9%
OAK,3-10,30,-25.1%,30,-24.8%,18,-2.6%,18,-1.8%,32,17.5%,32,18.0%,31,-5.0%,30,-5.0%
BUF,4-9,31,-26.9%,28,-21.8%,31,-33.7%,31,-28.2%,3,-11.8%,3,-11.7%,30,-5.0%,32,-5.3%
ARI,3-10,32,-34.7%,32,-35.1%,32,-39.3%,32,-39.5%,10,-5.0%,11,-4.0%,15,-0.4%,13,0.4%
