Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,11-4,1,33.5%,3,29.3%,9,12.6%,8,14.5%,2,-15.4%,7,-9.8%,2,5.5%,3,5.1%
NE,10-5,2,32.0%,1,31.0%,1,28.0%,3,25.7%,16,-2.1%,13,-2.9%,9,1.8%,11,2.5%
NO,13-2,3,28.7%,6,24.3%,2,28.0%,2,27.1%,10,-4.7%,17,0.3%,28,-4.0%,27,-2.5%
BAL,8-7,4,28.0%,5,27.6%,11,11.7%,13,8.8%,3,-15.2%,3,-16.3%,12,1.1%,10,2.5%
GB,10-5,5,25.5%,2,29.6%,6,19.2%,4,22.2%,4,-15.1%,2,-16.3%,32,-8.8%,32,-9.0%
DAL,10-5,6,25.3%,4,29.1%,3,21.5%,6,20.3%,13,-2.9%,8,-9.2%,13,0.9%,21,-0.3%
IND,14-1,7,23.3%,8,21.6%,5,20.5%,5,20.6%,11,-4.1%,11,-3.0%,22,-1.3%,23,-1.9%
MIN,11-4,8,20.6%,10,16.3%,8,12.7%,10,13.1%,14,-2.7%,16,-0.1%,4,5.2%,8,3.1%
ARI,10-5,9,17.3%,9,18.0%,13,8.3%,12,10.2%,8,-6.6%,10,-4.0%,7,2.4%,5,3.8%
SD,12-3,10,13.9%,7,22.8%,4,20.8%,1,27.8%,23,6.9%,22,4.9%,18,0.0%,19,-0.1%
DEN,8-7,11,12.6%,15,10.2%,19,0.3%,20,-2.9%,5,-12.4%,6,-10.5%,19,-0.2%,9,2.6%
PIT,8-7,12,12.3%,14,11.6%,7,14.6%,7,15.0%,12,-3.3%,14,-2.4%,30,-5.6%,30,-5.8%
NYJ,8-7,13,12.0%,13,12.0%,22,-13.6%,24,-14.3%,1,-22.2%,1,-22.7%,6,3.4%,6,3.6%
HOU,8-7,14,9.2%,12,13.2%,12,9.7%,11,11.9%,21,2.3%,15,-0.4%,10,1.8%,15,0.9%
NYG,8-7,15,7.3%,16,4.3%,10,11.9%,9,13.4%,20,2.2%,24,7.0%,26,-2.4%,24,-2.1%
ATL,8-7,16,3.9%,20,-0.5%,14,6.5%,16,4.2%,19,2.0%,21,4.3%,20,-0.5%,22,-0.4%
MIA,7-8,17,3.9%,17,2.4%,15,4.9%,18,3.5%,22,3.0%,20,3.0%,8,2.0%,13,1.9%
CIN,10-5,18,3.4%,18,1.6%,18,2.8%,19,-1.0%,15,-2.4%,12,-2.9%,24,-1.8%,20,-0.3%
CAR,7-8,19,1.1%,11,13.9%,20,-2.6%,15,5.8%,7,-8.5%,5,-11.2%,29,-4.8%,28,-3.1%
SF,7-8,20,-2.7%,19,0.9%,23,-13.9%,22,-11.4%,6,-11.1%,4,-11.9%,17,0.1%,17,0.4%
TEN,7-8,21,-8.9%,21,-3.6%,17,4.0%,14,7.1%,27,11.0%,26,11.3%,25,-1.9%,16,0.6%
JAX,7-8,22,-9.9%,23,-13.0%,16,4.2%,17,3.6%,29,13.1%,30,14.5%,21,-0.9%,25,-2.2%
WAS,4-11,23,-10.5%,22,-7.7%,21,-8.6%,21,-4.8%,17,0.2%,18,0.5%,23,-1.8%,26,-2.4%
BUF,5-10,24,-17.9%,24,-16.6%,29,-24.9%,30,-26.6%,9,-5.3%,9,-6.6%,11,1.8%,7,3.4%
CHI,6-9,25,-18.9%,26,-21.2%,27,-22.4%,25,-23.0%,18,1.9%,19,2.7%,3,5.5%,4,4.6%
TB,3-12,26,-24.7%,27,-22.4%,25,-18.2%,26,-23.1%,25,10.0%,23,4.9%,5,3.5%,2,5.6%
CLE,4-11,27,-26.6%,25,-20.9%,24,-18.1%,23,-12.9%,32,18.5%,32,17.9%,1,10.0%,1,9.9%
SEA,5-10,28,-33.4%,31,-41.5%,26,-20.6%,29,-25.8%,30,13.2%,31,16.0%,15,0.4%,18,0.3%
KC,3-12,29,-36.8%,29,-39.9%,28,-23.4%,27,-23.7%,26,10.6%,25,10.5%,27,-2.8%,29,-5.7%
OAK,5-10,30,-37.1%,28,-34.6%,31,-28.4%,28,-24.3%,24,9.0%,28,11.8%,16,0.3%,14,1.4%
STL,1-14,31,-43.2%,30,-40.4%,30,-28.2%,31,-28.8%,31,15.8%,29,13.6%,14,0.8%,12,2.1%
DET,2-13,32,-49.9%,32,-48.4%,32,-30.9%,32,-29.5%,28,13.0%,27,11.7%,31,-6.1%,31,-7.2%
