Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,4-0,1,56.5%,1,56.5%,2,29.3%,2,29.3%,1,-30.2%,1,-30.2%,21,-3.1%,21,-3.1%
PHI,2-1,2,43.5%,2,43.5%,12,11.9%,12,11.9%,2,-27.8%,2,-27.8%,8,3.8%,8,3.8%
IND,4-0,3,41.8%,3,41.8%,1,36.5%,1,36.5%,12,-6.9%,12,-6.9%,15,-1.6%,15,-1.6%
BAL,3-1,4,39.3%,4,39.3%,3,24.2%,3,24.2%,8,-17.7%,8,-17.7%,16,-2.6%,16,-2.6%
MIN,4-0,5,38.4%,5,38.4%,13,8.1%,13,8.1%,7,-20.1%,7,-20.1%,3,10.3%,3,10.3%
NYG,4-0,6,37.1%,6,37.1%,9,15.4%,9,15.4%,4,-24.7%,4,-24.7%,20,-3.0%,20,-3.0%
DEN,4-0,7,35.2%,7,35.2%,11,12.5%,11,12.5%,3,-26.3%,3,-26.3%,24,-3.6%,24,-3.6%
GB,2-2,8,20.4%,8,20.4%,8,16.7%,8,16.7%,11,-8.8%,11,-8.8%,28,-5.1%,28,-5.1%
JAX,2-2,9,17.0%,9,17.0%,5,22.4%,5,22.4%,21,8.3%,21,8.3%,9,2.9%,9,2.9%
NE,3-1,10,15.6%,10,15.6%,4,22.4%,4,22.4%,18,5.5%,18,5.5%,14,-1.3%,14,-1.3%
NYJ,3-1,11,14.5%,11,14.5%,27,-19.0%,27,-19.0%,5,-24.2%,5,-24.2%,4,9.2%,4,9.2%
PIT,2-2,12,6.8%,12,6.8%,6,21.4%,6,21.4%,23,11.4%,23,11.4%,22,-3.3%,22,-3.3%
ATL,2-1,13,5.9%,13,5.9%,10,15.4%,10,15.4%,22,10.1%,22,10.1%,13,0.6%,13,0.6%
DAL,2-2,14,5.5%,14,5.5%,7,20.7%,7,20.7%,27,16.0%,27,16.0%,12,0.8%,12,0.8%
CHI,3-1,15,4.9%,15,4.9%,25,-18.2%,25,-18.2%,10,-9.0%,10,-9.0%,1,14.1%,1,14.1%
SF,3-1,16,2.0%,16,2.0%,24,-17.1%,24,-17.1%,6,-22.0%,6,-22.0%,19,-3.0%,19,-3.0%
HOU,2-2,17,-1.2%,17,-1.2%,19,-6.7%,19,-6.7%,16,1.5%,16,1.5%,5,7.1%,5,7.1%
ARI,1-2,18,-1.2%,18,-1.2%,22,-10.6%,22,-10.6%,9,-12.2%,9,-12.2%,17,-2.7%,17,-2.7%
MIA,1-3,19,-2.2%,19,-2.2%,16,-1.6%,16,-1.6%,13,-2.2%,13,-2.2%,18,-2.8%,18,-2.8%
CIN,3-1,20,-8.8%,20,-8.8%,14,3.2%,14,3.2%,17,2.0%,17,2.0%,31,-10.0%,31,-10.0%
WAS,2-2,21,-9.2%,21,-9.2%,21,-10.2%,21,-10.2%,15,0.5%,15,0.5%,10,1.6%,10,1.6%
SEA,1-3,22,-10.3%,22,-10.3%,17,-4.1%,17,-4.1%,20,7.6%,20,7.6%,11,1.4%,11,1.4%
SD,2-2,23,-13.7%,23,-13.7%,15,2.7%,15,2.7%,30,22.2%,30,22.2%,6,5.8%,6,5.8%
BUF,1-3,24,-27.5%,24,-27.5%,23,-15.5%,23,-15.5%,19,7.2%,19,7.2%,26,-4.8%,26,-4.8%
KC,0-4,25,-27.6%,25,-27.6%,26,-18.8%,26,-18.8%,26,13.2%,26,13.2%,7,4.5%,7,4.5%
TEN,0-4,26,-31.3%,26,-31.3%,18,-6.1%,18,-6.1%,24,11.8%,24,11.8%,32,-13.4%,32,-13.4%
CLE,0-4,27,-31.4%,27,-31.4%,29,-22.0%,29,-22.0%,31,22.2%,31,22.2%,2,12.9%,2,12.9%
TB,0-4,28,-38.5%,28,-38.5%,20,-9.0%,20,-9.0%,32,26.0%,32,26.0%,23,-3.5%,23,-3.5%
DET,1-3,29,-45.0%,29,-45.0%,28,-21.5%,28,-21.5%,28,16.7%,28,16.7%,29,-6.8%,29,-6.8%
OAK,1-3,30,-49.7%,30,-49.7%,32,-45.5%,32,-45.5%,14,-0.7%,14,-0.7%,27,-5.0%,27,-5.0%
STL,0-4,31,-52.1%,31,-52.1%,30,-28.7%,30,-28.7%,29,19.2%,29,19.2%,25,-4.1%,25,-4.1%
CAR,0-3,32,-59.4%,32,-59.4%,31,-37.0%,31,-37.0%,25,12.8%,25,12.8%,30,-9.5%,30,-9.5%
